tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons
1940994	4Q9	Genesis	41	31	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941007	4Q9	Genesis	41	32	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941191	4Q9	Genesis	42	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941218	4Q9	Genesis	42	16	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1941221	4Q9	Genesis	42	16	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941280	4Q9	Genesis	42	20	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1941304	4Q9	Genesis	42	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1941322	4Q9	Genesis	42	22	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				H	rrr	nnn	לוא
1941332	4Q9	Genesis	42	22	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1941345	4Q9	Genesis	42	38	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1941349	4Q9	Genesis	42	38	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941399	4Q9	Genesis	43	5	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1941401	4Q9	Genesis	43	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941406	4Q9	Genesis	43	5	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1941460	4Q9	Genesis	43	7	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1941601	4Q9	Genesis	45	20	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941662	4Q9	Genesis	45	26	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj				W	rr	nn	כי
1941672	4Q9	Genesis	45	26	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941673	4Q9	Genesis	45	26	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1941922	4Q10	Genesis	2	3	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941955	4Q10	Genesis	3	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1941958	4Q10	Genesis	3	1	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942056	4Q11	Exodus	2	10	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942071	4Q11	Exodus	2	22	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942209	4Q11	Exodus	3	3	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942217	4Q11	Exodus	3	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942268	4Q11	Exodus	3	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942269	4Q11	Exodus	3	19	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942277	4Q11	Exodus	3	19	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1942317	4Q11	Exodus	3	21	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942319	4Q11	Exodus	3	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942360	4Q11	Exodus	8	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1942386	4Q11	Exodus	8	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1942479	4Q11	Exodus	9	26	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942524	4Q11	Exodus	9	28	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1942549	4Q11	Exodus	9	29	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1942554	4Q11	Exodus	9	29	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942584	4Q11	Exodus	9	33	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942611	4Q11	Exodus	9	35	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1942632	4Q11	Exodus	10	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942667	4Q11	Exodus	10	2	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1942700	4Q11	Exodus	10	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1942722	4Q11	Exodus	10	5	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1942786	4Q11	Exodus	11	6	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942790	4Q11	Exodus	11	6	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942798	4Q11	Exodus	11	7	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942857	4Q11	Exodus	11	9	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1942889	4Q11	Exodus	11	10	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1943073	4Q11	Exodus	12	9	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1943085	4Q11	Exodus	12	10	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1943192	4Q11	Exodus	12	43	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1943212	4Q11	Exodus	12	45	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1943220	4Q11	Exodus	12	46	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1943299	4Q11	Exodus	14	18	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1943361	4Q11	Exodus	14	20	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1943484	4Q11	Exodus	16	3	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					rr	nn	מי
1943504	4Q11	Exodus	16	3	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1943552	4Q11	Exodus	16	4	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1943586	4Q11	Exodus	16	6	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1943610	4Q11	Exodus	16	7	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1943671	4Q11	Exodus	16	18	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1943678	4Q11	Exodus	16	18	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1943698	4Q11	Exodus	16	20	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1943766	4Q11	Exodus	16	24	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1943770	4Q11	Exodus	16	24	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1943780	4Q11	Exodus	16	25	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1943798	4Q11	Exodus	16	26	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1943816	4Q11	Exodus	16	27	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1943835	4Q11	Exodus	16	29	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1944203	4Q11	Exodus	18	17	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1944222	4Q11	Exodus	18	18	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1944227	4Q11	Exodus	18	18	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1944481	4Q11	Exodus	22	24	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1944494	4Q11	Exodus	23	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1944510	4Q11	Exodus	23	6	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1944527	4Q11	Exodus	23	7	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1944528	4Q11	Exodus	23	7	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1944534	4Q11	Exodus	23	8	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1944536	4Q11	Exodus	23	8	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1944549	4Q11	Exodus	23	9	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1944557	4Q11	Exodus	23	9	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1944632	4Q11	Exodus	23	13	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1944634	4Q11	Exodus	23	13	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1944663	4Q11	Exodus	23	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1944669	4Q11	Exodus	23	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1944815	4Q11	Exodus	25	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1945318	4Q11	Exodus	28	35	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1945627	4Q12	Genesis	26	22	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1945636	4Q12	Genesis	26	22	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1945670	4Q12	Genesis	26	24	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1945741	4Q12a	Genesis	50	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1945871	4Q13	Exodus	1	17	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1945914	4Q13	Exodus	1	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1945915	4Q13	Exodus	1	19	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1945922	4Q13	Exodus	1	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1945946	4Q13	Exodus	1	21	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj				W	rr	nn	כי
1945964	4Q13	Exodus	2	3	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1946157	4Q13	Exodus	2	10	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1946201	4Q13	Exodus	2	12	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1946240	4Q13	Exodus	2	14	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					nn	nn	מי
1946541	4Q13	Exodus	3	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1946542	4Q13	Exodus	3	19	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1946549	4Q13	Exodus	3	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1946590	4Q13	Exodus	3	21	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1946592	4Q13	Exodus	3	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1946632	4Q13	Exodus	4	1	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1946636	4Q13	Exodus	4	1	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1946640	4Q13	Exodus	4	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1946642	4Q13	Exodus	4	1	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rn	nn	לא
1946703	4Q13	Exodus	4	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1946839	4Q13	Exodus	5	7	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1946873	4Q13	Exodus	5	8	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1946877	4Q13	Exodus	5	8	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1946940	4Q13	Exodus	5	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1946998	4Q13	Exodus	5	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1947119	4Q14	Exodus	5	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947305	4Q14	Exodus	7	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1947334	4Q14	Exodus	7	22	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1947350	4Q14	Exodus	7	23	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1947367	4Q14	Exodus	7	24	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947368	4Q14	Exodus	7	24	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1947530	4Q14	Exodus	8	6	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947611	4Q14	Exodus	8	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1947620	4Q14	Exodus	8	11	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1947705	4Q14	Exodus	8	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1947731	4Q14	Exodus	8	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1947767	4Q14	Exodus	8	17	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947823	4Q14	Exodus	8	18	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947834	4Q14	Exodus	8	22	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1947839	4Q14	Exodus	8	22	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947854	4Q14	Exodus	8	22	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1947863	4Q14	Exodus	9	11	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1947876	4Q14	Exodus	9	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947894	4Q14	Exodus	9	12	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1947933	4Q14	Exodus	9	14	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947954	4Q14	Exodus	9	14	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1947962	4Q14	Exodus	9	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948012	4Q14	Exodus	9	18	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948049	4Q14	Exodus	9	19	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1948081	4Q14	Exodus	9	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948171	4Q14	Exodus	9	24	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948227	4Q14	Exodus	9	26	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948271	4Q14	Exodus	9	28	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1948295	4Q14	Exodus	9	29	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1948300	4Q14	Exodus	9	29	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948311	4Q14	Exodus	9	30	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nr	nn	כי
1948326	4Q14	Exodus	9	31	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948341	4Q14	Exodus	9	32	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1948343	4Q14	Exodus	9	32	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948370	4Q14	Exodus	9	33	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948377	4Q14	Exodus	9	34	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948403	4Q14	Exodus	9	35	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1948417	4Q14	Exodus	10	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948455	4Q14	Exodus	10	2	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948489	4Q14	Exodus	10	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1948511	4Q14	Exodus	10	5	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1948555	4Q14	Exodus	10	6	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948604	4Q14	Exodus	10	7	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948625	4Q14	Exodus	10	8	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					rr	nn	מי
1948627	4Q14	Exodus	10	8	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin				W	nn	nn	מי
1948651	4Q14	Exodus	10	9	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948671	4Q14	Exodus	10	10	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948676	4Q14	Exodus	10	11	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948686	4Q14	Exodus	10	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1948783	4Q14	Exodus	10	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948790	4Q14	Exodus	10	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948823	4Q14	Exodus	10	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1948922	4Q14	Exodus	10	20	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1948967	4Q14	Exodus	10	23	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1948973	4Q14	Exodus	10	23	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rn	nn	לא
1949011	4Q14	Exodus	11	9	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1949089	4Q14	Exodus	12	13	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1949135	4Q14	Exodus	12	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1949229	4Q14	Exodus	12	33	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1949329	4Q14	Exodus	12	39	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1949330	4Q14	Exodus	12	39	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1949332	4Q14	Exodus	12	39	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1949337	4Q14	Exodus	12	39	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rn	nn	לא
1949344	4Q14	Exodus	12	39	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1949429	4Q14	Exodus	12	43	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1949449	4Q14	Exodus	12	45	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1949457	4Q14	Exodus	12	46	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1949468	4Q14	Exodus	12	46	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1949479	4Q14	Exodus	12	48	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj				W	nn	nn	כי
1949506	4Q14	Exodus	12	48	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nr	nn	לא
1949539	4Q14	Exodus	13	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1949599	4Q14	Exodus	13	22	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1949684	4Q14	Exodus	14	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1949696	4Q14	Exodus	14	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1949714	4Q14	Exodus	14	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nr	nn	כי
1949845	4Q14	Exodus	14	12	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				H	rr	nn	לא
1949862	4Q14	Exodus	14	12	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1949892	4Q14	Exodus	14	13	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1949926	4Q14	Exodus	15	11	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					rr	nn	מי
1949931	4Q14	Exodus	15	11	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					nr	nn	מי
1950025	4Q14	Exodus	15	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1950086	4Q14	Exodus	15	21	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950422	4Q14	Exodus	17	14	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950445	4Q14	Exodus	17	16	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950477	4Q14	Exodus	18	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950506	4Q14	Exodus	18	3	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950519	4Q14	Exodus	18	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1950666	4Q14	Exodus	18	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950673	4Q14	Exodus	18	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950810	4Q15	Exodus	13	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1950858	4Q15	Exodus	13	16	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1950916	4Q16	Exodus	13	3	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1950926	4Q16	Exodus	13	3	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1950941	4Q16	Exodus	13	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1951399	4Q17	Exodus	39	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1951452	4Q17	Exodus	39	23	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1951942	4Q17	Leviticus	2	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1952093	4Q18	Exodus	14	25	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1952142	4Q19	Exodus	6	3	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1952498	4Q22	Exodus	7	4	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1952526	4Q22	Exodus	7	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1952584	4Q22	Exodus	7	9	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nr	nn	כי
1952679	4Q22	Exodus	7	13	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1952750	4Q22	Exodus	7	16	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1952832	4Q22	Exodus	7	18	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1952843	4Q22	Exodus	7	18	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1953062	4Q22	Exodus	8	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1953088	4Q22	Exodus	8	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1953126	4Q22	Exodus	8	17	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1953208	4Q22	Exodus	8	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1953263	4Q22	Exodus	8	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1953333	4Q22	Exodus	8	22	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1953338	4Q22	Exodus	8	22	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1953353	4Q22	Exodus	8	22	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1953385	4Q22	Exodus	9	5	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1953423	4Q22	Exodus	9	6	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1953432	4Q22	Exodus	9	7	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1953445	4Q22	Exodus	9	7	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1953530	4Q22	Exodus	9	11	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1953543	4Q22	Exodus	9	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
