tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons
46	MT	Genesis	1	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
177	MT	Genesis	1	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
226	MT	Genesis	1	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
350	MT	Genesis	1	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
412	MT	Genesis	1	21	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
493	MT	Genesis	1	25	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
717	MT	Genesis	2	3	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
762	MT	Genesis	2	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
763	MT	Genesis	2	5	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
986	MT	Genesis	2	17	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
989	MT	Genesis	2	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1000	MT	Genesis	2	18	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1073	MT	Genesis	2	20	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1134	MT	Genesis	2	23	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1166	MT	Genesis	2	25	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
1188	MT	Genesis	3	1	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1191	MT	Genesis	3	1	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1223	MT	Genesis	3	3	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1227	MT	Genesis	3	3	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
1239	MT	Genesis	3	4	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1242	MT	Genesis	3	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1245	MT	Genesis	3	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1265	MT	Genesis	3	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1272	MT	Genesis	3	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj				W	nn	nn	כי
1304	MT	Genesis	3	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1365	MT	Genesis	3	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1372	MT	Genesis	3	11	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
1375	MT	Genesis	3	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1432	MT	Genesis	3	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1502	MT	Genesis	3	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1516	MT	Genesis	3	17	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1552	MT	Genesis	3	19	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1555	MT	Genesis	3	19	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1569	MT	Genesis	3	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1744	MT	Genesis	4	5	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1767	MT	Genesis	4	7	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
1773	MT	Genesis	4	7	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1818	MT	Genesis	4	9	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
1854	MT	Genesis	4	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
1859	MT	Genesis	4	12	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
2058	MT	Genesis	4	23	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2067	MT	Genesis	4	24	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2090	MT	Genesis	4	25	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2098	MT	Genesis	4	25	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2462	MT	Genesis	5	24	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2603	MT	Genesis	6	1	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2626	MT	Genesis	6	2	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2640	MT	Genesis	6	3	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
2699	MT	Genesis	6	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2720	MT	Genesis	6	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2757	MT	Genesis	6	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2759	MT	Genesis	6	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2817	MT	Genesis	6	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
2837	MT	Genesis	6	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
3051	MT	Genesis	7	1	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
3080	MT	Genesis	7	2	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
3105	MT	Genesis	7	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
3706	MT	Genesis	8	9	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
3720	MT	Genesis	8	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
3772	MT	Genesis	8	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
3792	MT	Genesis	8	12	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
3982	MT	Genesis	8	21	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
3994	MT	Genesis	8	21	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
4003	MT	Genesis	8	21	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
4034	MT	Genesis	8	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
4107	MT	Genesis	9	4	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
4144	MT	Genesis	9	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
4223	MT	Genesis	9	11	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
4233	MT	Genesis	9	11	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
4312	MT	Genesis	9	15	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
4464	MT	Genesis	9	23	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
4870	MT	Genesis	10	25	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5077	MT	Genesis	11	6	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
5092	MT	Genesis	11	7	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
5119	MT	Genesis	11	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5686	MT	Genesis	12	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5709	MT	Genesis	12	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5716	MT	Genesis	12	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5758	MT	Genesis	12	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5827	MT	Genesis	12	18	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
5830	MT	Genesis	12	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5954	MT	Genesis	13	6	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
5962	MT	Genesis	13	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
5967	MT	Genesis	13	6	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
6013	MT	Genesis	13	8	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6018	MT	Genesis	13	9	L>	L>	L>	CM	CM	NA	NA			NA	nega				H	nn	nn	לא
6051	MT	Genesis	13	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6144	MT	Genesis	13	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6190	MT	Genesis	13	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6472	MT	Genesis	14	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6644	MT	Genesis	14	23	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
6718	MT	Genesis	15	3	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
6734	MT	Genesis	15	4	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
6737	MT	Genesis	15	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6806	MT	Genesis	15	8	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6848	MT	Genesis	15	10	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
6885	MT	Genesis	15	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6891	MT	Genesis	15	13	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
6933	MT	Genesis	15	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
6934	MT	Genesis	15	16	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
7036	MT	Genesis	16	1	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
7107	MT	Genesis	16	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
7128	MT	Genesis	16	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
7220	MT	Genesis	16	10	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
7238	MT	Genesis	16	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
7272	MT	Genesis	16	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
7384	MT	Genesis	17	5	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
7394	MT	Genesis	17	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
7524	MT	Genesis	17	12	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
7547	MT	Genesis	17	14	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
7570	MT	Genesis	17	15	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
7575	MT	Genesis	17	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
7878	MT	Genesis	18	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8066	MT	Genesis	18	15	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8068	MT	Genesis	18	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8072	MT	Genesis	18	15	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8073	MT	Genesis	18	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8119	MT	Genesis	18	19	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8155	MT	Genesis	18	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8159	MT	Genesis	18	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8176	MT	Genesis	18	21	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8217	MT	Genesis	18	24	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
8258	MT	Genesis	18	25	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8315	MT	Genesis	18	28	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8337	MT	Genesis	18	29	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8358	MT	Genesis	18	30	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8379	MT	Genesis	18	31	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8403	MT	Genesis	18	32	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8473	MT	Genesis	19	2	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8474	MT	Genesis	19	2	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8564	MT	Genesis	19	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8588	MT	Genesis	19	8	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8675	MT	Genesis	19	12	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
8694	MT	Genesis	19	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8702	MT	Genesis	19	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8731	MT	Genesis	19	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8856	MT	Genesis	19	19	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
8885	MT	Genesis	19	20	L>	L>	L>	CM	CM	NA	NA			NA	nega				H	nn	nn	לא
8914	MT	Genesis	19	22	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
8915	MT	Genesis	19	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
9074	MT	Genesis	19	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9143	MT	Genesis	19	33	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
9199	MT	Genesis	19	35	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
9307	MT	Genesis	20	4	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
9319	MT	Genesis	20	5	L>	L>	L>	CM	CM	NA	NA			NA	nega				H	nn	nn	לא
9351	MT	Genesis	20	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9367	MT	Genesis	20	6	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
9378	MT	Genesis	20	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9391	MT	Genesis	20	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9440	MT	Genesis	20	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9450	MT	Genesis	20	9	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
9461	MT	Genesis	20	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9471	MT	Genesis	20	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9495	MT	Genesis	20	12	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
9607	MT	Genesis	20	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9708	MT	Genesis	21	7	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
9715	MT	Genesis	21	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9761	MT	Genesis	21	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9762	MT	Genesis	21	10	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
9807	MT	Genesis	21	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9822	MT	Genesis	21	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9885	MT	Genesis	21	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9927	MT	Genesis	21	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
9948	MT	Genesis	21	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10083	MT	Genesis	21	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
10085	MT	Genesis	21	26	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
10095	MT	Genesis	21	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
10101	MT	Genesis	21	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
10147	MT	Genesis	21	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10160	MT	Genesis	21	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10177	MT	Genesis	21	31	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10498	MT	Genesis	22	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10501	MT	Genesis	22	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10506	MT	Genesis	22	12	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
10578	MT	Genesis	22	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10588	MT	Genesis	22	16	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
10594	MT	Genesis	22	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
10826	MT	Genesis	23	6	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
10916	MT	Genesis	23	11	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11153	MT	Genesis	24	3	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11167	MT	Genesis	24	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
11187	MT	Genesis	24	5	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11267	MT	Genesis	24	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11282	MT	Genesis	24	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11413	MT	Genesis	24	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
11452	MT	Genesis	24	16	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11539	MT	Genesis	24	21	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11568	MT	Genesis	24	23	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
11622	MT	Genesis	24	27	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11770	MT	Genesis	24	33	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11832	MT	Genesis	24	37	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11847	MT	Genesis	24	38	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11865	MT	Genesis	24	39	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
11899	MT	Genesis	24	41	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
11905	MT	Genesis	24	41	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
12032	MT	Genesis	24	47	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
12095	MT	Genesis	24	49	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
12117	MT	Genesis	24	50	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
12367	MT	Genesis	24	65	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
12749	MT	Genesis	25	21	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
12871	MT	Genesis	25	28	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
12907	MT	Genesis	25	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13031	MT	Genesis	26	3	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13108	MT	Genesis	26	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13120	MT	Genesis	26	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13126	MT	Genesis	26	8	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13169	MT	Genesis	26	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13244	MT	Genesis	26	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13287	MT	Genesis	26	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13367	MT	Genesis	26	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13391	MT	Genesis	26	22	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
13400	MT	Genesis	26	22	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13433	MT	Genesis	26	24	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13497	MT	Genesis	26	28	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13520	MT	Genesis	26	29	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
13638	MT	Genesis	27	1	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13666	MT	Genesis	27	2	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
13835	MT	Genesis	27	12	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
13929	MT	Genesis	27	18	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
13969	MT	Genesis	27	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
13991	MT	Genesis	27	21	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
14012	MT	Genesis	27	23	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
14014	MT	Genesis	27	23	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
14185	MT	Genesis	27	32	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
14202	MT	Genesis	27	33	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
14257	MT	Genesis	27	36	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj				H	nn	nn	כי
14276	MT	Genesis	27	36	L>	L>	L>	CM	CM	NA	NA			NA	nega				H	nn	nn	לא
14513	MT	Genesis	28	1	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
14597	MT	Genesis	28	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
14621	MT	Genesis	28	6	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
14642	MT	Genesis	28	8	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
14687	MT	Genesis	28	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
14796	MT	Genesis	28	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
14797	MT	Genesis	28	15	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
14824	MT	Genesis	28	16	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
14838	MT	Genesis	28	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
14975	MT	Genesis	29	2	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15073	MT	Genesis	29	7	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
15086	MT	Genesis	29	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
15120	MT	Genesis	29	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15177	MT	Genesis	29	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15182	MT	Genesis	29	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj				W	nn	nn	כי
15246	MT	Genesis	29	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj				H	nn	nn	כי
15337	MT	Genesis	29	21	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15400	MT	Genesis	29	25	L>	L>	L>	CM	CM	NA	NA			NA	nega				H	nn	nn	לא
15411	MT	Genesis	29	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
15493	MT	Genesis	29	31	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15513	MT	Genesis	29	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15515	MT	Genesis	29	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15520	MT	Genesis	29	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15532	MT	Genesis	29	33	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15535	MT	Genesis	29	33	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15562	MT	Genesis	29	34	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15597	MT	Genesis	30	1	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15598	MT	Genesis	30	1	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
15720	MT	Genesis	30	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15768	MT	Genesis	30	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15850	MT	Genesis	30	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
15913	MT	Genesis	30	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16001	MT	Genesis	30	26	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16045	MT	Genesis	30	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
