tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	vowel_count	other_vowel_ending	final_h	line	column	has_pronominal_suffix	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
1435	MT	Genesis	3	14	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ארור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
1519	MT	Genesis	3	17	>RR[	>RWRH	>RWR	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	ארורה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
1838	MT	Genesis	4	11	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ארור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
4482	MT	Genesis	9	25	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ארור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
4491	MT	Genesis	9	26	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
6574	MT	Genesis	14	19	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
6584	MT	Genesis	14	20	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	ברוך	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
9303	MT	Genesis	20	3	B<L[	B<LT	B<L	CCC	CCCC	qal	ptcp	sg	f	unknown	verb		T			nnnn	nnnn	בעלת	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
11616	MT	Genesis	24	27	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
11716	MT	Genesis	24	31	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
13535	MT	Genesis	26	29	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
14125	MT	Genesis	27	29	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ארור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
14128	MT	Genesis	27	29	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
14221	MT	Genesis	27	33	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
15494	MT	Genesis	29	31	FN>[	FNW>H	FNW>	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	שנואה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
15536	MT	Genesis	29	33	FN>[	FNW>H	FNW>	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	שנואה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
16106	MT	Genesis	30	32	VL>[	VLW>	VLW>	CCMC	CCMM	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	טלוא	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
16115	MT	Genesis	30	32	VL>[	VLW>	VLW>	CCMC	CCMM	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	טלוא	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
16142	MT	Genesis	30	33	VL>[	VLW>	VLW>	CCMC	CCMM	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	טלוא	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
16151	MT	Genesis	30	33	GNB[	GNWB	GNWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	גנוב	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
16176	MT	Genesis	30	35	VL>[	VL>JM	VL>	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		WH	nnnnn	nnnnn	טלאים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
16186	MT	Genesis	30	35	VL>[	VL>T	VL>	CCC	CCCC	qal	ptcp	pl	f	unknown	verb		T		WH	nnnn	nnnn	טלאת	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
16286	MT	Genesis	30	39	VL>[	VL>JM	VL>	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		W	nnnnn	nnnnn	טלאים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
16359	MT	Genesis	30	42	QCR[	QCRJM	QCR	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		WH	nnnnn	nnnnn	קשרים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
17124	MT	Genesis	31	39	GNB[	GNBTJ	GNB	CCC	CCCCM	qal	ptcp	sg	f	unknown	verb		T			nnnnn	nnnnn	גנבתי	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
17127	MT	Genesis	31	39	GNB[	GNBTJ	GNB	CCC	CCCCM	qal	ptcp	sg	f	unknown	verb		T		W	nnnnn	nnnnn	גנבתי	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
17803	MT	Genesis	32	19	CLX[	CLWXH	CLWX	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	שלוחה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
21841	MT	Genesis	39	20	>SR[	>SWRJM	>SWR	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	אסורים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
21965	MT	Genesis	40	3	>SR[	>SWR	>SWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	אסור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
22006	MT	Genesis	40	5	>SR[	>SWRJM	>SWR	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	אסורים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
22456	MT	Genesis	41	6	CDP[	CDWPT	CDWP	CCMC	CCMCC	qal	ptcp	pl	f	unknown	verb		T		W	nnnnn	nnnnn	שדופת	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
22770	MT	Genesis	41	23	CDP[	CDPWT	CDP	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	שדפות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
22852	MT	Genesis	41	27	CDP[	CDPWT	CDP	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	שדפות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
25372	MT	Genesis	44	30	QCR[	QCWRH	QCWR	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	קשורה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
27860	MT	Genesis	49	7	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ארור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
28038	MT	Genesis	49	21	CLX[	CLXH	CLX	CCC	CCCM	qal	ptcp	sg	f	unknown	verb		H			nnnn	nnnn	שלחה	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
34886	MT	Exodus	12	11	XGR[	XGRJM	XGR	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	חגרים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
35464	MT	Exodus	12	34	YRR[	YRRT	YRR	CCC	CCCC	qal	ptcp	pl	f	unknown	verb		T			nnnn	nnnn	צררת	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
36146	MT	Exodus	13	18	XMC[	XMCJM	XMC	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		W	nnnnn	nnnnn	חמשים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
36347	MT	Exodus	14	7	BXR[	BXWR	BXWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	בחור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
38655	MT	Exodus	18	10	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
43360	MT	Exodus	27	1	RB<[	RBW<	RBW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	רבוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
43467	MT	Exodus	27	8	NBB[	NBWB	NBWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	נבוב	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
44005	MT	Exodus	28	16	RB<[	RBW<	RBW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	רבוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
44007	MT	Exodus	28	16	KPL[	KPWL	KPWL	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	כפול	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
44569	MT	Exodus	29	2	BLL[	BLWLT	BLWL	CCMC	CCMCC	qal	ptcp	pl	f	unknown	verb		T			nnnnn	nnnnn	בלולת	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
44576	MT	Exodus	29	2	MCX[	MCXJM	MCX	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	משחים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
45399	MT	Exodus	29	40	BLL[	BLWL	BLWL	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	בלול	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
45533	MT	Exodus	30	2	RB<[	RBW<	RBW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	רבוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
45714	MT	Exodus	30	12	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J		L	nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
45740	MT	Exodus	30	13	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	פקדים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
45763	MT	Exodus	30	14	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	פקדים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
46501	MT	Exodus	31	18	KTB[	KTBJM	KTB	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	כתבים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
46847	MT	Exodus	32	15	KTB[	KTBJM	KTB	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	כתבים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
46857	MT	Exodus	32	15	KTB[	KTBJM	KTB	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	כתבים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
46870	MT	Exodus	32	16	XRT[	XRWT	XRWT	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	חרות	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
47053	MT	Exodus	32	25	PR<[	PR<	PR<	CCC	CCC	qal	ptcp	sg	m	unknown	verb					nnn	nnn	פרע	0		noH	-	-	0	0	0	0	nnn	nnn	last		0
50364	MT	Exodus	37	25	RB<[	RBW<	RBW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	רבוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
50456	MT	Exodus	38	1	RB<[	RBW<	RBW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	רבוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
50562	MT	Exodus	38	7	NBB[	NBWB	NBWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	נבוב	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
50790	MT	Exodus	38	21	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J			nnnnn	nnnnn	פקודי	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
50891	MT	Exodus	38	25	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J			nnnnn	nnnnn	פקודי	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
50927	MT	Exodus	38	26	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	פקדים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
51228	MT	Exodus	39	9	RB<[	RBW<	RBW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	רבוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
51230	MT	Exodus	39	9	KPL[	KPWL	KPWL	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	כפול	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
51240	MT	Exodus	39	9	KPL[	KPWL	KPWL	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	כפול	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
52956	MT	Leviticus	2	4	BLL[	BLWLT	BLWL	CCMC	CCMCC	qal	ptcp	pl	f	unknown	verb		T			nnnnn	nnnnn	בלולת	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
52963	MT	Leviticus	2	4	MCX[	MCXJM	MCX	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	משחים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
52975	MT	Leviticus	2	5	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	בלולה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
55483	MT	Leviticus	7	10	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	בלולה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
55519	MT	Leviticus	7	12	BLL[	BLWLT	BLWL	CCMC	CCMCC	qal	ptcp	pl	f	unknown	verb		T			nnnnn	nnnnn	בלולת	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
55526	MT	Leviticus	7	12	MCX[	MCXJM	MCX	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	משחים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
55534	MT	Leviticus	7	12	BLL[	BLWLT	BLWL	CCMC	CCMCC	qal	ptcp	pl	f	unknown	verb		T			nnnnn	nnnnn	בלולת	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
56951	MT	Leviticus	9	4	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	בלולה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
59802	MT	Leviticus	13	44	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	צרוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
59815	MT	Leviticus	13	45	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				WH	nnnn	nnnn	צרוע	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
59822	MT	Leviticus	13	45	PRM[	PRMJM	PRM	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	פרמים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
59826	MT	Leviticus	13	45	PR<[	PRW<	PRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	פרוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
60252	MT	Leviticus	14	3	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				H	nnnn	nnnn	צרוע	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
60326	MT	Leviticus	14	6	CXV[	CXVH	CXV	CCC	CCCM	qal	ptcp	sg	f	unknown	verb		H		H	nnnn	nnnn	שחטה	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
60446	MT	Leviticus	14	10	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	בלולה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
60727	MT	Leviticus	14	21	BLL[	BLWL	BLWL	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	בלול	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
61389	MT	Leviticus	14	51	CXV[	CXWVH	CXWV	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H		H	nnnnn	nnnnn	שחוטה	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
65075	MT	Leviticus	21	7	GRC[	GRWCH	GRWC	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	גרושה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
65190	MT	Leviticus	21	14	GRC[	GRWCH	GRWC	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H		W	nnnnn	nnnnn	גרושה	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
65255	MT	Leviticus	21	18	XRM=[	XRM	XRM	CCC	CCC	qal	ptcp	sg	m	unknown	verb					nnn	nnn	חרם	0		noH	-	-	0	0	0	0	nnn	nnn	last		0
65257	MT	Leviticus	21	18	FR<[	FRW<	FRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	שרוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
65429	MT	Leviticus	22	4	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	צרוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
65589	MT	Leviticus	22	13	GRC[	GRWCH	GRWC	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H		W	nnnnn	nnnnn	גרושה	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
65789	MT	Leviticus	22	23	FR<[	FRW<	FRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	שרוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
65791	MT	Leviticus	22	23	QLV[	QLWV	QLWV	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	קלוט	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
65801	MT	Leviticus	22	24	M<K[	M<WK	M<WK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	מעוך	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
65803	MT	Leviticus	22	24	KTT[	KTWT	KTWT	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	כתות	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
65805	MT	Leviticus	22	24	NTQ[	NTWQ	NTWQ	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	נתוק	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
65807	MT	Leviticus	22	24	KRT[	KRWT	KRWT	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	כרות	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
66145	MT	Leviticus	23	13	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	בלולה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
69859	MT	Numbers	1	21	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
69879	MT	Numbers	1	22	PQD[	PQDJW	PQD	CCC	CCCCC	qal	ptcp	pl	m	unknown	verb	W	J			nnnnn	nnnnn	פקדיו	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
69896	MT	Numbers	1	23	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
69928	MT	Numbers	1	25	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
69962	MT	Numbers	1	27	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
69994	MT	Numbers	1	29	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70026	MT	Numbers	1	31	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70061	MT	Numbers	1	33	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70091	MT	Numbers	1	35	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70122	MT	Numbers	1	37	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70154	MT	Numbers	1	39	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70186	MT	Numbers	1	41	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70217	MT	Numbers	1	43	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	0	0	1	nnn	nnn	last		0
70230	MT	Numbers	1	44	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	פקדים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
70251	MT	Numbers	1	45	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J			nnnnn	nnnnn	פקודי	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
70272	MT	Numbers	1	46	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	פקדים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
70478	MT	Numbers	2	4	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J		W	nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70503	MT	Numbers	2	6	PQD[	PQDJW	PQD	CCC	CCCCC	qal	ptcp	pl	m	unknown	verb	W	J		W	nnnnn	nnnnn	פקדיו	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70524	MT	Numbers	2	8	PQD[	PQDJW	PQD	CCC	CCCCC	qal	ptcp	pl	m	unknown	verb	W	J		W	nnnnn	nnnnn	פקדיו	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70534	MT	Numbers	2	9	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	פקדים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
70570	MT	Numbers	2	11	PQD[	PQDJW	PQD	CCC	CCCCC	qal	ptcp	pl	m	unknown	verb	W	J		W	nnnnn	nnnnn	פקדיו	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70595	MT	Numbers	2	13	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J		W	nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70617	MT	Numbers	2	15	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J		W	nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70629	MT	Numbers	2	16	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	פקדים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
70688	MT	Numbers	2	19	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J		W	nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70709	MT	Numbers	2	21	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J		W	nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
70730	MT	Numbers	2	23	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	unknown	verb	HM	J		W	nnnnnn	nnnnnn	פקדיהם	0		noH	-	-	1	1	0	1	nnn	nnn	last		0
