tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	vowel_count	other_vowel_ending	final_h	line	column	has_pronominal_suffix	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
155775	MT	1_Samuel	23	21	BRK[	BRWKJM	BRWK	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	ברוכים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
156002	MT	1_Samuel	24	3	BXR[	BXWR	BXWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	בחור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
157174	MT	1_Samuel	25	29	YRR[	YRWRH	YRWR	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	צרורה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
157250	MT	1_Samuel	25	32	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
157263	MT	1_Samuel	25	33	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	ברוך	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
157266	MT	1_Samuel	25	33	BRK[	BRWKH	BRWK	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H		W	nnnnn	nnnnn	ברוכה	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
157424	MT	1_Samuel	25	39	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
157589	MT	1_Samuel	26	2	BXR[	BXWRJ	BXWR	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J			nnnnn	nnnnn	בחורי	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
157728	MT	1_Samuel	26	7	M<K[	M<WKH	M<WK	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	מעוכה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
158038	MT	1_Samuel	26	19	>RR[	>RWRJM	>RWR	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	ארורים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
158185	MT	1_Samuel	26	25	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
159504	MT	1_Samuel	30	3	FRP[	FRWPH	FRWP	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	שרופה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
159798	MT	1_Samuel	30	16	NVC[	NVCJM	NVC	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	נטשים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
160508	MT	2_Samuel	1	2	QR<[	QR<JM	QR<	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	קרעים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
160821	MT	2_Samuel	1	18	KTB[	KTWBH	KTWB	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	כתובה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
161063	MT	2_Samuel	2	5	BRK[	BRKJM	BRK	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	ברכים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
162451	MT	2_Samuel	3	34	>SR[	>SRWT	>SR	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	אסרות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
162583	MT	2_Samuel	3	39	MCX[	MCWX	MCWX	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	משוח	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
163726	MT	2_Samuel	6	14	XGR[	XGWR	XGWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	חגור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
165488	MT	2_Samuel	10	9	BXR[	BXWRJ	BXWR	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J			nnnnn	nnnnn	בחורי	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
167846	MT	2_Samuel	13	31	QR<[	QR<J	QR<	CCC	CCCM	qal	ptcp	pl	m	unknown	verb		J			nnnn	nnnn	קרעי	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
169114	MT	2_Samuel	15	11	QR>[	QR>JM	QR>	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	קראים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
169636	MT	2_Samuel	15	32	QR<[	QRW<	QRW<	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	קרוע	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
169763	MT	2_Samuel	16	1	XBC[	XBCJM	XBC	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	חבשים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
171808	MT	2_Samuel	18	28	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
173178	MT	2_Samuel	20	3	YRR[	YRRWT	YRR	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	צררות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
173285	MT	2_Samuel	20	8	XGR[	XGWR	XGWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	חגור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
173552	MT	2_Samuel	20	19	CLM[	CLMJ	CLM	CCC	CCCM	qal	ptcp	pl	m	unknown	verb		J			nnnn	nnnn	שלמי	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
174141	MT	2_Samuel	21	16	XGR[	XGWR	XGWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	חגור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
174602	MT	2_Samuel	22	31	YRP[	YRWPH	YRWP	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	צרופה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
174752	MT	2_Samuel	22	47	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	ברוך	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
174880	MT	2_Samuel	23	5	<RK[	<RWKH	<RWK	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H			nnnnn	nnnnn	ערוכה	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
174885	MT	2_Samuel	23	5	CMR[	CMRH	CMR	CCC	CCCM	qal	ptcp	sg	f	unknown	verb		H		W	nnnn	nnnn	שמרה	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
176985	MT	1_Kings	1	41	QR>[	QR>JM	QR>	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	קראים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
177151	MT	1_Kings	1	48	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
177171	MT	1_Kings	1	49	QR>[	QR>JM	QR>	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	קראים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
177325	MT	1_Kings	2	3	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				K	nnnn	nnnn	כתוב	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
178369	MT	1_Kings	2	45	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
179017	MT	1_Kings	3	26	JLD[	JLWD	JLWD	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				H	nnnn	nnnn	ילוד	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
179044	MT	1_Kings	3	27	JLD[	JLWD	JLWD	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				H	nnnn	nnnn	ילוד	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
179407	MT	1_Kings	5	3	>BS[	>BWSJM	>BWS	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	אבוסים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
179810	MT	1_Kings	5	21	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
180155	MT	1_Kings	6	4	>VM[	>VMJM	>VM	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	אטמים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
180451	MT	1_Kings	6	18	PVR[	PVWRJ	PVWR	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J		W	nnnnn	nnnnn	פטורי	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
180680	MT	1_Kings	6	29	PVR[	PVWRJ	PVWR	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J		W	nnnnn	nnnnn	פטורי	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
180728	MT	1_Kings	6	32	PVR[	PVWRJ	PVWR	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J		W	nnnnn	nnnnn	פטורי	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
180784	MT	1_Kings	6	35	PVR[	PVRJ	PVR	CCC	CCCM	qal	ptcp	pl	m	unknown	verb		J		W	nnnn	nnnn	פטרי	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
180890	MT	1_Kings	7	3	SPN[	SPN	SPN	CCC	CCC	qal	ptcp	sg	m	unknown	verb				W	nnn	nnn	ספן	0		noH	-	-	0	1	0	0	nnn	nnn	last		0
180927	MT	1_Kings	7	5	RB<[	RB<JM	RB<	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	רבעים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
180971	MT	1_Kings	7	7	SPN[	SPWN	SPWN	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	ספון	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
181401	MT	1_Kings	7	24	JYQ[	JYQJM	JYQ	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	יצקים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
181544	MT	1_Kings	7	30	JYQ[	JYQWT	JYQ	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	יצקות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
182360	MT	1_Kings	8	15	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
182699	MT	1_Kings	8	29	PTX[	PTXWT	PTX	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	פתחות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
183286	MT	1_Kings	8	52	PTX[	PTXWT	PTX	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	פתחות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
183358	MT	1_Kings	8	54	PRF[	PRFWT	PRF	CCC	CCCMC	qal	ptcp	pl	f	unknown	verb		WT			nnnnn	nnnnn	פרשות	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
183373	MT	1_Kings	8	56	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
184513	MT	1_Kings	10	9	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	ברוך	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
184708	MT	1_Kings	10	16	CXV=[	CXWV	CXWV	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	שחוט	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
184723	MT	1_Kings	10	17	CXV=[	CXWV	CXWV	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	שחוט	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
185911	MT	1_Kings	11	41	KTB[	KTBJM	KTB	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	כתבים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
186464	MT	1_Kings	12	21	BXR[	BXWR	BXWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	בחור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
187557	MT	1_Kings	13	31	QBR[	QBWR	QBWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	קבור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
187789	MT	1_Kings	14	6	CLX[	CLWX	CLWX	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	שלוח	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
187888	MT	1_Kings	14	10	<YR[	<YWR	<YWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	עצור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
187890	MT	1_Kings	14	10	<ZB[	<ZWB	<ZWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	עזוב	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
188098	MT	1_Kings	14	19	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
188322	MT	1_Kings	14	29	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
188480	MT	1_Kings	15	7	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
188834	MT	1_Kings	15	23	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
189002	MT	1_Kings	15	31	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
189149	MT	1_Kings	16	5	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
189351	MT	1_Kings	16	14	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
189496	MT	1_Kings	16	20	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
189654	MT	1_Kings	16	27	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
191038	MT	1_Kings	18	30	HRS[	HRWS	HRWS	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				H	nnnn	nnnn	הרוס	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
193261	MT	1_Kings	21	11	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	כתוב	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
193485	MT	1_Kings	21	21	<YR[	<YWR	<YWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	עצור	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
193487	MT	1_Kings	21	21	<ZB[	<ZWB	<ZWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	עזוב	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
194511	MT	1_Kings	22	39	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
194617	MT	1_Kings	22	46	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
194949	MT	2_Kings	1	8	>ZR[	>ZWR	>ZWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	אזור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
195244	MT	2_Kings	1	18	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
197469	MT	2_Kings	5	1	NF>[	NF>	NF>	CCC	CCM	qal	ptcp	sg	m	unknown	verb				W	nnn	nnn	נשא	0		noH	-	-	0	1	0	0	nnn	nnn	last		0
198253	MT	2_Kings	6	5	C>L[	C>WL	C>WL	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	שאול	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
199237	MT	2_Kings	7	10	>SR[	>SWR	>SWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	אסור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
199241	MT	2_Kings	7	10	>SR[	>SWR	>SWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	אסור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
200094	MT	2_Kings	8	23	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
200422	MT	2_Kings	9	8	<YR[	<YWR	<YWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	עצור	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
200424	MT	2_Kings	9	8	<ZB[	<ZWB	<ZWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				W	nnnn	nnnn	עזוב	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
201044	MT	2_Kings	9	34	>RR[	>RWRH	>RWR	CCMC	CCMCM	qal	ptcp	sg	f	unknown	verb		H		H	nnnnn	nnnnn	ארורה	0		noH	-	-	0	1	0	1	nnnn	nnnn	last	W	1
201966	MT	2_Kings	10	34	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
202389	MT	2_Kings	11	15	PQD[	PQDJ	PQD	CCC	CCCM	qal	ptcp	pl	m	unknown	verb		J			nnnn	nnnn	פקדי	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
203034	MT	2_Kings	12	20	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
203251	MT	2_Kings	13	8	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
203335	MT	2_Kings	13	12	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
203730	MT	2_Kings	14	6	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				K	nnnn	nnnn	כתוב	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
203988	MT	2_Kings	14	15	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204038	MT	2_Kings	14	18	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204194	MT	2_Kings	14	26	<YR[	<YWR	<YWR	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	עצור	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
204197	MT	2_Kings	14	26	<ZB[	<ZWB	<ZWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb					nnnn	nnnn	עזוב	0		noH	-	-	0	0	0	0	nnnn	nnnn	last	W	1
204250	MT	2_Kings	14	28	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204378	MT	2_Kings	15	6	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204467	MT	2_Kings	15	11	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204547	MT	2_Kings	15	15	KTB[	KTBJM	KTB	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnn	nnnnn	כתבים	0		noH	-	-	0	0	0	1	nnn	nnn	last		0
204693	MT	2_Kings	15	21	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204790	MT	2_Kings	15	26	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204909	MT	2_Kings	15	31	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
204999	MT	2_Kings	15	36	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
205548	MT	2_Kings	16	19	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
206995	MT	2_Kings	18	21	RYY[	RYWY	RYWY	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				H	nnnn	nnnn	רצוץ	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
207406	MT	2_Kings	18	37	QR<[	QRW<J	QRW<	CCMC	CCMCM	qal	ptcp	pl	m	unknown	verb		J			nnnnn	nnnnn	קרועי	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
208660	MT	2_Kings	20	20	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
209073	MT	2_Kings	21	17	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
209209	MT	2_Kings	21	25	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
209567	MT	2_Kings	22	13	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				H	nnnn	nnnn	כתוב	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
209870	MT	2_Kings	23	3	KTB[	KTBJM	KTB	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	כתבים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
210467	MT	2_Kings	23	21	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	unknown	verb				K	nnnn	nnnn	כתוב	0		noH	-	-	0	1	0	0	nnnn	nnnn	last	W	1
210556	MT	2_Kings	23	24	KTB[	KTBJM	KTB	CCC	CCCMC	qal	ptcp	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	כתבים	0		noH	-	-	0	1	0	1	nnn	nnn	last		0
210665	MT	2_Kings	23	28	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
210997	MT	2_Kings	24	5	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	כתובים	0		noH	-	-	0	0	0	1	nnnn	nnnn	last	W	1
