tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
205	MT	Genesis	1	12	JY>[	TWY>	TWY>	CMCM	CMCM	hif	wayq	sg	f	p3	verb				W	nnnn	nnnn	תוצא	nnnn	nnnn	first	W	1
449	MT	Genesis	1	24	JY>[	TWY>	TWY>	CMCM	CMCM	hif	impf	sg	f	p3	verb					nnnn	nnnn	תוצא	nnnn	nnnn	first	W	1
1687	MT	Genesis	4	2	JSP[	TSP	TSP	CCC	CCC	hif	wayq	sg	f	p3	verb				W	nnn	nnn	תסף	nnn	nnn	first		0
1769	MT	Genesis	4	7	JVB[	TJVJB	TJVJB	CMCMC	CMCMC	hif	impf	sg	m	p2	verb					nnnnn	nnnnn	תיטיב	nnnnn	nnnnn	first	J	1
1774	MT	Genesis	4	7	JVB[	TJVJB	TJVJB	CMCMC	CMCMC	hif	impf	sg	m	p2	verb					nnnnn	nnnnn	תיטיב	nnnnn	nnnnn	first	J	1
1860	MT	Genesis	4	12	JSP[	TSP	TSP	CCC	CCC	hif	impf	sg	f	p3	verb					nnn	nnn	תסף	nnn	nnn	first		0
2157	MT	Genesis	5	3	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2172	MT	Genesis	5	4	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2179	MT	Genesis	5	4	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2207	MT	Genesis	5	6	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2214	MT	Genesis	5	7	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2224	MT	Genesis	5	7	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2248	MT	Genesis	5	9	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2255	MT	Genesis	5	10	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2266	MT	Genesis	5	10	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2289	MT	Genesis	5	12	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2296	MT	Genesis	5	13	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2306	MT	Genesis	5	13	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2332	MT	Genesis	5	15	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2339	MT	Genesis	5	16	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2349	MT	Genesis	5	16	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2379	MT	Genesis	5	18	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2386	MT	Genesis	5	19	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2393	MT	Genesis	5	19	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2420	MT	Genesis	5	21	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2430	MT	Genesis	5	22	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2437	MT	Genesis	5	22	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2477	MT	Genesis	5	25	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2484	MT	Genesis	5	26	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2496	MT	Genesis	5	26	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2526	MT	Genesis	5	28	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2553	MT	Genesis	5	30	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
2565	MT	Genesis	5	30	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2592	MT	Genesis	5	32	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
2784	MT	Genesis	6	10	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
3746	MT	Genesis	8	10	JSP[	JSP	JSP	CCC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יסף	nnn	nnn	first		0
3897	MT	Genesis	8	17	JY>[	HWY>	HWY>			hif	impv	sg	m	p2	verb					nnnn	nnnn	הוצא	nnnn	nnnn	first	W	1
3983	MT	Genesis	8	21	JSP[	>SP	>SP	CCC	CCC	hif	impf	sg	unknown	p1	verb					nnn	nnn	אסף	nnn	nnn	first		0
4004	MT	Genesis	8	21	JSP[	>SP	>SP	CCC	CCC	hif	impf	sg	unknown	p1	verb					nnn	nnn	אסף	nnn	nnn	first		0
5145	MT	Genesis	11	10	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5156	MT	Genesis	11	11	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5163	MT	Genesis	11	11	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5175	MT	Genesis	11	12	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5182	MT	Genesis	11	13	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5192	MT	Genesis	11	13	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5202	MT	Genesis	11	14	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5209	MT	Genesis	11	15	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5219	MT	Genesis	11	15	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5231	MT	Genesis	11	16	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5238	MT	Genesis	11	17	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5248	MT	Genesis	11	17	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5258	MT	Genesis	11	18	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5265	MT	Genesis	11	19	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5274	MT	Genesis	11	19	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5286	MT	Genesis	11	20	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5293	MT	Genesis	11	21	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5302	MT	Genesis	11	21	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5312	MT	Genesis	11	22	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5319	MT	Genesis	11	23	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5325	MT	Genesis	11	23	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5337	MT	Genesis	11	24	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5344	MT	Genesis	11	25	JLD[	HWLJDW	HWLJD	CMCMC	CMCMCM	hif	infc		unknown	unknown	verb	W				nnnnnn	nnnnnn	הולידו	nnnnn	nnnnn	first	W	1
5354	MT	Genesis	11	25	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5364	MT	Genesis	11	26	JLD[	JWLD	JWLD	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יולד	nnnn	nnnn	first	W	1
5377	MT	Genesis	11	27	JLD[	HWLJD	HWLJD	CMCMC	CMCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הוליד	nnnnn	nnnnn	first	W	1
5387	MT	Genesis	11	27	JLD[	HWLJD	HWLJD	CMCMC	CMCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הוליד	nnnnn	nnnnn	first	W	1
5781	MT	Genesis	12	16	JVB[	HJVJB	HJVJB	CMCMC	CMCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	היטיב	nnnnn	nnnnn	first	J	1
6032	MT	Genesis	13	9	JMN[	>JMNH	>JMN	CMCC	CMCCM	hif	impf	sg	unknown	p1	verb				W	nnnnn	nnnnn	אימנה	nnnn	nnnn	first	J	1
6560	MT	Genesis	14	18	JY>[	HWYJ>	HWYJ>	CMCMM	CMCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הוציא	nnnnn	nnnnn	first	W	1
6746	MT	Genesis	15	5	JY>[	JWY>	JWY>	CMCM	CMCM	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יוצא	nnnn	nnnn	first	W	1
6785	MT	Genesis	15	7	JY>[	HWY>TJK	HWY>	CMCM	CMCMCMC	hif	perf	sg	unknown	p1	verb	K				nnnnnnn	nnnnnnn	הוצאתיך	nnnn	nnnn	first	W	1
7677	MT	Genesis	17	20	JLD[	JWLJD	JWLJD	CMCMC	CMCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	יוליד	nnnnn	nnnnn	first	W	1
8289	MT	Genesis	18	27	J>L[	HW>LTJ	HW>L	CMCC	CMCCCM	hif	perf	sg	unknown	p1	verb					nnnnnn	nnnnnn	הואלתי	nnnn	nnnn	first	W	1
8324	MT	Genesis	18	29	JSP[	JSP	JSP	CCC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יסף	nnn	nnn	first		0
8368	MT	Genesis	18	31	J>L[	HW>LTJ	HW>L	CMCC	CMCCCM	hif	perf	sg	unknown	p1	verb					nnnnnn	nnnnnn	הואלתי	nnnn	nnnn	first	W	1
8536	MT	Genesis	19	5	JY>[	HWYJ>M	HWYJ>	CMCMC	CMCMCC	hif	impv	sg	m	p2	verb	M				nnnnnn	nnnnnn	הוציאם	nnnnn	nnnnn	first	W	1
8567	MT	Genesis	19	8	JY>[	>WYJ>H	>WYJ>	CMCMC	CMCMCM	hif	impf	sg	unknown	p1	verb					nnnnnn	nnnnnn	אוציאה	nnnnn	nnnnn	first	W	1
8690	MT	Genesis	19	12	JY>[	HWY>	HWY>	CMCM	CMCM	hif	impv	sg	m	p2	verb					nnnn	nnnn	הוצא	nnnn	nnnn	first	W	1
8795	MT	Genesis	19	16	JY>[	JY>HW	JY>	CCC	CCCCM	hif	wayq	pl	m	p3	verb	HW			W	nnnnn	nnnnn	יצאהו	nnn	nnn	first		0
8806	MT	Genesis	19	17	JY>[	HWYJ>M	HWYJ>	CMCMC	CMCMCC	hif	infc		unknown	unknown	verb	M			K	nnnnnn	nnnnnn	הוציאם	nnnnn	nnnnn	first	W	1
9588	MT	Genesis	20	16	JKX[	NKXT	NKX	CCC	CCCC	nif	ptca	sg	f	unknown	verb		T		W	nnnn	nnnn	נכחת	nnn	nnn	first		0
9662	MT	Genesis	21	3	JLD[	NWLD	NWLD	CMCC	CMCC	nif	perf	sg	m	p3	verb				H	nnnn	nnnn	נולד	nnnn	nnnn	first	W	1
9712	MT	Genesis	21	7	JNQ[	HJNJQH	HJNJQ	CMCMC	CMCMCM	hif	perf	sg	f	p3	verb					nnnnnn	nnnnnn	היניקה	nnnnn	nnnnn	first	J	1
10067	MT	Genesis	21	25	JKX[	HWKX	HWKX	CMCC	CMCC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	הוכח	nnnn	nnnn	first	W	1
11405	MT	Genesis	24	14	JKX[	HKXT	HKX	CCC	CCCC	hif	perf	sg	m	p2	verb					nnnn	nnnn	הכחת	nnn	nnn	first		0
11484	MT	Genesis	24	18	JRD[	TRD	TRD	CCC	CCC	hif	wayq	sg	f	p3	verb				W	nnn	nnn	תרד	nnn	nnn	first		0
11974	MT	Genesis	24	44	JKX[	HKJX	HKJX	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הכיח	nnnn	nnnn	first		0
12008	MT	Genesis	24	46	JRD[	TWRD	TWRD	CMCC	CMCC	hif	wayq	sg	f	p3	verb				W	nnnn	nnnn	תורד	nnnn	nnnn	first	W	1
12156	MT	Genesis	24	53	JY>[	JWY>	JWY>	CMCM	CMCM	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יוצא	nnnn	nnnn	first	W	1
12427	MT	Genesis	25	1	JSP[	JSP	JSP	CCC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יסף	nnn	nnn	first		0
12714	MT	Genesis	25	19	JLD[	HWLJD	HWLJD	CMCMC	CMCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הוליד	nnnnn	nnnnn	first	W	1
14831	MT	Genesis	28	17	JR>[	NWR>	NWR>	CMCM	CMCM	nif	ptca	sg	m	unknown	verb					nnnn	nnnn	נורא	nnnn	nnnn	first	W	1
15582	MT	Genesis	29	35	JDH[	>WDH	>WDH	CMCM	CMCM	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אודה	nnnn	nnnn	first	W	1
15963	MT	Genesis	30	24	JSP[	JSP	JSP	CCC	CCC	hif	impf	sg	m	p3	verb					nnn	nnn	יסף	nnn	nnn	first		0
16218	MT	Genesis	30	36	JTR[	NWTRT	NWTR	CMCC	CMCCC	nif	ptca	pl	f	unknown	verb		T		H	nnnnn	nnnnn	נותרת	nnnn	nnnn	first	W	1
16243	MT	Genesis	30	38	JYG[	JYG	JYG	CCC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יצג	nnn	nnn	first		0
17097	MT	Genesis	31	37	JKX[	JWKJXW	JWKJX	CMCMC	CMCMCM	hif	impf	pl	m	p3	verb				W	nnnnnn	nnnnnn	יוכיחו	nnnnn	nnnnn	first	W	1
17192	MT	Genesis	31	42	JKX[	JWKX	JWKX	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יוכח	nnnn	nnnn	first	W	1
17631	MT	Genesis	32	10	JVB[	>JVJBH	>JVJB	CMCMC	CMCMCM	hif	impf	sg	unknown	p1	verb				W	nnnnnn	nnnnnn	איטיבה	nnnnn	nnnnn	first	J	1
17684	MT	Genesis	32	13	JVB[	HJVB	HJVB	CMCC	CMCC	hif	infa		unknown	unknown	verb					nnnn	nnnn	היטב	nnnn	nnnn	first	J	1
17685	MT	Genesis	32	13	JVB[	>JVJB	>JVJB	CMCMC	CMCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	איטיב	nnnnn	nnnnn	first	J	1
17730	MT	Genesis	32	16	JNQ[	MJNJQWT	MJNJQ	CMCMC	CMCMCMC	hif	ptca	pl	f	unknown	verb		WT			nnnnnnn	nnnnnnn	מיניקות	nnnnn	nnnnn	first	J	1
18354	MT	Genesis	33	15	JYG[	>YJGH	>YJG	CCMC	CCMCM	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אציגה	nnnn	nnnn	first		0
20256	MT	Genesis	37	5	JSP[	JWSPW	JWSP	CMCC	CMCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יוספו	nnnn	nnnn	first	W	1
20308	MT	Genesis	37	8	JSP[	JWSPW	JWSP	CMCC	CMCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יוספו	nnnn	nnnn	first	W	1
20646	MT	Genesis	37	25	JRD[	HWRJD	HWRJD	CMCMC	CMCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הוריד	nnnnn	nnnnn	first	W	1
20904	MT	Genesis	38	5	JSP[	TSP	TSP	CCC	CCC	hif	wayq	sg	f	p3	verb				W	nnn	nnn	תסף	nnn	nnn	first		0
21298	MT	Genesis	38	24	JY>[	HWYJ>WH	HWYJ>	CMCMC	CMCMCMC	hif	impv	pl	m	p2	verb	H				nnnnnnn	nnnnnnn	הוציאוה	nnnnn	nnnnn	first	W	1
21302	MT	Genesis	38	25	JY>[	MWY>T	MWY>	CMCM	CMCMC	hof	ptcp	sg	f	unknown	verb		T			nnnnn	nnnnn	מוצאת	nnnn	nnnn	first	W	1
21419	MT	Genesis	39	1	JRD[	HWRD	HWRD	CMCC	CMCC	hof	perf	sg	m	p3	verb					nnnn	nnnn	הורד	nnnn	nnnn	first	W	1
21436	MT	Genesis	39	1	JRD[	HWRDHW	HWRD	CMCC	CMCCCM	hif	perf	pl	unknown	p3	verb	HW				nnnnnn	nnnnnn	הורדהו	nnnn	nnnn	first	W	1
22177	MT	Genesis	40	14	JY>[	HWY>TNJ	HWY>	CMCM	CMCMCCM	hif	perf	sg	m	p2	verb	NJ			W	nnnnnnn	nnnnnnn	הוצאתני	nnnn	nnnn	first	W	1
22292	MT	Genesis	40	20	JLD[	HLDT	HLD	CCC	CCCC	hof	infc		unknown	unknown	verb		T			nnnn	nnnn	הלדת	nnn	nnn	first		0
22734	MT	Genesis	41	21	JD<[	NWD<	NWD<	CMCC	CMCC	nif	perf	sg	m	p3	verb					nnnn	nnnn	נודע	nnnn	nnnn	first	W	1
23061	MT	Genesis	41	39	JD<[	HWDJ<	HWDJ<	CMCMC	CMCMC	hif	infc		unknown	unknown	verb					nnnnn	nnnnn	הודיע	nnnnn	nnnnn	first	W	1
24134	MT	Genesis	42	38	JRD[	HWRDTM	HWRD	CMCC	CMCCCC	hif	perf	pl	m	p2	verb				W	nnnnnn	nnnnnn	הורדתם	nnnn	nnnn	first	W	1
24266	MT	Genesis	43	7	JRD[	HWRJDW	HWRJD	CMCMC	CMCMCM	hif	impv	pl	m	p2	verb					nnnnnn	nnnnnn	הורידו	nnnnn	nnnnn	first	W	1
24304	MT	Genesis	43	9	JYG[	HYGTJW	HYG	CCC	CCCCMC	hif	perf	sg	unknown	p1	verb	W			W	nnnnnn	nnnnnn	הצגתיו	nnn	nnn	first		0
24339	MT	Genesis	43	11	JRD[	HWRJDW	HWRJD	CMCMC	CMCMCM	hif	impv	pl	m	p2	verb				W	nnnnnn	nnnnnn	הורידו	nnnnn	nnnnn	first	W	1
24582	MT	Genesis	43	22	JRD[	HWRDNW	HWRD	CMCC	CMCCCM	hif	perf	pl	unknown	p1	verb					nnnnnn	nnnnnn	הורדנו	nnnn	nnnn	first	W	1
24614	MT	Genesis	43	23	JY>[	JWY>	JWY>	CMCM	CMCM	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יוצא	nnnn	nnnn	first	W	1
25025	MT	Genesis	44	11	JRD[	JWRDW	JWRD	CMCC	CMCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יורדו	nnnn	nnnn	first	W	1
25223	MT	Genesis	44	21	JRD[	HWRDHW	HWRD	CMCC	CMCCCM	hif	impv	pl	m	p2	verb	HW				nnnnnn	nnnnnn	הורדהו	nnnn	nnnn	first	W	1
25259	MT	Genesis	44	23	JSP[	TSPWN	TSP	CCC	CCCMC	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תספון	nnn	nnn	first		0
25352	MT	Genesis	44	29	JRD[	HWRDTM	HWRD	CMCC	CMCCCC	hif	perf	pl	m	p2	verb				W	nnnnnn	nnnnnn	הורדתם	nnnn	nnnn	first	W	1
25386	MT	Genesis	44	31	JRD[	HWRJDW	HWRJD	CMCMC	CMCMCM	hif	perf	pl	unknown	p3	verb				W	nnnnnn	nnnnnn	הורידו	nnnnn	nnnnn	first	W	1
25466	MT	Genesis	45	1	JY>[	HWYJ>W	HWYJ>	CMCMC	CMCMCM	hif	impv	pl	m	p2	verb					nnnnnn	nnnnnn	הוציאו	nnnnn	nnnnn	first	W	1
25714	MT	Genesis	45	13	JRD[	HWRDTM	HWRD	CMCC	CMCCCC	hif	perf	pl	m	p2	verb				W	nnnnnn	nnnnnn	הורדתם	nnnn	nnnn	first	W	1
26429	MT	Genesis	46	28	JRH[	HWRT	HWR	CMC	CMCC	hif	infc		unknown	unknown	verb		T		L	nnnn	nnnn	הורת	nnn	nnn	first	W	1
26594	MT	Genesis	47	2	JYG[	JYGM	JYG	CCC	CCCC	hif	wayq	sg	m	p3	verb	M			W	nnnn	nnnn	יצגם	nnn	nnn	first		0
26671	MT	Genesis	47	6	JCB[	HWCB	HWCB	CMCC	CMCC	hif	impv	sg	m	p2	verb					nnnn	nnnn	הושב	nnnn	nnnn	first	W	1
26764	MT	Genesis	47	11	JCB[	JWCB	JWCB	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יושב	nnnn	nnnn	first	W	1
27388	MT	Genesis	48	5	JLD[	NWLDJM	NWLD	CMCC	CMCCMC	nif	ptca	pl	m	unknown	verb		JM		H	nnnnnn	nnnnnn	נולדים	nnnn	nnnn	first	W	1
27411	MT	Genesis	48	6	JLD[	HWLDT	HWLD	CMCC	CMCCC	hif	perf	sg	m	p2	verb					nnnnn	nnnnn	הולדת	nnnn	nnnn	first	W	1
27519	MT	Genesis	48	12	JY>[	JWY>	JWY>	CMCM	CMCM	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יוצא	nnnn	nnnn	first	W	1
27824	MT	Genesis	49	4	JTR[	TWTR	TWTR	CMCC	CMCC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תותר	nnnn	nnnn	first	W	1
27877	MT	Genesis	49	8	JDH[	JWDWK	JWD	CMC	CMCMC	hif	impf	pl	m	p3	verb	K				nnnnn	nnnnn	יודוך	nnn	nnn	first	W	1
28872	MT	Exodus	1	10	JSP[	NWSP	NWSP	CMCC	CMCC	nif	perf	sg	m	p3	verb				W	nnnn	nnnn	נוסף	nnnn	nnnn	first	W	1
29068	MT	Exodus	1	20	JVB[	JJVB	JJVB	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ייטב	nnnn	nnnn	first	J	1
29255	MT	Exodus	2	7	JNQ[	TJNQ	TJNQ	CMCC	CMCC	hif	impf	sg	f	p3	verb				W	nnnn	nnnn	תינק	nnnn	nnnn	first	J	1
29288	MT	Exodus	2	9	JNQ[	HJNQHW	HJNQ	CMCC	CMCCCM	hif	impv	sg	f	p2	verb	HW			W	nnnnnn	nnnnnn	הינקהו	nnnn	nnnn	first	J	1
29302	MT	Exodus	2	9	JNQ[	TNJQHW	TNJQ	CCMC	CCMCCM	hif	wayq	sg	f	p3	verb	HW			W	nnnnnn	nnnnnn	תניקהו	nnnn	nnnn	first		0
29423	MT	Exodus	2	14	JD<[	NWD<	NWD<	CMCC	CMCC	nif	perf	sg	m	p3	verb					nnnn	nnnn	נודע	nnnn	nnnn	first	W	1
29485	MT	Exodus	2	17	JC<[	JWC<N	JWC<	CMCC	CMCCC	hif	wayq	sg	m	p3	verb	N			W	nnnnn	nnnnn	יושען	nnnn	nnnn	first	W	1
29539	MT	Exodus	2	21	J>L[	JW>L	JW>L	CMCC	CMCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יואל	nnnn	nnnn	first	W	1
29854	MT	Exodus	3	10	JY>[	HWY>	HWY>	CMCM	CMCM	hif	impv	sg	m	p2	verb				W	nnnn	nnnn	הוצא	nnnn	nnnn	first	W	1
29875	MT	Exodus	3	11	JY>[	>WYJ>	>WYJ>	CMCMM	CMCMM	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אוציא	nnnnn	nnnnn	first	W	1
29895	MT	Exodus	3	12	JY>[	HWYJ>K	HWYJ>	CMCMC	CMCMCC	hif	infc		unknown	unknown	verb	K			B	nnnnnn	nnnnnn	הוציאך	nnnnn	nnnnn	first	W	1
