tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	has_nme	type	vowel_letter	has_vowel_letter
2056314	4Q106	Song_of_songs	6	11	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2056320	4Q106	Song_of_songs	6	11	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2056959	4Q109	Ecclesiastes	5	17	CTH[	CTWT	CT	CC	CCMC	qal	infc	NA		NA	verb		WT		WL	rrrr	nnnn	שתות	1	nme	W	0
2056962	4Q109	Ecclesiastes	5	17	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		WL	rrrr	nnnn	ראות	1	nme	W	0
2057281	4Q110	Ecclesiastes	1	8	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2057385	4Q110	Ecclesiastes	1	13	<NH===[	<NWT	<N	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ענות	1	nme	W	0
2057411	4Q110	Ecclesiastes	1	15	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2059381	4Q112	Daniel	8	2	R>H[	R>TJ	R>	CM	CMCM	qal	infc	NA		NA	verb	J	T		B	nnnn	nnnn	ראתי	1	nme		0
2060678	4Q113	Daniel	8	2	R>H[	R>WTJ	R>	CC	CCMCM	qal	infc	NA		NA	verb	J	WT		B	nnrrr	nnnnn	ראותי	1	nme	W	0
2060909	4Q113	Daniel	8	15	R>H[	R>WTJ	R>	CC	CCMCM	qal	infc	NA		NA	verb	J	WT		B	rnnnn	nnnnn	ראותי	1	nme	W	0
2062278	4Q117	Ezra	4	3	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	בנות	1	nme	W	0
2062312	4Q117	Ezra	4	4	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	בנות	1	nme	W	0
2062709	4Q128	Deuteronomy	5	1	<FH[	<FTM	<F	CC	CCCC	qal	infc	NA		NA	verb	M	T		L	rrrr	nnnn	עשתם	1	nme		0
2063062	4Q128	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2063110	4Q128	Deuteronomy	6	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2063943	4Q128	Exodus	12	48	<FH[	<FWTW	<F	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		L	nnnnn	nnnnn	עשותו	1	nme	W	0
2064172	4Q129	Deuteronomy	5	1	<FH[	<FWTMH	<F	CC	CCMCCM	qal	infc	NA		NA	verb	MH	WT		L	nnnnnn	nnnnnn	עשותמה	1	nme	W	0
2064440	4Q129	Deuteronomy	5	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2064795	4Q129	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2064804	4Q129	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2064850	4Q129	Deuteronomy	6	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2066088	4Q134	Deuteronomy	5	1	<FH[	<FWTM	<F	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		L	nnnnn	nnnnn	עשותם	1	nme	W	0
2066122	4Q134	Deuteronomy	5	1	<FH[	<FWTM	<F	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		WL	rrrnn	nnnnn	עשותם	1	nme	W	0
2066741	4Q135	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2066797	4Q135	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rnnn	nnnn	עשות	1	nme	W	0
2066838	4Q135	Deuteronomy	6	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2067201	4Q136	Exodus	12	48	<FH[	<FTW	<F	CC	CCCM	qal	infc	NA		NA	verb	W	T		L	rrrr	nnnn	עשתו	1	nme		0
2067821	4Q137	Deuteronomy	5	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2068164	4Q137	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2068202	4Q137	Deuteronomy	6	3	<FH[	<FWTMH	<F	CC	CCMCCC	qal	infc	NA		NA	verb	MH	WT		L	nnrrrr	nnnnnn	עשותמה	1	nme	W	0
2068942	4Q139	Deuteronomy	5	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2069167	4Q140	Exodus	12	48	<FH[	<FWTW	<F	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		L	nnnnn	nnnnn	עשותו	1	nme	W	0
2069485	4Q140	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2069535	4Q140	Deuteronomy	6	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2069743	4Q142	Deuteronomy	5	1	<FH[	<FWTMH	<F	CC	CCMCCM	qal	infc	NA		NA	verb	MH	WT		L	nnnnnn	nnnnnn	עשותמה	1	nme	W	0
2070010	4Q142	Deuteronomy	5	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2071199	4Q151	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2071238	4Q151	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2072485	5Q1	Deuteronomy	8	18	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2072859	5Q2	1_Kings	1	35	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2074007	6Q3	Deuteronomy	26	19	HJH[	HJTK	HJ	CC	CCCC	qal	infc	NA		NA	verb	K	T		WL	rrrr	nnnn	היתך	1	nme		0
2076020	8Q1	Genesis	18	25	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		M	nnnn	nnnn	עשות	1	nme	W	0
2076905	8Q3	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2076949	8Q3	Deuteronomy	6	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2077319	8Q3	Deuteronomy	5	1	<FH[	<FTM	<F	CC	CCCC	qal	infc	NA		NA	verb	M	T		L	nnnn	nnnn	עשתם	1	nme		0
2080027	11Q1	Leviticus	18	30	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT			nnnn	nnnn	עשות	1	nme	W	0
2080209	11Q1	Leviticus	20	5	ZNH[	ZNWT	ZN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	זנות	1	nme	W	0
2080296	11Q1	Leviticus	21	9	ZNH[	ZNWT	ZN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	זנות	1	nme	W	0
2082050	11Q4	Ezekiel	5	15	<FH[	<FWTJ	<F	CC	CCMCM	qal	infc	NA		NA	verb	J	WT		B	rrrrr	nnnnn	עשותי	1	nme	W	0
2082489	11Q5	Psalms	109	23	NVH[	NVWTW	NV	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		K	rrrrr	nnnnn	נטותו	1	nme	W	0
2083688	11Q5	Psalms	126	2	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2083695	11Q5	Psalms	126	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2084222	11Q5	Psalms	119	37	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		M	nnnn	nnnn	ראות	1	nme	W	0
2084613	11Q5	Psalms	119	106	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2084662	11Q5	Psalms	119	112	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2085106	11Q5	Psalms	135	6	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2085440	11Q5	Psalms	118	9	XSH[	XSWT	XS	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	חסות	1	nme	W	0
2086530	11Q5	Psalms	149	7	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2086550	11Q5	Psalms	149	9	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2087105	11Q7	Psalms	11	2	JRH=[	JRWT	JR	MC	MCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ירות	1	nme	W	0
2087288	11Q7	Psalms	14	2	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2087362	11Q7	Psalms	17	11	NVH[	NVWT	NV	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	נטות	1	nme	W	0
2088585	Xq1	Exodus	12	48	<FH[	<FWTW	<F	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		L	nnnnn	nnnnn	עשותו	1	nme	W	0
2089280	Xq2	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2089335	Xq2	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2089383	Xq2	Deuteronomy	6	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2089521	Xq3	Deuteronomy	5	1	<FH[	<FWTM	<F	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		L	nnnnn	nnnnn	עשותם	1	nme	W	0
2089787	Xq3	Deuteronomy	5	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2091634	Mur88	Joel	2	20	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2092667	Mur88	Amos	8	6	QNH[	QNWT	QN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	קנות	1	nme	W	0
2093315	Mur88	Obadiah	1	11	CBH[	CBWT	CB	CC	CCMC	qal	infc	NA		NA	verb		WT			nnnn	nnnn	שבות	1	nme	W	0
2094319	Mur88	Jonah	3	10	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2094348	Mur88	Jonah	4	2	HJH[	HJWTJ	HJ	CC	CCMCM	qal	infc	NA		NA	verb	J	WT			nnnnn	nnnnn	היותי	1	nme	W	0
2094440	Mur88	Jonah	4	6	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	היות	1	nme	W	0
2094464	Mur88	Jonah	4	7	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT		B	nnnn	nnnn	עלות	1	nme	W	0
2095699	Mur88	Micah	5	1	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2095707	Mur88	Micah	5	1	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2096299	Mur88	Micah	7	11	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	בנות	1	nme	W	0
2097420	Mur88	Habakkuk	1	13	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		M	rrrr	nnnn	ראות	1	nme	W	0
2097642	Mur88	Habakkuk	2	10	QYH[	QYWT	QY	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	קצות	1	nme	W	0
2097675	Mur88	Habakkuk	2	18	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2097944	Mur88	Habakkuk	3	16	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עלות	1	nme	W	0
2099495	Mur88	Haggai	2	16	HJH[	HJWTM	HJ	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		M	rrrrr	nnnnn	היותם	1	nme	W	0
2099776	Murx	Genesis	34	1	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2100715	5/6hev1b	Psalms	11	2	JRH=[	JRWT	JR	MC	MCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	ירות	1	nme	W	0
2100844	5/6hev1b	Psalms	14	2	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nrrr	nnnn	ראות	1	nme	W	0
2103595	Mas1b	Leviticus	8	34	<FH[	<FT	<F	CC	CCC	qal	infc	NA		NA	verb		T		L	rrr	nnn	עשת	1	nme		0
2103927	Mas1b	Leviticus	9	22	<FH[	<FT	<F	CC	CCC	qal	infc	NA		NA	verb		T		M	rnn	nnn	עשת	1	nme		0
2105023	Mas1c	Deuteronomy	32	46	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2105377	Mas1d	Ezekiel	36	3	HJH[	HJWTKM	HJ	CC	CCMCCC	qal	infc	NA		NA	verb	KM	WT		L	rrrrrr	nnnnnn	היותכם	1	nme	W	0
2106480	Mas1d	Ezekiel	37	28	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		B	rrrr	nnnn	היות	1	nme	W	0
