tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	has_nme	type	vowel_letter	has_vowel_letter
1964808	4Q23	Numbers	9	6	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
1965666	4Q23	Numbers	32	8	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnr	nnnn	ראות	1	nme	W	0
1965791	4Q23	Numbers	32	14	SPH[	SPWT	SP	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ספות	1	nme	W	0
1968106	4Q24	Leviticus	22	33	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrn	nnnn	היות	1	nme	W	0
1969686	4Q25	Leviticus	4	27	<FH[	<FTH	<F	CC	CCCM	qal	infc	NA		NA	verb	H	T		B	rrrr	nnnn	עשתה	1	nme		0
1969957	4Q26	Leviticus	14	36	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
1969976	4Q26	Leviticus	14	36	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
1970117	4Q26	Leviticus	17	4	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1970273	4Q26	Leviticus	17	9	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1970734	4Q26a	Leviticus	21	9	ZNH[	ZNWT	ZN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	זנות	1	nme	W	0
1973573	4Q27	Numbers	22	18	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1976581	4Q27	Numbers	32	8	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
1976650	4Q27	Numbers	32	14	SPH[	SPWT	SP	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ספות	1	nme	W	0
1977788	4Q27	Numbers	35	23	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT			nnnn	nnnn	ראות	1	nme	W	0
1978420	4Q28	Deuteronomy	24	4	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	היות	1	nme	W	0
1978522	4Q28	Deuteronomy	24	8	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		WL	rrrr	nnnn	עשות	1	nme	W	0
1978537	4Q28	Deuteronomy	24	8	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1978875	4Q29	Deuteronomy	30	14	<FH[	<FWTW	<F	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		L	nrrrr	nnnnn	עשותו	1	nme	W	0
1978967	4Q29	Deuteronomy	31	12	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1979447	4Q30	Deuteronomy	4	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rnnn	nnnn	עשות	1	nme	W	0
1979466	4Q30	Deuteronomy	4	13	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rnnn	nnnn	עשות	1	nme	W	0
1979492	4Q30	Deuteronomy	4	14	<FH[	<FWTKM	<F	CC	CCMCCC	qal	infc	NA		NA	verb	KM	WT		L	nnnnnn	nnnnnn	עשותכם	1	nme	W	0
1979797	4Q30	Deuteronomy	9	18	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrnn	nnnn	עשות	1	nme	W	0
1980248	4Q30	Deuteronomy	13	12	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1980932	4Q30	Deuteronomy	17	19	<FH[	<FTM	<F	CC	CCCC	qal	infc	NA		NA	verb	M	T		L	rrrr	nnnn	עשתם	1	nme		0
1980995	4Q30	Deuteronomy	26	19	HJH[	HJTK	HJ	CC	CCCC	qal	infc	NA		NA	verb	K	T		WL	rrrr	nnnn	היתך	1	nme		0
1981083	4Q30	Deuteronomy	27	26	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rnrr	nnnn	עשות	1	nme	W	0
1981102	4Q30	Deuteronomy	28	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
1981321	4Q30	Deuteronomy	28	13	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		WL	rrrr	nnnn	עשות	1	nme	W	0
1981616	4Q30	Deuteronomy	29	18	SPH[	SPWT	SP	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	ספות	1	nme	W	0
1982476	4Q31	Deuteronomy	4	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1982711	4Q32	Deuteronomy	8	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1983530	4Q33	Deuteronomy	18	9	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1983751	4Q33	Deuteronomy	19	19	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1983771	4Q33	Deuteronomy	19	20	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rnnn	nnnn	עשות	1	nme	W	0
1984007	4Q33	Deuteronomy	20	9	KLH[	KLT	KL	CC	CCC	qal	infc	NA		NA	verb		T		K	rrr	nnn	כלת	1	nme		0
1984486	4Q33	Deuteronomy	24	4	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
1984729	4Q33	Deuteronomy	26	19	HJH[	HJTK	HJ	CC	CCCC	qal	infc	NA		NA	verb	K	T		L	rrrr	nnnn	היתך	1	nme		0
1985138	4Q34	Deuteronomy	24	18	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
1985960	4Q35	Deuteronomy	1	14	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
1986199	4Q35	Deuteronomy	1	33	XNH[	XNTKM	XN	CC	CCCCC	qal	infc	NA		NA	verb	KM	T		L	rrrrr	nnnnn	חנתכם	1	nme		0
1986353	4Q35	Deuteronomy	1	41	<LH[	<LT	<L	CC	CCC	qal	infc	NA		NA	verb		T		L	rrr	nnn	עלת	1	nme		0
1987398	4Q36	Deuteronomy	23	12	PNH[	PNWT	PN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	פנות	1	nme	W	0
1987643	4Q37	Deuteronomy	5	1	<FH[	<FWTM	<F	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		L	nnnnr	nnnnn	עשותם	1	nme	W	0
1987890	4Q37	Deuteronomy	5	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1988181	4Q37	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1988234	4Q37	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1988279	4Q37	Deuteronomy	6	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1988699	4Q37	Exodus	12	48	<FH[	<FTW	<F	CC	CCCM	qal	infc	NA		NA	verb	W	T		L	rrrr	nnnn	עשתו	1	nme		0
1989139	4Q38	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1989437	4Q38a	Deuteronomy	19	9	<FH[	<FTH	<F	CC	CCCM	qal	infc	NA		NA	verb	H	T		L	rrrr	nnnn	עשתה	1	nme		0
1989870	4Q38a	Deuteronomy	20	18	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1990227	4Q38a	Deuteronomy	26	19	HJH[	HJTK	HJ	CC	CCCC	qal	infc	NA		NA	verb	K	T		WL	rrrr	nnnn	היתך	1	nme		0
1990459	4Q38d	Deuteronomy	24	22	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1990598	4Q39	Deuteronomy	29	3	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
1990654	4Q39	Deuteronomy	31	12	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1991174	4Q41	Deuteronomy	5	1	<FH[	<FWTM	<F	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		L	nnnnn	nnnnn	עשותם	1	nme	W	0
1991816	4Q41	Deuteronomy	5	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1991870	4Q41	Deuteronomy	6	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1992070	4Q42	Deuteronomy	5	1	<FH[	<FTM	<F	CC	CCCC	qal	infc	NA		NA	verb	M	T		L	rrrr	nnnn	עשתם	1	nme		0
1992231	4Q42	Deuteronomy	28	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1992511	4Q42	Deuteronomy	28	58	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1993068	4Q45	Deuteronomy	7	6	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
1993477	4Q45	Deuteronomy	11	32	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
1993504	4Q45	Deuteronomy	12	1	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnr	nnnn	עשות	1	nme	W	0
1993685	4Q45	Deuteronomy	13	19	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1993702	4Q45	Deuteronomy	14	2	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
1993866	4Q45	Deuteronomy	15	5	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1994190	4Q45	Deuteronomy	28	15	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
1994984	4Q47	Joshua	5	6	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT			nnnn	nnnn	ראות	1	nme	W	0
1995172	4Q47	Joshua	7	12	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	היות	1	nme	W	0
1995315	4Q47	Joshua	8	3	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עלות	1	nme	W	0
1995537	4Q47	Joshua	8	14	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		K	nnnn	nnnn	ראות	1	nme	W	0
1997300	4Q51	1_Samuel	2	10	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		WL	rrrn	nnnn	עשות	1	nme	W	0
1997448	4Q51	1_Samuel	2	19	<LH[	<LWTH	<L	CC	CCMCC	qal	infc	NA		NA	verb	H	WT		B	nnrrr	nnnnn	עלותה	1	nme	W	0
1997642	4Q51	1_Samuel	2	27	HJH[	HJWTM	HJ	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		B	rrrrr	nnnnn	היותם	1	nme	W	0
1997663	4Q51	1_Samuel	2	28	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עלות	1	nme	W	0
1997918	4Q51	1_Samuel	3	2	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rnnn	nnnn	ראות	1	nme	W	0
1998809	4Q51	1_Samuel	8	12	<FH[	<FT	<F	CC	CCC	qal	infc	NA		NA	verb		T		WL	rrr	nnn	עשת	1	nme		0
1999022	4Q51	1_Samuel	9	8	<NH[	<NWT	<N	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ענות	1	nme	W	0
2000668	4Q51	1_Samuel	15	26	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		M	rrrr	nnnn	היות	1	nme	W	0
2001462	4Q51	1_Samuel	25	7	HJH[	HJWTM	HJ	CC	CCMCC	qal	infc	NA		NA	verb	M	WT			rrrrr	nnnnn	היותם	1	nme	W	0
2003206	4Q51	2_Samuel	3	6	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		B	nnnn	nnnn	היות	1	nme	W	0
2003405	4Q51	2_Samuel	3	13	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2003742	4Q51	2_Samuel	3	34	BKH[	BKWT	BK	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnrr	nnnn	בכות	1	nme	W	0
2004100	4Q51	2_Samuel	5	2	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		B	nnnr	nnnn	היות	1	nme	W	0
2004919	4Q51	2_Samuel	7	23	PDH[	PDWT	PD	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	פדות	1	nme	W	0
2004929	4Q51	2_Samuel	7	23	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		WL	rnnn	nnnn	עשות	1	nme	W	0
2005019	4Q51	2_Samuel	7	27	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	בנות	1	nme	W	0
2005068	4Q51	2_Samuel	7	29	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2005247	4Q51	2_Samuel	8	7	<LH[	<LWTW	<L	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		B	nnnnn	nnnnn	עלותו	1	nme	W	0
2005739	4Q51	2_Samuel	11	11	CTH[	CTWT	CT	CC	CCMC	qal	infc	NA		NA	verb		WT		WL	rrrr	nnnn	שתות	1	nme	W	0
2006006	4Q51	2_Samuel	12	9	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnrr	nnnn	עשות	1	nme	W	0
2006149	4Q51	2_Samuel	12	18	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		B	rrrr	nnnn	היות	1	nme	W	0
2006334	4Q51	2_Samuel	13	2	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2006398	4Q51	2_Samuel	13	5	R>H[	R>WTK	R>	CC	CCMCC	qal	infc	NA		NA	verb	K	WT		L	nnnnn	nnnnn	ראותך	1	nme	W	0
2006437	4Q51	2_Samuel	13	6	R>H[	R>WTW	R>	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		L	rrrrr	nnnnn	ראותו	1	nme	W	0
2009105	4Q51	2_Samuel	20	12	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2010105	4Q51	2_Samuel	23	16	CTH[	CTWTM	CT	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		L	rnnrr	nnnnn	שתותם	1	nme	W	0
2010230	4Q51	2_Samuel	24	17	R>H[	R>TW	R>	CM	CMCM	qal	infc	NA		NA	verb	W	T		B	nnnr	nnnn	ראתו	1	nme		0
2010364	4Q51	2_Samuel	24	21	QNH[	QNWT	QN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	קנות	1	nme	W	0
2010371	4Q51	2_Samuel	24	21	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	בנות	1	nme	W	0
2011427	4Q52	1_Samuel	19	15	R>H[	R>T	R>	CC	CCC	qal	infc	NA		NA	verb		T		L	rrr	nnn	ראת	1	nme		0
2014032	4Q54	1_Kings	7	40	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2014321	4Q54	1_Kings	8	16	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	בנות	1	nme	W	0
2014324	4Q54	1_Kings	8	16	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2014333	4Q54	1_Kings	8	16	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	היות	1	nme	W	0
2014343	4Q54	1_Kings	8	16	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2014351	4Q54	1_Kings	8	16	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	היות	1	nme	W	0
2014364	4Q54	1_Kings	8	17	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	בנות	1	nme	W	0
2015082	4Q55	Isaiah	17	12	HMH[	HMWT	HM	CC	CCMC	qal	infc	NA		NA	verb		WT		K	rrrr	nnnn	המות	1	nme	W	0
2015367	4Q55	Isaiah	21	3	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		M	nnnn	nnnn	ראות	1	nme	W	0
2016598	4Q56	Isaiah	5	22	CTH[	CTWT	CT	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	שתות	1	nme	W	0
2017165	4Q56	Isaiah	17	12	HMH[	HMWT	HM	CC	CCMC	qal	infc	NA		NA	verb		WT		K	rrrr	nnnn	המות	1	nme	W	0
2020654	4Q57	Isaiah	11	11	QNH[	QNWT	QN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	קנות	1	nme	W	0
2020723	4Q57	Isaiah	11	16	<LH[	<LTW	<L	CC	CCCM	qal	infc	NA		NA	verb	W	T			rrrr	nnnn	עלתו	1	nme		0
2021586	4Q57	Isaiah	25	11	FXH[	FXWT	FX	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	שחות	1	nme	W	0
2023513	4Q57	Isaiah	55	6	HJH[	HJWTW	HJ	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		B	rrrrr	nnnnn	היותו	1	nme	W	0
2024192	4Q58	Isaiah	48	16	HJH[	HJWTH	HJ	CC	CCMCM	qal	infc	NA		NA	verb	H	WT			nnnnn	nnnnn	היותה	1	nme	W	0
2024406	4Q58	Isaiah	49	6	HJH[	HJWTK	HJ	CC	CCMCC	qal	infc	NA		NA	verb	K	WT		M	rnnnn	nnnnn	היותך	1	nme	W	0
2024425	4Q58	Isaiah	49	6	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	היות	1	nme	W	0
2025865	4Q59	Isaiah	10	2	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2028160	4Q61	Isaiah	42	18	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	ראות	1	nme	W	0
2029317	4Q67	Isaiah	58	13	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		M	nnrr	nnnn	עשות	1	nme	W	0
2029335	4Q67	Isaiah	58	13	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		M	nnrn	nnnn	עשות	1	nme	W	0
2031302	4Q70	Jeremiah	17	8	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		M	rrnn	nnnn	עשות	1	nme	W	0
2031602	4Q70	Jeremiah	17	24	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT			nnnn	nnnn	עשות	1	nme	W	0
2031967	4Q70	Jeremiah	20	18	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2033739	4Q72	Jeremiah	22	17	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2034547	4Q72	Jeremiah	30	24	<FH[	<FWTW	<F	CC	CCMCM	qal	infc	NA		NA	verb	W	WT			nnnnn	nnnnn	עשותו	1	nme	W	0
2035056	4Q72	Jeremiah	33	20	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	היות	1	nme	W	0
2035855	4Q73	Ezekiel	11	3	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	בנות	1	nme	W	0
2036629	4Q76	Malachi	2	13	PNH[	PNWT	PN	CC	CCMC	qal	infc	NA		NA	verb		WT			nnnn	nnnn	פנות	1	nme	W	0
2039033	4Q78	Joel	2	20	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2039045	4Q78	Joel	2	21	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2039591	4Q78	Amos	3	10	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	עשות	1	nme	W	0
2039791	4Q78	Amos	7	1	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	עלות	1	nme	W	0
2040573	4Q80	Zechariah	1	6	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrn	nnnn	עשות	1	nme	W	0
2041086	4Q80	Zechariah	5	11	BNH[	BNWT	BN	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	בנות	1	nme	W	0
2041732	4Q81	Micah	5	1	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2041741	4Q81	Micah	5	1	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	היות	1	nme	W	0
2041945	4Q82	Hosea	2	17	<LH[	<LTH	<L	CC	CCCM	qal	infc	NA		NA	verb	H	T			rrrr	nnnn	עלתה	1	nme		0
2044416	4Q82	Amos	4	8	CTH[	CTWT	CT	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	שתות	1	nme	W	0
2044914	4Q82	Amos	7	1	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	עלות	1	nme	W	0
2046140	4Q82	Jonah	4	6	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnr	nnnn	היות	1	nme	W	0
2046164	4Q82	Jonah	4	7	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT		K	nnnn	nnnn	עלות	1	nme	W	0
2047277	4Q83	Psalms	35	13	XLH[	XLWTM	XL	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		B	rrrrr	nnnnn	חלותם	1	nme	W	0
2047783	4Q83	Psalms	71	9	KLH[	KLWT	KL	CC	CCMC	qal	infc	NA		NA	verb		WT		K	nnnn	nnnn	כלות	1	nme	W	0
2047870	4Q83	Psalms	53	3	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2048029	4Q83	Psalms	63	1	HJH[	HJWTW	HJ	CC	CCMCM	qal	infc	NA		NA	verb	W	WT		B	rrrrr	nnnnn	היותו	1	nme	W	0
2048057	4Q83	Psalms	63	3	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2049367	4Q84	Psalms	118	9	XSH[	XSWT	XS	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	חסות	1	nme	W	0
2049551	4Q85	Psalms	16	10	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2049877	4Q85	Psalms	27	13	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	ראות	1	nme	W	0
2050378	4Q85	Psalms	50	21	HJH[	>JWT	>J	CC	CCMC	qal	infc	NA		NA	verb		WT			nnnn	nnnn	איות	1	nme	W	0
2051688	4Q87	Psalms	126	2	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2051695	4Q87	Psalms	126	3	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2052257	4Q89	Psalms	119	37	R>H[	R>WT	R>	CC	CCMC	qal	infc	NA		NA	verb		WT		M	nnnn	nnnn	ראות	1	nme	W	0
2052816	4Q92	Psalms	135	6	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עשות	1	nme	W	0
2053246	4Q95	Psalms	135	6	<FH[	<FWT	<F	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	עשות	1	nme	W	0
2053898	4Q98	Psalms	35	13	XLH[	XLWTM	XL	CC	CCMCC	qal	infc	NA		NA	verb	M	WT		B	rrrrr	nnnnn	חלותם	1	nme	W	0
2054759	4Q99	Job	36	20	<LH[	<LWT	<L	CC	CCMC	qal	infc	NA		NA	verb		WT		L	rrrr	nnnn	עלות	1	nme	W	0
2055600	4Q103	Proverbs	15	28	<NH[	<NWT	<N	CC	CCMC	qal	infc	NA		NA	verb		WT		L	nnnn	nnnn	ענות	1	nme	W	0
2055914	4Q104	Ruth	1	12	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT		M	rrrr	nnnn	היות	1	nme	W	0
2056045	4Q105	Ruth	1	13	HJH[	HJWT	HJ	CC	CCMC	qal	infc	NA		NA	verb		WT			rrrr	nnnn	היות	1	nme	W	0
