tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	final_h	line	column	has_pronominal_suffix	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter	syllable_recs
319505	MT	Psalms	55	15	MTQ[	NMTJQ	NMTJQ	CCCMC	CCCMC	hif	impf	pl	unknown	p1	verb					nnnnn	nnnnn	נמתיק		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
319513	MT	Psalms	55	16	NC>=[	JCJ	JCJ			hif	impf	sg	m	p3	verb					nnn	nnn	ישי		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
319775	MT	Psalms	57	1	CXT[	TCXT	TCXT	CCCC	CCCC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשחת		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
319851	MT	Psalms	57	7	KWN[	HKJNW	HKJN	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	הכינו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
319879	MT	Psalms	57	9	<WR[	><JRH	><JR	CCMC	CCMCM	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אעירה		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
319911	MT	Psalms	58	1	CXT[	TCXT	TCXT	CCCC	CCCC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשחת		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
320031	MT	Psalms	59	1	CXT[	TCXT	TCXT	CCCC	CCCC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשחת		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
320044	MT	Psalms	59	1	MWT[	HMJTW	HMJT	CCMC	CCMCM	hif	infc		unknown	unknown	verb	W			L	nnnnn	nnnnn	המיתו		noH	-	-	1	1	0	0	nnnn	nnnn	last	J	1	0
320116	MT	Psalms	59	8	NB<[	JBJ<WN	JBJ<	CCMC	CCMCMC	hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	יביעון		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
320205	MT	Psalms	59	16	NW<[	JNW<WN	JNW<			hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	ינועון		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
320336	MT	Psalms	60	10	CLK[	>CLJK	>CLJK	CCCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אשליך		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
320503	MT	Psalms	62	5	NDX[	HDJX	HDJX	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הדיח		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
320700	MT	Psalms	63	11	NGR[	JGJRHW	JGJR	CCMC	CCMCCM	hif	impf	pl	m	p3	verb	HW				nnnnnn	nnnnnn	יגירהו		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
320739	MT	Psalms	64	3	STR[	TSTJRNJ	TSTJR	CCCMC	CCCMCCM	hif	impf	sg	m	p2	verb	NJ				nnnnnnn	nnnnnnn	תסתירני		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
320742	MT	Psalms	64	3	R<<[	MR<JM	MR<	CCC	CCCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	מרעים		noH	-	-	0	0	0	1	nnn	nnn	last		0	0
320816	MT	Psalms	64	10	FKL[	HFKJLW	HFKJL	CCCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	השכילו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
320884	MT	Psalms	65	7	KWN[	MKJN	MKJN	CCMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מכין		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
320891	MT	Psalms	65	8	CBX=[	MCBJX	MCBJX	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	משביח		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
320909	MT	Psalms	65	9	RNN[	TRNJN	TRNJN	CCCMC	CCCMC	hif	impf	sg	m	p2	verb					nnnnn	nnnnn	תרנין		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
320916	MT	Psalms	65	10	<CR[	T<CRNH	T<CR	CCCC	CCCCCM	hif	impf	sg	m	p2	verb	H				nnnnnn	nnnnnn	תעשרנה		noH	-	-	1	0	0	0	nnnn	nnnn	last		0	0
320921	MT	Psalms	65	10	KWN[	TKJN	TKJN	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תכין		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
320925	MT	Psalms	65	10	KWN[	TKJNH	TKJN	CCMC	CCMCC	hif	impf	sg	m	p2	verb	H				nnnnn	nnnnn	תכינה		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
320965	MT	Psalms	66	1	RW<[	HRJ<W	HRJ<	CCMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הריעו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321042	MT	Psalms	66	8	CM<[	HCMJ<W	HCMJ<	CCCMC	CCCMCM	hif	impv	pl	m	p2	verb				W	nnnnnn	nnnnnn	השמיעו		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
321148	MT	Psalms	66	19	QCB[	HQCJB	HQCJB	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הקשיב		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
321156	MT	Psalms	66	20	SWR[	HSJR	HSJR	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הסיר		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321173	MT	Psalms	67	2	>WR[	J>R	J>R	CCC	CCC	hif	impf	sg	m	p3	verb					nnn	nnn	יאר		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
321339	MT	Psalms	68	10	NWP=[	TNJP	TNJP	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תניף		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321349	MT	Psalms	68	11	KWN[	TKJN	TKJN	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תכין		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321392	MT	Psalms	68	15	CLG[	TCLG	TCLG	CCCC	CCCC	hif	impf	sg	f	p3	verb					nnnn	nnnn	תשלג		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
321485	MT	Psalms	68	23	CWB[	>CJB	>CJB	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321486	MT	Psalms	68	23	CWB[	>CJB	>CJB	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321573	MT	Psalms	68	32	RWY[	TRJY	TRJY	CCMC	CCMC	hif	impf	sg	f	p3	verb					nnnn	nnnn	תריץ		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321672	MT	Psalms	69	5	YMT[	MYMJTJ	MYMJT	CCCMC	CCCMCC	hif	ptca	pl	m	unknown	verb	J	J			nnnnnn	nnnnnn	מצמיתי		noH	-	-	1	0	0	1	nnnnn	nnnnn	last	J	1	0
321679	MT	Psalms	69	5	CWB[	>CJB	>CJB	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
321810	MT	Psalms	69	18	STR[	TSTR	TSTR	CCCC	CCCC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תסתר		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
321889	MT	Psalms	69	25	NFG[	JFJGM	JFJG	CCMC	CCMCC	hif	impf	sg	m	p3	verb	M				nnnnn	nnnnn	ישיגם		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
321950	MT	Psalms	69	32	QRN[	MQRN	MQRN	CCCC	CCCC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מקרן		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
321951	MT	Psalms	69	32	PRS[	MPRJS	MPRJS	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מפריס		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
322007	MT	Psalms	70	1	ZKR[	HZKJR	HZKJR	CCCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הזכיר		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
322010	MT	Psalms	70	2	NYL[	HYJLNJ	HYJL	CCMC	CCMCCM	hif	infc		unknown	unknown	verb	NJ			L	nnnnnn	nnnnnn	הצילני		noH	-	-	1	1	0	0	nnnn	nnnn	last	J	1	0
322071	MT	Psalms	71	2	NYL[	TYJLNJ	TYJL	CCMC	CCMCCM	hif	impf	sg	m	p2	verb	NJ				nnnnnn	nnnnnn	תצילני		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
322142	MT	Psalms	71	9	CLK[	TCLJKNJ	TCLJK	CCCMC	CCCMCCM	hif	impf	sg	m	p2	verb	NJ				nnnnnnn	nnnnnnn	תשליכני		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
322169	MT	Psalms	71	11	NYL[	MYJL	MYJL	CCMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מציל		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
322213	MT	Psalms	71	16	ZKR[	>ZKJR	>ZKJR	CCCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אזכיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
322224	MT	Psalms	71	17	NGD[	>GJD	>GJD	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אגיד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
322236	MT	Psalms	71	18	NGD[	>GJD	>GJD	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אגיד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
322404	MT	Psalms	72	10	CWB[	JCJBW	JCJB	CCMC	CCMCM	hif	impf	pl	m	p3	verb					nnnnn	nnnnn	ישיבו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
322410	MT	Psalms	72	10	QRB[	JQRJBW	JQRJB	CCCMC	CCCMCM	hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	יקריבו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
322420	MT	Psalms	72	12	NYL[	JYJL	JYJL	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יציל		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
322481	MT	Psalms	72	16	YWY[	JYJYW	JYJY	CCMC	CCMCM	hif	impf	pl	m	p3	verb				W	nnnnn	nnnnn	יציצו		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
322593	MT	Psalms	73	8	MWQ[	JMJQW	JMJQ	CCMC	CCMCM	hif	impf	pl	m	p3	verb					nnnnn	nnnnn	ימיקו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
322706	MT	Psalms	73	20	QJY[	HQJY	HQJY	CCMC	CCMC	hif	infc		unknown	unknown	verb				M	nnnn	nnnn	הקיץ		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
322709	MT	Psalms	73	20	<WR[	<JR	<JR	CMC	CMC	hif	infc		unknown	unknown	verb				B	nnn	nnn	עיר		noH	-	-	0	1	0	0	nnn	nnn	last	J	1	0
322819	MT	Psalms	74	3	R<<[	HR<	HR<	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	הרע		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
322834	MT	Psalms	74	5	BW>[	MBJ>	MBJ>	CCMM	CCMM	hif	ptca	sg	m	unknown	verb				K	nnnn	nnnn	מביא		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
322896	MT	Psalms	74	11	CWB[	TCJB	TCJB	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323029	MT	Psalms	75	1	CXT[	TCXT	TCXT	CCCC	CCCC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשחת		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
323069	MT	Psalms	75	5	RWM[	TRJMW	TRJM	CCMC	CCMCM	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תרימו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323072	MT	Psalms	75	6	RWM[	TRJMW	TRJM	CCMC	CCMCM	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תרימו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323097	MT	Psalms	75	8	CPL[	JCPJL	JCPJL	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	ישפיל		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
323100	MT	Psalms	75	8	RWM[	JRJM	JRJM	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	ירים		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323124	MT	Psalms	75	10	NGD[	>GJD	>GJD	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אגיד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323277	MT	Psalms	77	2	>ZN[	H>ZJN	H>ZJN	CCCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	האזין		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
323434	MT	Psalms	77	19	>WR[	H>JRW	H>JR	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	האירו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323480	MT	Psalms	78	2	NB<[	>BJ<H	>BJ<	CCMC	CCMCM	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אביעה		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323561	MT	Psalms	78	8	KWN[	HKJN	HKJN	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הכין		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323698	MT	Psalms	78	20	KWN[	JKJN	JKJN	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יכין		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323720	MT	Psalms	78	22	>MN[	H>MJNW	H>MJN	CCCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	האמינו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
323757	MT	Psalms	78	26	NS<[	JS<	JS<	CCC	CCC	hif	impf	sg	m	p3	verb					nnn	nnn	יסע		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
323795	MT	Psalms	78	29	BW>[	JB>	JB>	CCM	CCM	hif	impf	sg	m	p3	verb					nnn	nnn	יבא		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
323817	MT	Psalms	78	31	KR<[	HKRJ<	HKRJ<	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הכריע		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
323825	MT	Psalms	78	32	>MN[	H>MJNW	H>MJN	CCCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	האמינו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
323883	MT	Psalms	78	38	CXT[	JCXJT	JCXJT	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	ישחית		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
323887	MT	Psalms	78	38	CWB[	HCJB	HCJB	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	השיב		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
323891	MT	Psalms	78	38	<WR[	J<JR	J<JR	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יעיר		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
323910	MT	Psalms	78	40	<YB[	J<YJBWHW	J<YJB	CCCMC	CCCMCMCM	hif	impf	pl	m	p3	verb	HW				nnnnnnnn	nnnnnnnn	יעציבוהו		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
324017	MT	Psalms	78	50	SGR[	HSGJR	HSGJR	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הסגיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
324109	MT	Psalms	78	58	QN>[	JQNJ>WHW	JQNJ>	CCCMC	CCCMCMCM	hif	impf	pl	m	p3	verb	HW				nnnnnnnn	nnnnnnnn	יקניאוהו		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
324227	MT	Psalms	78	71	BW>[	HBJ>W	HBJ>	CCMC	CCMCM	hif	perf	sg	m	p3	verb	W				nnnnn	nnnnn	הביאו		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
324330	MT	Psalms	79	7	CMM[	HCMW	HCM	CCC	CCCM	hif	perf	pl	unknown	p3	verb					nnnn	nnnn	השמו		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
324491	MT	Psalms	80	9	NS<[	TSJ<	TSJ<	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תסיע		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
324603	MT	Psalms	81	2	RNN[	HRNJNW	HRNJN	CCCMC	CCCMCM	hif	impv	pl	m	p2	verb					nnnnnn	nnnnnn	הרנינו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
324607	MT	Psalms	81	2	RW<[	HRJ<W	HRJ<	CCMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הריעו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
324679	MT	Psalms	81	9	<WD[	><JDH	><JD	CCMC	CCMCM	hif	impf	sg	unknown	p1	verb				W	nnnnn	nnnnn	אעידה		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
324738	MT	Psalms	81	15	KN<[	>KNJ<	>KNJ<	CCCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אכניע		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
324742	MT	Psalms	81	15	CWB[	>CJB	>CJB	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
324762	MT	Psalms	81	17	FB<[	>FBJ<K	>FBJ<	CCCMC	CCCMCC	hif	impf	sg	unknown	p1	verb	K				nnnnnn	nnnnnn	אשביעך		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
324791	MT	Psalms	82	3	YDQ[	HYDJQW	HYDJQ	CCCMC	CCCMCM	hif	impv	pl	m	p2	verb					nnnnnn	nnnnnn	הצדיקו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
324799	MT	Psalms	82	4	NYL[	HYJLW	HYJL	CCMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הצילו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
324866	MT	Psalms	83	4	<RM=[	J<RJMW	J<RJM	CCCMC	CCCMCM	hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	יערימו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
324875	MT	Psalms	83	5	KXD[	NKXJDM	NKXJD	CCCMC	CCCMCC	hif	impf	pl	unknown	p1	verb	M			W	nnnnnn	nnnnnn	נכחידם		noH	-	-	1	1	0	0	nnnnn	nnnnn	last	J	1	0
325493	MT	Psalms	87	4	ZKR[	>ZKJR	>ZKJR	CCCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אזכיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
325580	MT	Psalms	88	4	NG<[	HGJ<W	HGJ<	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	הגיעו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
325692	MT	Psalms	88	15	STR[	TSTJR	TSTJR	CCCMC	CCCMC	hif	impf	sg	m	p2	verb					nnnnn	nnnnn	תסתיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
325716	MT	Psalms	88	18	NQP[	HQJPW	HQJP	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	הקיפו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
325749	MT	Psalms	89	3	KWN[	TKN	TKN	CCC	CCC	hif	impf	sg	m	p2	verb					nnn	nnn	תכן		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
325762	MT	Psalms	89	5	KWN[	>KJN	>KJN	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אכין		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
325947	MT	Psalms	89	23	NC>=[	JC>	JC>	CCM	CCM	hif	impf	sg	m	p3	verb					nnn	nnn	ישא		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
326047	MT	Psalms	89	34	PWR[	>PJR	>PJR	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אפיר		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
326129	MT	Psalms	89	44	CWB[	TCJB	TCJB	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
326254	MT	Psalms	90	3	CWB[	TCB	TCB	CCC	CCC	hif	impf	sg	m	p2	verb					nnn	nnn	תשב		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
326291	MT	Psalms	90	6	YWY[	JYJY	JYJY	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יציץ		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
326361	MT	Psalms	90	12	BW>[	NB>	NB>	CCM	CCM	hif	impf	pl	unknown	p1	verb				W	nnn	nnn	נבא		noH	-	-	0	1	0	0	nnn	nnn	last		0	0
326433	MT	Psalms	91	3	NYL[	JYJLK	JYJL	CCMC	CCMCC	hif	impf	sg	m	p3	verb	K				nnnnn	nnnnn	יצילך		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
326442	MT	Psalms	91	4	SKK[	JSK	JSK	CCC	CCC	hif	impf	sg	m	p3	verb					nnn	nnn	יסך		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
326485	MT	Psalms	91	8	NBV[	TBJV	TBJV	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תביט		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
326555	MT	Psalms	91	16	FB<[	>FBJ<HW	>FBJ<	CCCMC	CCCMCCM	hif	impf	sg	unknown	p1	verb	HW				nnnnnnn	nnnnnnn	אשביעהו		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
326578	MT	Psalms	92	3	NGD[	HGJD	HGJD	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הגיד		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
326673	MT	Psalms	92	12	R<<[	MR<JM	MR<	CCC	CCCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	מרעים		noH	-	-	0	0	0	1	nnn	nnn	last		0	0
326694	MT	Psalms	92	14	PRX[	JPRJXW	JPRJX	CCCMC	CCCMCM	hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	יפריחו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
326704	MT	Psalms	92	16	NGD[	HGJD	HGJD	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הגיד		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
326787	MT	Psalms	94	4	NB<[	JBJ<W	JBJ<	CCMC	CCMCM	hif	impf	pl	m	p3	verb					nnnnn	nnnnn	יביעו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
326825	MT	Psalms	94	8	FKL[	TFKJLW	TFKJL	CCCMC	CCCMCM	hif	impf	pl	m	p2	verb					nnnnnn	nnnnnn	תשכילו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
326837	MT	Psalms	94	9	NBV[	JBJV	JBJV	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יביט		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
326866	MT	Psalms	94	13	CQV[	HCQJV	HCQJV	CCCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	השקיט		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
326900	MT	Psalms	94	16	R<<[	MR<JM	MR<	CCC	CCCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	מרעים		noH	-	-	0	0	0	1	nnn	nnn	last		0	0
326946	MT	Psalms	94	21	RC<[	JRCJ<W	JRCJ<	CCCMC	CCCMCM	hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	ירשיעו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
326966	MT	Psalms	94	23	YMT[	JYMJTM	JYMJT	CCCMC	CCCMCC	hif	impf	sg	m	p3	verb	M				nnnnnn	nnnnnn	יצמיתם		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
326967	MT	Psalms	94	23	YMT[	JYMJTM	JYMJT	CCCMC	CCCMCC	hif	impf	sg	m	p3	verb	M				nnnnnn	nnnnnn	יצמיתם		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
326974	MT	Psalms	95	1	RW<[	NRJ<H	NRJ<	CCMC	CCMCM	hif	impf	pl	unknown	p1	verb					nnnnn	nnnnn	נריעה		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
326984	MT	Psalms	95	2	RW<[	NRJ<	NRJ<	CCMC	CCMC	hif	impf	pl	unknown	p1	verb					nnnn	nnnn	נריע		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
327262	MT	Psalms	97	4	>WR[	H>JRW	H>JR	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	האירו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
327286	MT	Psalms	97	6	NGD[	HGJDW	HGJD	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	הגידו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
327343	MT	Psalms	97	10	NYL[	JYJLM	JYJL	CCMC	CCMCC	hif	impf	sg	m	p3	verb	M				nnnnn	nnnnn	יצילם		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
