tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	final_h	line	column	has_pronominal_suffix	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter	syllable_recs
90	MT	Genesis	1	6	BDL[	MBDJL	MBDJL	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מבדיל		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
182	MT	Genesis	1	11	DC>[	TDC>	TDC>	CCCM	CCCM	hif	impf	sg	f	p3	verb					nnnn	nnnn	תדשא		noH	-	-	0	0	0	0	nnnn	nnnn	last		0	0
187	MT	Genesis	1	11	ZR<[	MZRJ<	MZRJ<	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מזריע		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
210	MT	Genesis	1	12	ZR<[	MZRJ<	MZRJ<	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מזריע		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
246	MT	Genesis	1	14	BDL[	HBDJL	HBDJL	CCCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הבדיל		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
275	MT	Genesis	1	15	>WR[	H>JR	H>JR	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	האיר		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
323	MT	Genesis	1	17	>WR[	H>JR	H>JR	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	האיר		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
339	MT	Genesis	1	18	BDL[	HBDJL	HBDJL	CCCMC	CCCMC	hif	infc		unknown	unknown	verb				WL	nnnnn	nnnnn	הבדיל		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
764	MT	Genesis	2	5	MVR[	HMVJR	HMVJR	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	המטיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1283	MT	Genesis	3	6	FKL[	HFKJL	HFKJL	CCCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	השכיל		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
1373	MT	Genesis	3	11	NGD[	HGJD	HGJD	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
1422	MT	Genesis	3	13	NC>=[	HCJ>NJ	HCJ>	CCMC	CCMCCM	hif	perf	sg	m	p3	verb	NJ				nnnnnn	nnnnnn	השיאני		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
1534	MT	Genesis	3	18	YMX[	TYMJX	TYMJX	CCCMC	CCCMC	hif	impf	sg	f	p3	verb					nnnnn	nnnnn	תצמיח		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1721	MT	Genesis	4	4	BW>[	HBJ>	HBJ>	CCMM	CCMM	hif	perf	sg	m	p3	verb					nnnn	nnnn	הביא		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
2056	MT	Genesis	4	23	>ZN[	H>ZNH	H>Z	CCC	CCCCM	hif	impv	pl	f	p2	verb					nnnnn	nnnnn	האזנה		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
2604	MT	Genesis	6	1	XLL[	HXL	HXL	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	החל		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
2818	MT	Genesis	6	12	CXT[	HCXJT	HCXJT	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השחית		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
2846	MT	Genesis	6	13	CXT[	MCXJTM	MCXJT	CCCMC	CCCMCC	hif	ptca	sg	m	unknown	verb	M				nnnnnn	nnnnnn	משחיתם		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
2916	MT	Genesis	6	17	BW>[	MBJ>	MBJ>	CCMM	CCMM	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מביא		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
2972	MT	Genesis	6	19	BW>[	TBJ>	TBJ>	CCMM	CCMM	hif	impf	sg	m	p2	verb					nnnn	nnnn	תביא		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
3111	MT	Genesis	7	4	MVR[	MMVJR	MMVJR	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	ממטיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
4178	MT	Genesis	9	9	QWM[	MQJM	MQJM	CCMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מקים		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
4636	MT	Genesis	10	8	XLL[	HXL	HXL	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	החל		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
5072	MT	Genesis	11	6	XLL[	HXLM	HXL	CCC	CCCC	hif	infc		unknown	unknown	verb	M				nnnn	nnnn	החלם		noH	-	-	1	0	0	0	nnn	nnn	last		0	0
5130	MT	Genesis	11	9	PWY[	HPJYM	HPJY	CCMC	CCMCC	hif	perf	sg	m	p3	verb	M				nnnnn	nnnnn	הפיצם		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
5697	MT	Genesis	12	11	QRB[	HQRJB	HQRJB	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הקריב		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
6038	MT	Genesis	13	9	FM>L[	>FM>JLH	>FM>JL	CCCCMC	CCCCMCM	hif	impf	sg	unknown	p1	verb				W	nnnnnnn	nnnnnnn	אשמאילה		noH	-	-	0	1	0	0	nnnnnn	nnnnnn	last	J	1	0
6521	MT	Genesis	14	16	CWB[	HCJB	HCJB	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	השיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
6772	MT	Genesis	15	6	>MN[	H>MN	H>MN	CCCC	CCCC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	האמן		noH	-	-	0	1	0	0	nnnn	nnnn	last		0	0
7562	MT	Genesis	17	14	PRR[	HPR	HPR	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	הפר		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
7686	MT	Genesis	17	21	QWM[	>QJM	>QJM	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אקים		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
8140	MT	Genesis	18	19	BW>[	HBJ>	HBJ>	CCMM	CCMM	hif	infc		unknown	unknown	verb					nnnn	nnnn	הביא		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
8239	MT	Genesis	18	25	MWT[	HMJT	HMJT	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	המית		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
8306	MT	Genesis	18	28	CXT[	TCXJT	TCXJT	CCCMC	CCCMC	hif	impf	sg	m	p2	verb				H	nnnnn	nnnnn	תשחית		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
8316	MT	Genesis	18	28	CXT[	>CXJT	>CXJT	CCCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אשחית		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
8380	MT	Genesis	18	31	CXT[	>CXJT	>CXJT	CCCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אשחית		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
8404	MT	Genesis	18	32	CXT[	>CXJT	>CXJT	CCCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אשחית		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
8557	MT	Genesis	19	7	R<<[	TR<W	TR<	CCC	CCCM	hif	impf	pl	m	p2	verb					nnnn	nnnn	תרעו		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
8610	MT	Genesis	19	9	R<<[	NR<	NR<	CCC	CCC	hif	impf	pl	unknown	p1	verb					nnn	nnn	נרע		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
8695	MT	Genesis	19	13	CXT[	MCXTJM	MCXT	CCCC	CCCCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	משחתים		noH	-	-	0	0	0	1	nnnn	nnnn	last		0	0
8732	MT	Genesis	19	14	CXT[	MCXJT	MCXJT	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	משחית		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
8816	MT	Genesis	19	17	NBV[	TBJV	TBJV	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תביט		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
8942	MT	Genesis	19	24	MVR[	HMVJR	HMVJR	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	המטיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
9389	MT	Genesis	20	7	CWB[	MCJB	MCJB	CCMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	משיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
9944	MT	Genesis	21	18	XZQ[	HXZJQJ	HXZJQ	CCCMC	CCCMCM	hif	impv	sg	f	p2	verb				W	nnnnnn	nnnnnn	החזיקי		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
11142	MT	Genesis	24	3	CB<[	>CBJ<K	>CBJ<	CCCMC	CCCMCC	hif	impf	sg	unknown	p1	verb	K			W	nnnnnn	nnnnnn	אשביעך		noH	-	-	1	1	0	0	nnnnn	nnnnn	last	J	1	0
11201	MT	Genesis	24	5	CWB[	>CJB	>CJB	CCMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
11218	MT	Genesis	24	6	CWB[	TCJB	TCJB	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
11283	MT	Genesis	24	8	CWB[	TCB	TCB	CCC	CCC	hif	impf	sg	m	p2	verb					nnn	nnn	תשב		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
11471	MT	Genesis	24	17	GM>[	HGMJ>JNJ	HGMJ>	CCCMC	CCCMCMCM	hif	impv	sg	f	p2	verb	NJ				nnnnnnnn	nnnnnnnn	הגמיאיני		noH	-	-	1	0	0	0	nnnnn	nnnnn	last	J	1	0
11531	MT	Genesis	24	21	XRC[	MXRJC	MXRJC	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מחריש		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
11535	MT	Genesis	24	21	YLX[	HYLJX	HYLJX	CCCMC	CCCMC	hif	perf	sg	m	p3	verb				H	nnnnn	nnnnn	הצליח		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
11570	MT	Genesis	24	23	NGD[	HGJDJ	HGJD	CCMC	CCMCM	hif	impv	sg	f	p2	verb					nnnnn	nnnnn	הגידי		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
11882	MT	Genesis	24	40	YLX[	HYLJX	HYLJX	CCCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	הצליח		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
11929	MT	Genesis	24	42	YLX[	MYLJX	MYLJX	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
12091	MT	Genesis	24	49	NGD[	HGJDW	HGJD	CCMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הגידו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
12096	MT	Genesis	24	49	NGD[	HGJDW	HGJD	CCMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הגידו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
12222	MT	Genesis	24	56	YLX[	HYLJX	HYLJX	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הצליח		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
13402	MT	Genesis	26	22	RXB[	HRXJB	HRXJB	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הרחיב		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
13723	MT	Genesis	27	5	BW>[	HBJ>	HBJ>	CCMM	CCMM	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הביא		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
13897	MT	Genesis	27	16	LBC[	HLBJCH	HLBJC	CCCMC	CCCMCM	hif	perf	sg	f	p3	verb					nnnnnn	nnnnnn	הלבישה		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
14013	MT	Genesis	27	23	NKR[	HKJRW	HKJR	CCMC	CCMCM	hif	perf	sg	m	p3	verb	W				nnnnn	nnnnn	הכירו		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
14364	MT	Genesis	27	40	RDD[	TRJD	TRJD	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תריד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
14716	MT	Genesis	28	12	NG<[	MGJ<	MGJ<	CCMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מגיע		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
15014	MT	Genesis	29	3	CWB[	HCJBW	HCJB	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb				W	nnnnn	nnnnn	השיבו		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
16290	MT	Genesis	30	40	PRD[	HPRJD	HPRJD	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הפריד		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
16346	MT	Genesis	30	42	<VP=[	H<VJP	H<VJP	CCCMC	CCCMC	hif	infc		unknown	unknown	verb				WB	nnnnn	nnnnn	העטיף		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
16481	MT	Genesis	31	7	TLL[	HTL	HTL	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	התל		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
16484	MT	Genesis	31	7	XLP[	HXLP	HXLP	CCCC	CCCC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	החלף		noH	-	-	0	1	0	0	nnnn	nnnn	last		0	0
16494	MT	Genesis	31	7	R<<[	HR<	HR<	CCC	CCC	hif	infc		unknown	unknown	verb				L	nnn	nnn	הרע		noH	-	-	0	1	0	0	nnn	nnn	last		0	0
16658	MT	Genesis	31	16	NYL[	HYJL	HYJL	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הציל		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
16739	MT	Genesis	31	20	NGD[	HGJD	HGJD	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
17531	MT	Genesis	32	6	NGD[	HGJD	HGJD	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הגיד		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
18538	MT	Genesis	34	5	XRC[	HXRC	HXRC	CCCC	CCCC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	החרש		noH	-	-	0	1	0	0	nnnn	nnnn	last		0	0
19012	MT	Genesis	34	30	B>C[	HB>JCNJ	HB>JC	CCCMC	CCCMCCM	hif	infc		unknown	unknown	verb	NJ			L	nnnnnnn	nnnnnnn	הבאישני		noH	-	-	1	1	0	0	nnnnn	nnnnn	last	J	1	0
19083	MT	Genesis	35	2	SWR[	HSRW	HSR	CCC	CCCM	hif	impv	pl	m	p2	verb					nnnn	nnnn	הסרו		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
19094	MT	Genesis	35	2	XLP[	HXLJPW	HXLJP	CCCMC	CCCMCM	hif	impv	pl	m	p2	verb				W	nnnnnn	nnnnnn	החליפו		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
20507	MT	Genesis	37	18	MWT[	HMJTW	HMJT	CCMC	CCMCM	hif	infc		unknown	unknown	verb	W			L	nnnnn	nnnnn	המיתו		noH	-	-	1	1	0	0	nnnn	nnnn	last	J	1	0
20526	MT	Genesis	37	20	CLK[	NCLKHW	NCLK	CCCC	CCCCCM	hif	impf	pl	unknown	p1	verb	HW			W	nnnnnn	nnnnnn	נשלכהו		noH	-	-	1	1	0	0	nnnn	nnnn	last		0	0
20560	MT	Genesis	37	22	CLK[	HCLJKW	HCLJK	CCCMC	CCCMCM	hif	impv	pl	m	p2	verb					nnnnnn	nnnnnn	השליכו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
20577	MT	Genesis	37	22	NYL[	HYJL	HYJL	CCMC	CCMC	hif	infc		unknown	unknown	verb					nnnn	nnnn	הציל		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
20582	MT	Genesis	37	22	CWB[	HCJBW	HCJB	CCMC	CCMCM	hif	infc		unknown	unknown	verb	W			L	nnnnn	nnnnn	השיבו		noH	-	-	1	1	0	0	nnnn	nnnn	last	J	1	0
21388	MT	Genesis	38	29	CWB[	MCJB	MCJB	CCMC	CCMC	hif	ptca	sg	m	unknown	verb				K	nnnn	nnnn	משיב		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
21446	MT	Genesis	39	2	YLX[	MYLJX	MYLJX	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
21466	MT	Genesis	39	3	YLX[	MYLJX	MYLJX	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
21493	MT	Genesis	39	5	PQD[	HPQJD	HPQJD	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הפקיד		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
21719	MT	Genesis	39	14	BW>[	HBJ>	HBJ>	CCMM	CCMM	hif	perf	sg	m	p3	verb					nnnn	nnnn	הביא		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
21789	MT	Genesis	39	18	RWM[	HRJMJ	HRJM	CCMC	CCMCM	hif	infc		unknown	unknown	verb	J			K	nnnnn	nnnnn	הרימי		noH	-	-	1	1	0	0	nnnn	nnnn	last	J	1	0
21914	MT	Genesis	39	23	YLX[	MYLJX	MYLJX	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
22094	MT	Genesis	40	10	BCL[	HBCJLW	HBCJL	CCCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	הבשילו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
22142	MT	Genesis	40	13	CWB[	HCJBK	HCJB	CCMC	CCMCC	hif	perf	sg	m	p3	verb	K			W	nnnnn	nnnnn	השיבך		noH	-	-	1	1	0	0	nnnn	nnnn	last	J	1	0
22525	MT	Genesis	41	9	ZKR[	MZKJR	MZKJR	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מזכיר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
22592	MT	Genesis	41	13	CWB[	HCJB	HCJB	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	השיב		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
22793	MT	Genesis	41	24	NGD[	MGJD	MGJD	CCMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מגיד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
22809	MT	Genesis	41	25	NGD[	HGJD	HGJD	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
22962	MT	Genesis	41	34	PQD[	JPQD	JPQD	CCCC	CCCC	hif	impf	sg	m	p3	verb				W	nnnn	nnnn	יפקד		noH	-	-	0	1	0	0	nnnn	nnnn	last		0	0
23156	MT	Genesis	41	44	RWM[	JRJM	JRJM	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	ירים		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
23520	MT	Genesis	42	6	CBR=[	MCBJR	MCBJR	CCCMC	CCCMC	hif	ptca	sg	m	unknown	verb				H	nnnnn	nnnnn	משביר		noH	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1	0
23571	MT	Genesis	42	8	NKR[	HKRHW	HKR	CCC	CCCCM	hif	perf	pl	unknown	p3	verb	HW				nnnnn	nnnnn	הכרהו		noH	-	-	1	0	0	0	nnn	nnn	last		0	0
23741	MT	Genesis	42	19	BW>[	HBJ>W	HBJ>	CCMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הביאו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
23750	MT	Genesis	42	20	BW>[	TBJ>W	TBJ>	CCMC	CCMCM	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תביאו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
23823	MT	Genesis	42	23	LJY[	MLJY	MLJY	CCMC	CCMC	hif	ptca	sg	m	unknown	verb				H	nnnn	nnnn	מליץ		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
23858	MT	Genesis	42	25	CWB[	HCJB	HCJB	CCMC	CCMC	hif	infc		unknown	unknown	verb				WL	nnnn	nnnn	השיב		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
24012	MT	Genesis	42	33	NWX[	HNJXW	HNJX	CCMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הניחו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
24022	MT	Genesis	42	34	BW>[	HBJ>W	HBJ>	CCMC	CCMCM	hif	impv	pl	m	p2	verb				W	nnnnn	nnnnn	הביאו		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
24049	MT	Genesis	42	35	RJQ[	MRJQJM	MRJQ	CCMC	CCMCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	מריקים		noH	-	-	0	0	0	1	nnnn	nnnn	last	J	1	0
24097	MT	Genesis	42	37	MWT[	TMJT	TMJT	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תמית		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
24100	MT	Genesis	42	37	BW>[	>BJ>NW	>BJ>	CCMC	CCMCCM	hif	impf	sg	unknown	p1	verb	W				nnnnnn	nnnnnn	אביאנו		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
24108	MT	Genesis	42	37	CWB[	>CJBNW	>CJB	CCMC	CCMCCM	hif	impf	sg	unknown	p1	verb	W				nnnnnn	nnnnnn	אשיבנו		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
24158	MT	Genesis	43	2	BW>[	HBJ>W	HBJ>	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	הביאו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
24177	MT	Genesis	43	3	<WD[	H<D	H<D	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	העד		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
24224	MT	Genesis	43	6	NGD[	HGJD	HGJD	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הגיד		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
24370	MT	Genesis	43	12	CWB[	TCJBW	TCJB	CCMC	CCMCM	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תשיבו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
24899	MT	Genesis	44	4	RXQ[	HRXJQW	HRXJQ	CCCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	הרחיקו		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
25039	MT	Genesis	44	12	XLL[	HXL	HXL	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	החל		noH	-	-	0	0	0	0	nnn	nnn	last		0	0
25408	MT	Genesis	44	32	BW>[	>BJ>NW	>BJ>	CCMC	CCMCCM	hif	impf	sg	unknown	p1	verb	W				nnnnnn	nnnnnn	אביאנו		noH	-	-	1	0	0	0	nnnn	nnnn	last	J	1	0
25952	MT	Genesis	45	26	>MN[	H>MJN	H>MJN	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	האמין		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
26121	MT	Genesis	46	7	BW>[	HBJ>	HBJ>	CCMM	CCMM	hif	perf	sg	m	p3	verb					nnnn	nnnn	הביא		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
26486	MT	Genesis	46	31	NGD[	>GJDH	>GJD	CCMC	CCMCM	hif	impf	sg	unknown	p1	verb				W	nnnnn	nnnnn	אגידה		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
26519	MT	Genesis	46	32	BW>[	HBJ>W	HBJ>	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	הביאו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
26743	MT	Genesis	47	9	NFG[	HFJGW	HFJG	CCMC	CCMCM	hif	perf	pl	unknown	p3	verb					nnnnn	nnnnn	השיגו		noH	-	-	0	0	0	0	nnnn	nnnn	last	J	1	0
27051	MT	Genesis	47	21	<BR[	H<BJR	H<BJR	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	העביר		noH	-	-	0	0	0	0	nnnnn	nnnnn	last	J	1	0
27658	MT	Genesis	48	17	SWR[	HSJR	HSJR	CCMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הסיר		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
27754	MT	Genesis	48	21	CWB[	HCJB	HCJB	CCMC	CCMC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	השיב		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
27787	MT	Genesis	49	1	NGD[	>GJDH	>GJD	CCMC	CCMCM	hif	impf	sg	unknown	p1	verb				W	nnnnn	nnnnn	אגידה		noH	-	-	0	1	0	0	nnnn	nnnn	last	J	1	0
