tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
92907	MT	Deuteronomy	1	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
92915	MT	Deuteronomy	1	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
93010	MT	Deuteronomy	1	9	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
93120	MT	Deuteronomy	1	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
93383	MT	Deuteronomy	1	28	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
93510	MT	Deuteronomy	1	34	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
93566	MT	Deuteronomy	1	37	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
93776	MT	Deuteronomy	2	2	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
93794	MT	Deuteronomy	2	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
94073	MT	Deuteronomy	2	17	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
94254	MT	Deuteronomy	2	26	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
94892	MT	Deuteronomy	3	18	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
94972	MT	Deuteronomy	3	21	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
95018	MT	Deuteronomy	3	23	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
95204	MT	Deuteronomy	4	2	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
95384	MT	Deuteronomy	4	10	>MR[	>MR	>MR	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	אמר	nnn	nnn	first		0
96414	MT	Deuteronomy	5	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
96783	MT	Deuteronomy	5	25	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמע	nnn	nnn	first		0
96873	MT	Deuteronomy	5	29	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	שמר	nnn	nnn	first		0
96997	MT	Deuteronomy	6	2	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
97284	MT	Deuteronomy	6	19	HDP[	HDP	HDP	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	הדף	nnn	nnn	first		0
97299	MT	Deuteronomy	6	20	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
97879	MT	Deuteronomy	7	20	>BD[	>BD	>BD	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	אבד	nnn	nnn	first		0
98215	MT	Deuteronomy	8	11	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	שמר	nnn	nnn	first		0
98477	MT	Deuteronomy	9	4	HDP[	HDP	HDP	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	הדף	nnn	nnn	first		0
98485	MT	Deuteronomy	9	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
98738	MT	Deuteronomy	9	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
98961	MT	Deuteronomy	9	23	CLX[	CLX	CLX	CCC	CCC	qal	infc		unknown	unknown	verb				WB	nnn	nnn	שלח	nnn	nnn	first		0
98967	MT	Deuteronomy	9	23	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
99293	MT	Deuteronomy	10	8	<MD[	<MD	<MD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עמד	nnn	nnn	first		0
99412	MT	Deuteronomy	10	12	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	עבד	nnn	nnn	first		0
99424	MT	Deuteronomy	10	13	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
100664	MT	Deuteronomy	12	17	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	nnn	nnn	first		0
100757	MT	Deuteronomy	12	20	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	nnn	nnn	first		0
100824	MT	Deuteronomy	12	23	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	אכל	nnn	nnn	first		0
100976	MT	Deuteronomy	12	30	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
101062	MT	Deuteronomy	13	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
101197	MT	Deuteronomy	13	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
101326	MT	Deuteronomy	13	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
101339	MT	Deuteronomy	13	14	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
101458	MT	Deuteronomy	13	19	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
102066	MT	Deuteronomy	15	5	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
102158	MT	Deuteronomy	15	9	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
102227	MT	Deuteronomy	15	11	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
102569	MT	Deuteronomy	16	5	ZBX[	ZBX	ZBX	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	זבח	nnn	nnn	first		0
102659	MT	Deuteronomy	16	9	SPR[	SPR	SPR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	ספר	nnn	nnn	first		0
102982	MT	Deuteronomy	17	2	<BR[	<BR	<BR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבר	nnn	nnn	first		0
103231	MT	Deuteronomy	17	12	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	שמע	nnn	nnn	first		0
103410	MT	Deuteronomy	17	19	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
103540	MT	Deuteronomy	18	5	<MD[	<MD	<MD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עמד	nnn	nnn	first		0
103731	MT	Deuteronomy	18	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
103735	MT	Deuteronomy	18	16	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמע	nnn	nnn	first		0
103961	MT	Deuteronomy	19	5	XVB[	XVB	XVB	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	חטב	nnn	nnn	first		0
103970	MT	Deuteronomy	19	5	KRT[	KRT	KRT	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	כרת	nnn	nnn	first		0
104034	MT	Deuteronomy	19	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
104429	MT	Deuteronomy	20	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
104738	MT	Deuteronomy	20	19	NDX[	NDX	NDX	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	נדח	nnn	nnn	first		0
105322	MT	Deuteronomy	22	2	DRC[	DRC	DRC	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	דרש	nnn	nnn	first		0
105586	MT	Deuteronomy	22	17	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
105992	MT	Deuteronomy	23	6	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמע	nnn	nnn	first		0
106285	MT	Deuteronomy	23	23	NDR[	NDR	NDR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	נדר	nnn	nnn	first		0
106521	MT	Deuteronomy	24	8	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
106567	MT	Deuteronomy	24	10	<BV[	<BV	<BV	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבט	nnn	nnn	first		0
107597	MT	Deuteronomy	26	17	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	שמר	nnn	nnn	first		0
107605	MT	Deuteronomy	26	17	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	שמע	nnn	nnn	first		0
107625	MT	Deuteronomy	26	18	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	שמר	nnn	nnn	first		0
107667	MT	Deuteronomy	27	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
107836	MT	Deuteronomy	27	9	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
107881	MT	Deuteronomy	27	11	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
108116	MT	Deuteronomy	28	1	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
108359	MT	Deuteronomy	28	13	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
108396	MT	Deuteronomy	28	15	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
108941	MT	Deuteronomy	28	45	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
109518	MT	Deuteronomy	28	69	KRT[	KRT	KRT	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	כרת	nnn	nnn	first		0
109597	MT	Deuteronomy	29	3	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמע	nnn	nnn	first		0
109873	MT	Deuteronomy	29	17	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבד	nnn	nnn	first		0
109903	MT	Deuteronomy	29	18	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
109922	MT	Deuteronomy	29	19	SLX[	SLX	SLX	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	סלח	nnn	nnn	first		0
110390	MT	Deuteronomy	30	10	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
110438	MT	Deuteronomy	30	12	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
110461	MT	Deuteronomy	30	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
110527	MT	Deuteronomy	30	16	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	שמר	nnn	nnn	first		0
110630	MT	Deuteronomy	30	20	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמע	nnn	nnn	first		0
110880	MT	Deuteronomy	31	10	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
111092	MT	Deuteronomy	31	17	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	nnn	nnn	first		0
111294	MT	Deuteronomy	31	24	KTB[	KTB	KTB	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	כתב	nnn	nnn	first		0
111316	MT	Deuteronomy	31	25	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
112076	MT	Deuteronomy	32	46	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
112127	MT	Deuteronomy	32	48	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
112763	MT	Deuteronomy	34	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
112945	MT	Joshua	1	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113067	MT	Joshua	1	7	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
113149	MT	Joshua	1	10	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113161	MT	Joshua	1	11	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113208	MT	Joshua	1	12	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113220	MT	Joshua	1	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113308	MT	Joshua	1	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113371	MT	Joshua	2	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113399	MT	Joshua	2	2	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113410	MT	Joshua	2	2	XPR=[	XPR	XPR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	חפר	nnn	nnn	first		0
113421	MT	Joshua	2	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
113434	MT	Joshua	2	3	XPR=[	XPR	XPR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	חפר	nnn	nnn	first		0
113468	MT	Joshua	2	5	SGR[	SGWR	SGWR	CCMC	CCMC	qal	infc		unknown	unknown	verb				L	nnnn	nnnn	סגור	nnnn	nnnn	first	W	1
113988	MT	Joshua	3	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114065	MT	Joshua	3	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114125	MT	Joshua	3	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114260	MT	Joshua	3	14	NS<[	NS<	NS<	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	נסע	nnn	nnn	first		0
114266	MT	Joshua	3	14	<BR[	<BR	<BR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבר	nnn	nnn	first		0
114384	MT	Joshua	3	17	<BR[	<BR	<BR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבר	nnn	nnn	first		0
114397	MT	Joshua	4	1	<BR[	<BWR	<BWR	CCMC	CCMC	qal	infc		unknown	unknown	verb				L	nnnn	nnnn	עבור	nnnn	nnnn	first	W	1
114407	MT	Joshua	4	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114426	MT	Joshua	4	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114516	MT	Joshua	4	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114671	MT	Joshua	4	11	<BR[	<BWR	<BWR	CCMC	CCMC	qal	infc		unknown	unknown	verb				L	nnnn	nnnn	עבור	nnnn	nnnn	first	W	1
114751	MT	Joshua	4	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114772	MT	Joshua	4	17	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114862	MT	Joshua	4	21	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114870	MT	Joshua	4	21	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114881	MT	Joshua	4	22	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
114941	MT	Joshua	5	1	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	nnn	nnn	first		0
115438	MT	Joshua	6	5	MCK[	MCK	MCK	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	משך	nnn	nnn	first		0
115516	MT	Joshua	6	8	>MR[	>MR	>MR	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	אמר	nnn	nnn	first		0
115576	MT	Joshua	6	10	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
115837	MT	Joshua	6	20	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	nnn	nnn	first		0
116041	MT	Joshua	6	26	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
116128	MT	Joshua	7	2	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
116890	MT	Joshua	8	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
117208	MT	Joshua	8	16	RDP[	RDP	RDP	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	רדף	nnn	nnn	first		0
117416	MT	Joshua	8	24	HRG[	HRG	HRG	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	הרג	nnn	nnn	first		0
117746	MT	Joshua	9	1	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	nnn	nnn	first		0
117974	MT	Joshua	9	11	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
118156	MT	Joshua	9	19	NG<[	NG<	NG<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	נגע	nnn	nnn	first		0
118206	MT	Joshua	9	22	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
118211	MT	Joshua	9	22	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
118354	MT	Joshua	10	1	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	nnn	nnn	first		0
118441	MT	Joshua	10	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
118499	MT	Joshua	10	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
118712	MT	Joshua	10	14	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמע	nnn	nnn	first		0
118753	MT	Joshua	10	17	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
119174	MT	Joshua	10	33	<ZR[	<ZR	<ZR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עזר	nnn	nnn	first		0
119433	MT	Joshua	11	1	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	nnn	nnn	first		0
121155	MT	Joshua	14	7	CLX[	CLX	CLX	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	שלח	nnn	nnn	first		0
121200	MT	Joshua	14	9	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
121273	MT	Joshua	14	11	CLX[	CLX	CLX	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	שלח	nnn	nnn	first		0
121771	MT	Joshua	15	18	C>L[	C>WL	C>WL	CCMC	CCMC	qal	infc		unknown	unknown	verb				L	nnnn	nnnn	שאול	nnnn	nnnn	first	W	1
122481	MT	Joshua	17	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
122719	MT	Joshua	17	14	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
122813	MT	Joshua	17	17	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
123019	MT	Joshua	18	8	KTB[	KTB	KTB	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	כתב	nnn	nnn	first		0
123024	MT	Joshua	18	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
124058	MT	Joshua	19	49	NXL[	NXL	NXL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	נחל	nnn	nnn	first		0
124141	MT	Joshua	20	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
124147	MT	Joshua	20	2	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
124429	MT	Joshua	21	2	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
125355	MT	Joshua	22	5	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	שמר	nnn	nnn	first		0
125416	MT	Joshua	22	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
125527	MT	Joshua	22	11	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
125644	MT	Joshua	22	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
125869	MT	Joshua	22	24	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
125876	MT	Joshua	22	24	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
125942	MT	Joshua	22	27	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבד	nnn	nnn	first		0
126006	MT	Joshua	22	29	MRD[	MRD	MRD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	מרד	nnn	nnn	first		0
126328	MT	Joshua	23	6	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	nnn	nnn	first		0
126876	MT	Joshua	24	10	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמע	nnn	nnn	first		0
127010	MT	Joshua	24	15	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבד	nnn	nnn	first		0
127058	MT	Joshua	24	16	<ZB[	<ZB	<ZB	CCC	CCC	qal	infc		unknown	unknown	verb				M	nnn	nnn	עזב	nnn	nnn	first		0
127062	MT	Joshua	24	16	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבד	nnn	nnn	first		0
127144	MT	Joshua	24	19	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבד	nnn	nnn	first		0
127208	MT	Joshua	24	22	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבד	nnn	nnn	first		0
127466	MT	Judges	1	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	nnn	nnn	first		0
127721	MT	Judges	1	14	C>L[	C>WL	C>WL	CCMC	CCMC	qal	infc		unknown	unknown	verb				L	nnnn	nnnn	שאול	nnnn	nnnn	first	W	1
