tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs
2051931	4Q88	Psalms	107	12	<ZR[	<ZR	<ZR	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
2051798	4Q88	Psalms	22	14	VRP[	VRP	VRP	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
2051800	4Q88	Psalms	22	14	C>G[	C>G	C>G	CCC	CCC	qal	ptca	sg	m	NA	verb				W	rrr	nnn
2051901	4Q88	Psalms	107	9	CQQ[	CQQH	CQQH	CCCM	CCCM	qal	ptca	sg		NA	verb					rnnn	nnnn
2052195	4Q88	Psalms	109	6	FVN[	FWVN	FWVN	CMCC	CMCC	qal	ptca	sg	m	NA	verb				W	nnnr	nnnn
2051844	4Q88	Psalms	107	2	G>L[	G>WLJ	G>WL	CCCC	CCCCC	qal	ptcp	pl	m	NA	verb		J			nnrrr	nnnnn
2051905	4Q88	Psalms	107	10	JCB[	JCBJ	JCB	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			rrnn	nnnn
2051830	4Q88	Psalms	22	16	CPV[	CWPV	CWPV	CMCC	CMCC	qal	ptca	sg		NA	verb					nnnn	nnnn
2052014	4Q88	Psalms	107	23	JRD[	JWRDJ	JWRD	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			rrrrr	nnnnn
2052019	4Q88	Psalms	107	23	<FH[	<FJ	<F	CC	CCM	qal	ptca	pl	m	NA	verb		J			rrr	nnn
2052144	4Q88	Psalms	107	40	CPK[	CPK	CPK	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
1802330	4Q483	Genesis	1	28	RMF[	RWMFT	RWMFT	CMCCC	CMCCC	qal	ptca	sg	f	NA	verb				H	rrrrr	nnnnn
2071919	4Q483	Genesis	1	29	ZR<[	ZWR<	ZWR<	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2086162	11Q5	Psalms	141	6	CPV[	CWPVJHM	CWPV	CMCC	CMCCMCC	qal	ptca	pl	m	NA	verb	HM	J			nnnnnnn	nnnnnnn
2084060	11Q5	Psalms	119	1	HLK[	HWLKJM	HWLK	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
2085758	11Q5	Psalms	145	19	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085761	11Q5	Psalms	145	19	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2085052	11Q5	Psalms	135	2	<MD[	<WMDJM	<WMD	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		C	nnnnnn	nnnnnn
2086461	11Q5	Psalms	143	3	MWT[	MJTJ	MJT	CMC	CMCM	qal	ptca	pl	m	NA	verb		J		K	nnnn	nnnn
2082575	11Q5	Psalms	118	26	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
2082577	11Q5	Psalms	118	26	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb				H	nn	nn
2083672	11Q5	Psalms	126	1	XLM[	XLWMJM	XLWM	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM		K	nnnnnn	nnnnnn
2085525	11Q5	Psalms	145	3	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085528	11Q5	Psalms	145	3	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2083841	11Q5	Psalms	129	8	<BR[	<WBRJM	<WBR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
2084262	11Q5	Psalms	119	42	XRP[	XWRPJ	XWRP	CMCC	CMCCM	qal	ptca	sg	m	NA	verb	J				nnnnn	nnnnn
2085030	11Q5	Psalms	119	176	>BD[	>WBD	>WBD	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2083710	11Q5	Psalms	126	5	ZR<[	ZWR<JM	ZWR<	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
2082543	11Q5	Psalms	109	29	FVN[	FWVNJ	FWVN	CMCC	CMCCM	qal	ptca	pl	m	NA	verb	J				rrrrr	nnnnn
2085243	11Q5	Psalms	136	4	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				L	nnnn	nnnn
2085344	11Q5	Psalms	136	12	NVH[	NVWJH	NVWJH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn
2084839	11Q5	Psalms	119	140	YRP[	YRWPH	YRWPH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn
2083411	11Q5	Psalms	121	3	CMR[	CWMRKH	CWMR	CMCC	CMCCCM	qal	ptca	sg	m	NA	verb	KH				nnnnnn	nnnnnn
2084777	11Q5	Psalms	119	132	>HB[	>WHBJ	>WHB	CCCC	CCCCM	qal	ptca	pl	m	NA	verb		J		L	nnnnn	nnnnn
2085687	11Q5	Psalms	145	16	PTX[	PWTX	PWTX	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2085697	11Q5	Psalms	145	16	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085700	11Q5	Psalms	145	16	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2086170	11Q5	Psalms	141	7	PLX[	PLX	PLX	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
2086172	11Q5	Psalms	141	7	BQ<[	BQ<	BQ<	CCC	CCC	qal	ptca	sg	m	NA	verb				W	nnn	nnn
2084066	11Q5	Psalms	119	2	NYR[	NWYRJ	NWYR	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			rrrrr	nnnnn
2085768	11Q5	Psalms	145	20	CMR[	CWMR	CWMR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2085779	11Q5	Psalms	145	20	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085782	11Q5	Psalms	145	20	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2084376	11Q5	Psalms	119	63	CMR[	CWMRJ	CWMR	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J		WL	nnnnn	nnnnn
2083816	11Q5	Psalms	129	5	FN>[	FN>J	FN>	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			rnnn	nnnn
2083135	11Q5	Psalms	105	37	KCL[	KWCL	KWCL	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2084408	11Q5	Psalms	119	67	CGG[	CWGG	CWGG	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2082649	11Q5	Psalms	104	3	FJM[	FM	FM	CC	CC	qal	ptca	sg	m	NA	verb				H	nn	nn
2085543	11Q5	Psalms	145	4	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085546	11Q5	Psalms	145	4	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2086709	11Q5	Psalms	134	3	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2083721	11Q5	Psalms	126	6	NF>[	NWF>J	NWF>	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
2083729	11Q5	Psalms	126	6	NF>[	NWF>J	NWF>	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
2082263	11Q5	Psalms	101	6	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	NA	verb					nrr	nnn
2086398	11Q5	Psalms	142	7	RDP[	RWDPJ	RWDP	CMCC	CMCCM	qal	ptca	pl	m	NA	verb	J			M	nnnnn	nnnnn
2086236	11Q5	Psalms	133	2	JRD[	JWRD	JWRD	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2086243	11Q5	Psalms	133	2	JRD[	JRD	JRD	MCC	MCC	qal	ptca	sg	m	NA	verb				C	nnn	nnn
2085596	11Q5	Psalms	145	12	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2083468	11Q5	Psalms	122	1	>MR[	>WMRJM	>WMR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		B	rrrrrr	nnnnnn
2086317	11Q5	Psalms	144	4	<BR[	<WBR	<WBR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2085351	11Q5	Psalms	136	13	GZR[	GWZR	GWZR	CMCC	CMCC	qal	ptca	sg	m	NA	verb				L	nnnn	nnnn
2085883	11Q5	Psalms	139	14	JD<[	JD<T	JD<T	CCCC	CCCC	qal	ptca	sg	f	NA	verb					nnnn	nnnn
2086078	11Q5	Psalms	138	6	RWM[	RM	RM	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
2082593	11Q5	Psalms	118	27	>SR[	>SWRJ	>SWR	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			nnnnn	nnnnn
2083419	11Q5	Psalms	121	4	CMR[	CWMR	CWMR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2083554	11Q5	Psalms	123	1	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
2083365	11Q5	Psalms	148	11	CPV[	CWPVJ	CWPV	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			rrrrr	nnnnn
2085253	11Q5	Psalms	136	5	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				L	nnnn	nnnn
2084918	11Q5	Psalms	119	157	RDP[	RWDPJ	RWDP	CMCC	CMCCM	qal	ptca	pl	m	NA	verb	J				nnnnn	nnnnn
2085417	11Q5	Psalms	118	15	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	f	NA	verb					nnn	nnn
2084494	11Q5	Psalms	119	84	RDP[	RWDPJ	RWDP	CMCC	CMCCM	qal	ptca	pl	m	NA	verb	J			B	nnnnn	nnnnn
2085800	11Q5	Psalms	145	21	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085803	11Q5	Psalms	145	21	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2082658	11Q5	Psalms	104	4	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2082663	11Q5	Psalms	104	4	LHV[	LWHVT	LWHVT	CMCCC	CMCCC	qal	ptca	sg	m	NA	verb					nnnnn	nnnnn
2082859	11Q5	Psalms	147	2	BNH[	BWNH	BWNH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2082275	11Q5	Psalms	101	7	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
2082277	11Q5	Psalms	101	7	DBR[	DBR	DBR	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
2085614	11Q5	Psalms	145	13	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085617	11Q5	Psalms	145	13	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2085633	11Q5	Psalms	145	13	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085636	11Q5	Psalms	145	13	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2083474	11Q5	Psalms	122	2	<MD[	<WMDWT	<WMD	CMCC	CMCCMC	qal	ptca	pl	f	NA	verb		WT			nnnnnn	nnnnnn
2085717	11Q5	Psalms	145	17	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085720	11Q5	Psalms	145	17	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2083519	11Q5	Psalms	122	6	>HB[	>WHBJK	>WHB	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb	K	J			rnnnnn	nnnnnn
2085486	11Q5	Psalms	145	1	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085489	11Q5	Psalms	145	1	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2085560	11Q5	Psalms	145	5	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085563	11Q5	Psalms	145	5	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2085264	11Q5	Psalms	136	6	RQ<[	RWQ<	RWQ<	CMCC	CMCC	qal	ptca	sg	m	NA	verb				L	nnnn	nnnn
2086269	11Q5	Psalms	144	1	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
2084927	11Q5	Psalms	119	158	BGD[	BWGDJM	BWGD	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
2086252	11Q5	Psalms	133	3	JRD[	JWRD	JWRD	CMCC	CMCC	qal	ptca	sg	m	NA	verb				C	nnnn	nnnn
2084963	11Q5	Psalms	119	162	FWF[	FF	FF	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
2084968	11Q5	Psalms	119	162	MY>[	MWY>	MWY>	CMCM	CMCM	qal	ptca	sg	m	NA	verb				M	nnnn	nnnn
2083903	11Q5	Psalms	130	6	CMR[	CWMRJM	CWMR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		M	rrrrrr	nnnnnn
2083906	11Q5	Psalms	130	6	CMR[	CWMRJM	CWMR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
2082680	11Q5	Psalms	104	21	C>G[	C>GJM	C>G	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rnnrr	nnnnn
2083581	11Q5	Psalms	124	8	<ZR[	<WZRNW	<WZR	CMCC	CMCCCM	qal	ptca	sg	m	NA	verb	NW				nnnnnn	nnnnnn
2083585	11Q5	Psalms	124	8	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2083425	11Q5	Psalms	121	5	CMR[	CWMRKH	CWMR	CMCC	CMCCCM	qal	ptca	sg	m	NA	verb	KH				nnnnnn	nnnnnn
2084862	11Q5	Psalms	119	150	RDP[	RWDPJ	RWDP	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
2083333	11Q5	Psalms	148	8	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	f	NA	verb					nnnn	nnnn
2085207	11Q5	Psalms	135	21	CKN[	CWKN	CWKN	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2085730	11Q5	Psalms	145	18	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2085739	11Q5	Psalms	145	18	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085742	11Q5	Psalms	145	18	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2086201	11Q5	Psalms	141	9	P<L[	PW<LJ	PW<L	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
2084710	11Q5	Psalms	119	118	CGH[	CWGJM	CWG	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM			nnnnn	nnnnn
2085496	11Q5	Psalms	145	2	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085506	11Q5	Psalms	145	2	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085509	11Q5	Psalms	145	2	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2086689	11Q5	Psalms	134	1	<MD[	<WMDJM	<WMD	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
2083832	11Q5	Psalms	129	7	QYR=[	QWYR	QWYR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrnn	nnnn
2085577	11Q5	Psalms	145	6	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085580	11Q5	Psalms	145	6	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	rrrr	nnnn
2082297	11Q5	Psalms	101	8	P<L[	PW<LJ	PW<L	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nrrnr	nnnnn
2085276	11Q5	Psalms	136	7	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				L	nnnn	nnnn
2086294	11Q5	Psalms	144	2	RDD[	RWDD	RWDD	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
2085643	11Q5	Psalms	145	14	SMK[	SWMK	SWMK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2085648	11Q5	Psalms	145	14	NPL[	NWPLJM	NWPL	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
2085650	11Q5	Psalms	145	14	ZQP[	ZWQP	ZWQP	CMCC	CMCC	qal	ptca	sg	m	NA	verb				W	nnnn	nnnn
2085654	11Q5	Psalms	145	14	KPP[	KPWPJM	KPWP	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
2085655	11Q5	Psalms	145	14	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085658	11Q5	Psalms	145	14	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2083483	11Q5	Psalms	122	3	BNH[	BNWJH	BNWJH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb				H	nnnnn	nnnnn
2086553	11Q5	Psalms	149	9	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
2083398	11Q5	Psalms	121	2	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2086374	11Q5	Psalms	142	5	DRC[	DWRC	DWRC	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2084156	11Q5	Psalms	119	21	>RR[	>RWRJM	>RWR	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnnn	nnnnnn
2084158	11Q5	Psalms	119	21	CGH[	CWGJM	CWG	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnn	nnnnn
2086510	11Q5	Psalms	143	7	JRD[	JWRDJ	JWRD	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnrr	nnnnn
2082634	11Q5	Psalms	104	2	<VH[	<WVH	<WVH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2082638	11Q5	Psalms	104	2	NVH[	NWVH	NWVH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2083594	11Q5	Psalms	125	1	BVX[	BWVXJM	BWVX	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
2085173	11Q5	Psalms	135	18	<FH[	<WFJHM	<WF	CMC	CMCMCC	qal	ptca	pl	m	NA	verb	HM	J			nnnnnn	nnnnnn
2085177	11Q5	Psalms	135	18	BVX[	BVX	BVX	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
2083655	11Q5	Psalms	125	5	P<L[	PW<LJ	PW<L	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
2085671	11Q5	Psalms	145	15	NTN[	NWTN	NWTN	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2085677	11Q5	Psalms	145	15	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb					nnnn	nnnn
2085680	11Q5	Psalms	145	15	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg		NA	verb				W	nnnn	nnnn
2086846	11Q6	Psalms	133	2	JRD[	JWRD	JWRD	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2086853	11Q6	Psalms	133	2	JRD[	JWRD	JWRD	CMCC	CMCC	qal	ptca	sg	m	NA	verb				C	nnnn	nnnn
2086784	11Q6	Psalms	119	165	>HB[	>WHBJ	>WHB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J		L	rrrrr	nnnnn
2086810	11Q6	Psalms	118	15	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	f	NA	verb					rnn	nnn
2086879	11Q6	Psalms	144	1	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
2086862	11Q6	Psalms	133	3	JRD[	JWRD	JWRD	CMCC	CMCC	qal	ptca	sg	m	NA	verb				C	nnnr	nnnn
2086904	11Q6	Psalms	144	2	RDD[	RWDD	RWDD	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	rrrr	nnnn
1890114	1Q1	Genesis	23	18	BW>[	B>J	B>	CC	CCM	qal	ptca	pl	m	NA	verb		J			rrr	nnn
1889929	1Q1	Genesis	1	21	RMF[	RMFT	RMFT	CCCC	CCCC	qal	ptca	sg	f	NA	verb				H	rrrr	nnnn
1890002	1Q1	Genesis	3	14	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1890456	1Q2	Exodus	20	6	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	m	NA	verb				W	rrr	nnn
1890461	1Q2	Exodus	20	6	>HB[	>HBJ	>HB	CCC	CCCC	qal	ptca	pl	m	NA	verb	J			L	rrrr	nnnn
1890464	1Q2	Exodus	20	6	CMR[	CMRJ	CMR	CCC	CCCM	qal	ptca	pl	m	NA	verb		J		WL	rrrr	nnnn
1890442	1Q2	Exodus	20	5	PQD[	PQD	PQD	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
1890453	1Q2	Exodus	20	5	FN>[	FN>J	FN>	CCC	CCCC	qal	ptca	pl	m	NA	verb	J			L	rrrr	nnnn
1890682	1Q3	Leviticus	19	34	GWR[	GR	GR	CC	CC	qal	ptca	sg	m	NA	verb				H	rr	nn
1891070	1Q3	Numbers	36	8	JRC[	JRCT	JRCT	CCCC	CCCC	qal	ptca	sg	f	NA	verb					rrrr	nnnn
1890877	1Q3	Leviticus	22	4	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
1890879	1Q3	Leviticus	22	4	ZWB[	ZB	ZB	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
1890889	1Q3	Leviticus	22	4	NG<[	NG<	NG<	CCC	CCC	qal	ptca	sg	m	NA	verb				WH	rrr	nnn
1890774	1Q3	Leviticus	20	24	ZWB[	ZBT	ZBT	CCC	CCC	qal	ptca	sg	f	NA	verb					rrr	nnn
1891699	1Q4	Deuteronomy	13	13	NTN[	NTN	NTN	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
1891716	1Q4	Deuteronomy	13	14	JCB[	JCBJ	JCB	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			rrrr	nnnn
1891462	1Q4	Deuteronomy	11	29	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb					rr	nn
1891547	1Q4	Deuteronomy	13	2	XLM[	XLM	XLM	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
1891652	1Q4	Deuteronomy	13	6	PDH[	PWDKH	PWD	CMC	CMCCM	qal	ptca	sg	m	NA	verb	KH			WH	rrrrr	nnnnn
1891499	1Q4	Deuteronomy	11	30	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	NA	verb				H	rrr	nnn
1891588	1Q4	Deuteronomy	13	4	XLM[	XWLM	XWLM	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
1891602	1Q4	Deuteronomy	13	4	>HB[	>HBJM	>HB	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
1891305	1Q4	Deuteronomy	8	18	NTN[	NTN	NTN	CCC	CCC	qal	ptca	sg	m	NA	verb				H	rrr	nnn
1893647	1Q5	Deuteronomy	33	19	FPN[	FPWNJ	FPWN	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J		W	rrrrr	nnnnn
1893648	1Q5	Deuteronomy	33	19	VMN[	VMWNJ	VMWN	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			rrrrr	nnnnn
1893524	1Q5	Deuteronomy	32	28	>BD[	>BD	>BD	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
1892621	1Q5	Deuteronomy	25	16	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	m	NA	verb					nrr	nnn
1892624	1Q5	Deuteronomy	25	16	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
1892841	1Q5	Deuteronomy	29	13	KRT[	KRT	KRT	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
1893219	1Q5	Deuteronomy	31	6	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	NA	verb				H	rrr	nnn
1892923	1Q5	Deuteronomy	29	17	PNH[	PNH	PNH	CCM	CCM	qal	ptca	sg	m	NA	verb					nnn	nnn
1892944	1Q5	Deuteronomy	29	17	PRH[	PRH	PRH	CCM	CCM	qal	ptca	sg	m	NA	verb					rnn	nnn
1893466	1Q5	Deuteronomy	32	24	LXM=[	LXMJ	LXMJ	CCCM	CCCM	qal	ptcp	pl	m	NA	verb				W	rrnn	nnnn
1893477	1Q5	Deuteronomy	32	24	ZXL[	ZXLJ	ZXL	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			rrrr	nnnn
1893596	1Q5	Deuteronomy	33	16	CKN[	CKNJ	CKNJ	CCCM	CCCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
1892460	1Q5	Deuteronomy	24	11	NC>[	NCH	NCH	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
1892538	1Q5	Deuteronomy	24	15	NF>[	NF>	NF>	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
1893691	1Q5	Deuteronomy	33	24	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
1893696	1Q5	Deuteronomy	33	24	RYH[	RYWJ	RYWJ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
1893699	1Q5	Deuteronomy	33	24	VBL[	VBL	VBL	CCC	CCC	qal	ptca	sg	m	NA	verb				W	rrr	nnn
1893549	1Q5	Deuteronomy	33	12	XPP[	XPP	XPP	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
