tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs
1910055	1Qisaa	Isaiah	42	3	RYY[	RYWY	RYWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1896199	1Qisaa	Isaiah	4	3	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				H	nnnn	nnnn
1901982	1Qisaa	Isaiah	21	12	CMR[	CWMR	CWMR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1896552	1Qisaa	Isaiah	5	17	KBC[	KBWCJM	KBWC	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1896558	1Qisaa	Isaiah	5	17	GWR[	GRJM	GR	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			nnnn	nnnn
1914762	1Qisaa	Isaiah	54	13	BNH[	BWNJKJ	BWN	CMC	CMCMCM	qal	ptca	pl	m	NA	verb	KJ	J			nnnnnn	nnnnnn
1897929	1Qisaa	Isaiah	8	18	CKN[	CWKN	CWKN	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1906490	1Qisaa	Isaiah	33	22	CPV[	CWPVNW	CWPV	CMCC	CMCCCM	qal	ptca	sg	m	NA	verb	NW				nnnnnn	nnnnnn
1910140	1Qisaa	Isaiah	42	7	>SR[	>SWR	>SWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1910145	1Qisaa	Isaiah	42	7	JCB[	JWCBJ	JWCB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1911592	1Qisaa	Isaiah	45	8	>MR[	>MR	>MR	CCC	CCC	qal	ptca	sg		NA	verb				H	nnn	nnn
1908955	1Qisaa	Isaiah	39	6	BW>[	B>JM	B>	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			nnnn	nnnn
1913239	1Qisaa	Isaiah	49	23	>MN[	>MNJK	>MN	CCC	CCCMC	qal	ptca	pl	m	NA	verb	K	J			nnnnn	nnnnn
1913259	1Qisaa	Isaiah	49	23	QWH[	QWJ	QW	CC	CCM	qal	ptca	pl	m	NA	verb	J				nnn	nnn
1917388	1Qisaa	Isaiah	63	2	DRK[	DWRK	DWRK	CMCC	CMCC	qal	ptca	sg	m	NA	verb				K	nnnn	nnnn
1900854	1Qisaa	Isaiah	17	7	<FH[	<WFWHJ	<WFW	CMCC	CMCCCM	qal	ptca	pl		NA	verb	HJ				nnnnnn	nnnnnn
1918425	1Qisaa	Isaiah	66	3	CXV[	CWXV	CWXV	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1918431	1Qisaa	Isaiah	66	3	ZBX[	ZWBX	ZWBX	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1918434	1Qisaa	Isaiah	66	3	<RP=[	<WRP	<WRP	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1904980	1Qisaa	Isaiah	30	1	SRR[	SWRRJM	SWRR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1916419	1Qisaa	Isaiah	59	20	G>L[	GW>L	GW>L	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1916422	1Qisaa	Isaiah	59	20	CWB[	CBJ	CB	CC	CCM	qal	ptca	pl	m	NA	verb		J		WL	nnn	nnn
1910860	1Qisaa	Isaiah	43	25	MXH[	MWXH	MWXH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1909365	1Qisaa	Isaiah	40	22	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1909371	1Qisaa	Isaiah	40	22	JCB[	JWCBJH>	JWCB	CMCC	CMCCMCM	qal	ptca	pl	m	NA	verb	H>	J		W	nnnnnnn	nnnnnnn
1909375	1Qisaa	Isaiah	40	22	NVH[	NWVH	NWVH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1898298	1Qisaa	Isaiah	9	14	NF>[	NF>	NF>	CCM	CCM	qal	ptcp	sg	m	NA	verb				W	nnn	nnn
1914147	1Qisaa	Isaiah	52	8	YPH[	YWPJK	YWP	CMC	CMCMC	qal	ptca	pl	m	NA	verb	K	J			nnnnn	nnnnn
1896338	1Qisaa	Isaiah	5	5	<FH[	<WF>	<WF>	CMCM	CMCM	qal	ptca	sg		NA	verb					nnnn	nnnn
1912011	1Qisaa	Isaiah	46	6	ZWL[	ZLJM	ZL	CC	CCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnn	nnnn
1912021	1Qisaa	Isaiah	46	6	YRP[	YWRP	YWRP	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1914555	1Qisaa	Isaiah	54	1	CMM[	CWMMH	CWMMH	CMCCM	CMCCM	qal	ptca	sg	f	NA	verb					nnnnn	nnnnn
1914558	1Qisaa	Isaiah	54	1	B<L[	B<WLH	B<WLH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn
1897699	1Qisaa	Isaiah	8	6	HLK[	HWLKJM	HWLK	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
1895919	1Qisaa	Isaiah	3	12	NGF[	NGFW	NGF	CCC	CCCM	qal	ptca	sg	m	NA	verb	W				nnnn	nnnn
1914226	1Qisaa	Isaiah	52	12	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1895218	1Qisaa	Isaiah	1	23	SRR[	SWRRJM	SWRR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nrrrrr	nnnnnn
1895223	1Qisaa	Isaiah	1	23	>HB[	>WHBJ	>WHB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1895225	1Qisaa	Isaiah	1	23	RDP[	RWDPJ	RWDP	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1912089	1Qisaa	Isaiah	46	10	>MR[	>MR	>MR	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
1914615	1Qisaa	Isaiah	54	5	B<L[	B<LKJ	B<L	CCC	CCCCM	qal	ptca	sg	m	NA	verb	KJ				nnnnn	nnnnn
1914616	1Qisaa	Isaiah	54	5	<FH[	<WFJK	<WFJ	CMCM	CMCMC	qal	ptca	sg	m	NA	verb	K				nnnnn	nnnnn
1914621	1Qisaa	Isaiah	54	5	G>L[	GW>LKJ	GW>L	CMCC	CMCCCM	qal	ptca	sg	m	NA	verb	KJ			W	nnnnnn	nnnnnn
1895985	1Qisaa	Isaiah	3	16	NVH[	NVJWT	NVJ	CCC	CCCMC	qal	ptcp	pl	f	NA	verb		WT			nnnnn	nnnnn
1895992	1Qisaa	Isaiah	3	16	VPP[	VWPP	VWPP	CMCC	CMCC	qal	ptca	sg		NA	verb				W	nnnn	nnnn
1901056	1Qisaa	Isaiah	18	3	JCB[	JWCBJ	JWCB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1901059	1Qisaa	Isaiah	18	3	CKN[	CWKNJ	CWKN	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J		W	nnnnn	nnnnn
1899575	1Qisaa	Isaiah	13	9	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb					nn	nn
1906362	1Qisaa	Isaiah	33	14	>KL[	>WKLH	>WKLH	CMCCM	CMCCM	qal	ptca	sg	f	NA	verb					nnnnn	nnnnn
1900386	1Qisaa	Isaiah	15	2	GR<[	GRW<H	GRW<H	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn
1915566	1Qisaa	Isaiah	57	12	QBY[	QWBYJK	QWBY	CMCC	CMCCCC	qal	ptca	pl		NA	verb	K	J			nnnnnn	nnnnnn
1909098	1Qisaa	Isaiah	40	6	>MR[	>WMR	>WMR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1904562	1Qisaa	Isaiah	29	5	<BR[	<WBR	<WBR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1895296	1Qisaa	Isaiah	1	27	CWB[	CBJH	CB	CC	CCCM	qal	ptca	pl	m	NA	verb	H	J		W	nnnn	nnnn
1906603	1Qisaa	Isaiah	34	4	NBL[	NWBL	NWBL	CMCC	CMCC	qal	ptca	sg		NA	verb				K	nnnn	nnnn
1906609	1Qisaa	Isaiah	34	4	NBL[	NWBLT	NWBLT	CMCCC	CMCCC	qal	ptca	sg	f	NA	verb				WK	nnnnn	nnnnn
1917735	1Qisaa	Isaiah	64	4	FWF[	FF	FF	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
1917737	1Qisaa	Isaiah	64	4	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				W	nnnn	nnnn
1901169	1Qisaa	Isaiah	18	7	BZ>[	BZ>J	BZ>	CCC	CCCM	qal	ptca	pl		NA	verb		J			nnnn	nnnn
1916191	1Qisaa	Isaiah	59	8	DRK[	DWRK	DWRK	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1904396	1Qisaa	Isaiah	28	24	XRC=[	XWRC	XWRC	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1916908	1Qisaa	Isaiah	61	1	CBH[	CBWJJM	CBWJ	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM		L	nnnnnn	nnnnnn
1916912	1Qisaa	Isaiah	61	1	>SR[	>SWRJM	>SWR	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM		WL	nnnnnn	nnnnnn
1902440	1Qisaa	Isaiah	22	22	SGR[	SWGR	SWGR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1902445	1Qisaa	Isaiah	22	22	PTX[	PWTX	PWTX	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1909175	1Qisaa	Isaiah	40	10	MCL[	MCLH	MCLH	CCCM	CCCM	qal	ptca	sg	f	NA	verb					nnnn	nnnn
1913152	1Qisaa	Isaiah	49	19	CMM[	CWMMWTJK	CWMM	CMCC	CMCCMCMC	qal	ptca	pl	f	NA	verb	K	WTJ		W	nnnnnnnn	nnnnnnnn
1913160	1Qisaa	Isaiah	49	19	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb				M	nnnn	nnnn
1911397	1Qisaa	Isaiah	44	25	QSM[	QSMJM	QSM	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM		W	nnnnn	nnnnn
1896829	1Qisaa	Isaiah	6	1	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1896832	1Qisaa	Isaiah	6	1	RWM[	RM	RM	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
1896837	1Qisaa	Isaiah	6	1	ML>[	ML>JM	ML>	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnn	nnnnn
1894977	1Qisaa	Isaiah	1	7	FRP[	FRWPWT	FRWP	CCMC	CCMCMC	qal	ptcp	pl	f	NA	verb		WT			nnnnnn	nnnnnn
1894983	1Qisaa	Isaiah	1	7	>KL[	>WKLJM	>WKL	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1915317	1Qisaa	Isaiah	56	11	R<H[	RW<JM	RW<	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnn	nnnnn
1903999	1Qisaa	Isaiah	28	4	NBL[	NBL	NBL	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
1904016	1Qisaa	Isaiah	28	4	R>H[	RW>H	RW>H	CMCM	CMCM	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1918274	1Qisaa	Isaiah	65	20	XV>[	XWV>	XWV>	CMCM	CMCM	qal	ptca	sg	m	NA	verb				WH	nnnn	nnnn
1901647	1Qisaa	Isaiah	19	25	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1902083	1Qisaa	Isaiah	22	2	HMH[	HWMJH	HWMJH	CMCCM	CMCCM	qal	ptca	sg	f	NA	verb					nnnnn	nnnnn
1902092	1Qisaa	Isaiah	22	2	MWT[	MJTJ	MJT	CMC	CMCM	qal	ptca	pl	m	NA	verb		J			nnnn	nnnn
1896913	1Qisaa	Isaiah	6	5	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1910009	1Qisaa	Isaiah	41	28	J<Y[	JW<Y	JW<Y	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1917060	1Qisaa	Isaiah	61	9	R>H[	RW>JHMH	RW>	CMC	CMCMCCM	qal	ptca	pl	m	NA	verb	HMH	J			nnnnnnn	nnnnnnn
1905610	1Qisaa	Isaiah	30	30	>KL[	>WKLH	>WKLH	CMCCM	CMCCM	qal	ptca	sg	f	NA	verb					nnnnn	nnnnn
1903281	1Qisaa	Isaiah	25	7	LWV[	LWV	LWV	CMC	CMC	qal	ptca	sg	m	NA	verb				H	nnn	nnn
1903290	1Qisaa	Isaiah	25	7	NSK=[	NSWKH	NSWKH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb				H	nnnnn	nnnnn
1912309	1Qisaa	Isaiah	47	10	R>H[	RW>NJ	RW>	CMC	CMCCM	qal	ptca	sg	m	NA	verb	NJ				nnnnn	nnnnn
1895117	1Qisaa	Isaiah	1	15	CM<[	CWM<	CWM<	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1903633	1Qisaa	Isaiah	26	19	MWT[	MJTJK	MJT	CMC	CMCMC	qal	ptca	pl	m	NA	verb	K	J			nnnnn	nnnnn
1903639	1Qisaa	Isaiah	26	19	CKN[	CWKNJ	CWKN	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1911050	1Qisaa	Isaiah	44	9	JYR[	JYR	JYR	CCC	CCC	qal	ptca	sg	m	NA	verb				W	nnn	nnn
1911055	1Qisaa	Isaiah	44	9	XMD[	XMWDJHMH	XMWD	CCMC	CCMCMCCM	qal	ptcp	pl	m	NA	verb	HMH	J		W	nnnnnnnn	nnnnnnnn
1898875	1Qisaa	Isaiah	10	24	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1899465	1Qisaa	Isaiah	13	1	XZH[	XWZH	XWZH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1910467	1Qisaa	Isaiah	43	1	BR>[	BWR>JKH	BWR>J	CMCCM	CMCCMCM	qal	ptca	sg	m	NA	verb	KH				nnnnnnn	nnnnnnn
1910470	1Qisaa	Isaiah	43	1	JYR[	JWYRJKH	JWYRJ	CMCCM	CMCCMCM	qal	ptca	sg	m	NA	verb	KH			W	nnnnnnn	nnnnnnn
1900520	1Qisaa	Isaiah	16	2	NDD[	NWDD	NWDD	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1902778	1Qisaa	Isaiah	23	18	JCB[	JWCBJM	JWCB	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		L	nnnnnn	nnnnnn
1915993	1Qisaa	Isaiah	58	12	GDR[	GWDR	GWDR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1917545	1Qisaa	Isaiah	63	11	R<H[	RW<J	RW<	CMC	CMCM	qal	ptca	pl	m	NA	verb		J			nnnn	nnnn
1917549	1Qisaa	Isaiah	63	11	FJM[	FM	FM	CC	CC	qal	ptca	sg	m	NA	verb				H	nn	nn
1903375	1Qisaa	Isaiah	25	11	FXH[	FWXH	FWXH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1917920	1Qisaa	Isaiah	65	4	JCB[	JWCBJM	JWCB	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
1917928	1Qisaa	Isaiah	65	4	>KL[	>WKLJM	>WKL	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
1901335	1Qisaa	Isaiah	19	9	<BD[	<WBDJ	<WBD	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1901339	1Qisaa	Isaiah	19	9	>RG[	>WRGJM	>WRG	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		W	nnnnnn	nnnnnn
1912940	1Qisaa	Isaiah	49	7	G>L[	GW>LKH	GW>L	CMCC	CMCCCM	qal	ptca	sg		NA	verb	KH				nnnnnn	nnnnnn
1912944	1Qisaa	Isaiah	49	7	BZH[	BZWJ	BZWJ	CCCM	CCCM	qal	ptcp	sg		NA	verb				L	nnnn	nnnn
1912951	1Qisaa	Isaiah	49	7	MCL[	MWCLJM	MWCL	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1899514	1Qisaa	Isaiah	13	5	BW>[	B>JM	B>	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			nnnn	nnnn
1908621	1Qisaa	Isaiah	38	11	JCB[	JWCBJ	JWCB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1898496	1Qisaa	Isaiah	10	4	>SR[	>SWR	>SWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1898499	1Qisaa	Isaiah	10	4	HRG[	HRWGJM	HRWG	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1898511	1Qisaa	Isaiah	10	4	NVH[	NVWJH	NVWJH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn
1906997	1Qisaa	Isaiah	35	8	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1910418	1Qisaa	Isaiah	42	24	BZZ[	BWZZJM	BWZZ	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		L	nnnnnn	nnnnnn
1900076	1Qisaa	Isaiah	14	17	FJM[	FM	FM	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
1916098	1Qisaa	Isaiah	59	4	QR>[	QWRH	QWRH	CMCM	CMCM	qal	ptca	sg		NA	verb					nnnn	nnnn
1900666	1Qisaa	Isaiah	16	10	DRK[	DWRK	DWRK	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1903428	1Qisaa	Isaiah	26	3	SMK[	SMWK	SMWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1902535	1Qisaa	Isaiah	23	2	JCB[	JWCBJ	JWCB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1902537	1Qisaa	Isaiah	23	2	SXR[	SXR	SXR	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
1905343	1Qisaa	Isaiah	30	18	XKH[	XWKJ	XWKJ	CMCM	CMCM	qal	ptca	pl	m	NA	verb					nnnn	nnnn
1901480	1Qisaa	Isaiah	19	17	J<Y[	JW<Y	JW<Y	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1906049	1Qisaa	Isaiah	32	11	BVX[	BWVXWT	BWVX	CMCC	CMCCMC	qal	ptca	pl	f	NA	verb		WT			nnnnnn	nnnnnn
1917331	1Qisaa	Isaiah	62	11	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb					nn	nn
1894900	1Qisaa	Isaiah	1	3	QNH[	QWNJHW	QWNJ	CMCC	CMCCCM	qal	ptca	sg	m	NA	verb	HW				nnnnnn	nnnnnn
1905753	1Qisaa	Isaiah	31	3	<ZR[	<WZR	<WZR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1905756	1Qisaa	Isaiah	31	3	<ZR[	<ZR	<ZR	CCC	CCC	qal	ptcp	sg	m	NA	verb					nnn	nnn
1913805	1Qisaa	Isaiah	51	13	<FH[	<FKH	<F	CC	CCCM	qal	ptca	sg	m	NA	verb	KH				nnnn	nnnn
1913806	1Qisaa	Isaiah	51	13	NVH[	NWVH	NWVH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1913809	1Qisaa	Isaiah	51	13	JSD[	JSD	JSD	CCC	CCC	qal	ptca	sg	m	NA	verb				W	nnn	nnn
1896562	1Qisaa	Isaiah	5	18	MCK[	MCKJ	MCK	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			nnnn	nnnn
1918921	1Qisaa	Isaiah	66	24	PC<[	PWC<JM	PWC<	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
1897961	1Qisaa	Isaiah	8	19	MWT[	MJTJM	MJT	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnn	nnnnn
1902592	1Qisaa	Isaiah	23	6	JCB[	JWCBJ	JWCB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1911603	1Qisaa	Isaiah	45	9	RJB[	RB	RB	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
1911605	1Qisaa	Isaiah	45	9	JYR[	JWYRJW	JWYR	CMCC	CMCCCC	qal	ptca	sg	m	NA	verb	JW				nnnnnn	nnnnnn
1911608	1Qisaa	Isaiah	45	9	XRC=[	XWRCJ	XWRC	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1911613	1Qisaa	Isaiah	45	9	>MR[	>WMR	>WMR	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1911614	1Qisaa	Isaiah	45	9	JYR[	WYRW	WYR	CCC	CCCM	qal	ptca	sg	m	NA	verb	W				nnnn	nnnn
1918469	1Qisaa	Isaiah	66	4	<NH[	<WNH	<WNH	CCCM	CCCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1901183	1Qisaa	Isaiah	19	1	RKB[	RWKB	RWKB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1901188	1Qisaa	Isaiah	19	1	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb				W	nn	nn
1899917	1Qisaa	Isaiah	14	5	MCL[	MWCLJM	MWCL	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1898264	1Qisaa	Isaiah	9	11	NVH[	NVWJH	NVWJH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn
1909595	1Qisaa	Isaiah	41	4	QR>[	QWRH	QWRH	CMCM	CMCM	qal	ptca	sg		NA	verb					nnnn	nnnn
1909387	1Qisaa	Isaiah	40	23	NTN[	NWTN	NWTN	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1909388	1Qisaa	Isaiah	40	23	RZN[	RWZNJM	RWZN	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1909391	1Qisaa	Isaiah	40	23	CPV[	CWPVJ	CWPV	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1899164	1Qisaa	Isaiah	11	8	JNQ[	JWNQ	JWNQ	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1899172	1Qisaa	Isaiah	11	8	GML[	GMWL	GMWL	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1909661	1Qisaa	Isaiah	41	8	>HB[	>WHBJ	>WHB	CMCC	CMCCC	qal	ptca	sg	m	NA	verb	J				nnnnn	nnnnn
1901809	1Qisaa	Isaiah	21	1	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb					nn	nn
1913549	1Qisaa	Isaiah	51	1	RDP[	RWDPJ	RWDP	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1918617	1Qisaa	Isaiah	66	12	NVH[	NWVH	NWVH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1918625	1Qisaa	Isaiah	66	12	CVP[	CWVP	CWVP	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1918629	1Qisaa	Isaiah	66	12	JNQ[	JWNQWTJHMH	JWNQ	CMCC	CMCCMCMCCM	qal	ptca	pl		NA	verb	HMH	WTJ		W	rrrrnnnnnn	nnnnnnnnnn
1905934	1Qisaa	Isaiah	32	3	R>H[	R>JM	R>	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			nnnn	nnnn
1905937	1Qisaa	Isaiah	32	3	CM<[	CWM<JM	CWM<	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1901867	1Qisaa	Isaiah	21	5	YPH=[	YWPH	YWPH	CMCM	CMCM	qal	ptca	sg		NA	verb					nnnn	nnnn
1912097	1Qisaa	Isaiah	46	11	QR>[	QWRH	QWRH	CMCM	CMCM	qal	ptca	sg		NA	verb					nnnn	nnnn
1914633	1Qisaa	Isaiah	54	6	<ZB[	<ZWBH	<ZWBH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn
1914635	1Qisaa	Isaiah	54	6	<YB[	<YWBT	<YWBT	CCMCC	CCMCC	qal	ptcp	sg	f	NA	verb				W	nnnnn	nnnnn
1899013	1Qisaa	Isaiah	10	33	RWM[	RMJ	RM	CC	CCM	qal	ptca	pl	m	NA	verb		J		W	nnn	nnn
1899016	1Qisaa	Isaiah	10	33	GD<[	GDW<JM	GDW<	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1905235	1Qisaa	Isaiah	30	14	KTT[	KTWT	KTWT	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
1906369	1Qisaa	Isaiah	33	15	HLK[	HWLWK	HWLWK	CMCMC	CMCMC	qal	ptca	sg	m	NA	verb					nnnnn	nnnnn
1906374	1Qisaa	Isaiah	33	15	M>S[	M>S	M>S	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
1906378	1Qisaa	Isaiah	33	15	N<R[	N<R	N<R	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
1906384	1Qisaa	Isaiah	33	15	>VM[	>WVM	>WVM	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1903925	1Qisaa	Isaiah	27	13	>BD[	>WBDJM	>WBD	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn
1915571	1Qisaa	Isaiah	57	13	QBY[	QWBYJK	QWBY	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb	K	J			nnnnnn	nnnnnn
1915581	1Qisaa	Isaiah	57	13	XSH[	XWSH	XWSH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				W	nnnn	nnnn
1904590	1Qisaa	Isaiah	29	6	>KL[	>WKLH	>WKLH	CMCCM	CMCCM	qal	ptca	sg	f	NA	verb					nnnnn	nnnnn
1895302	1Qisaa	Isaiah	1	28	PC<[	PWC<JM	PWC<	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnnn	nnnnnn
1895307	1Qisaa	Isaiah	1	28	<ZB[	<WZBJ	<WZB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J		W	nnnnn	nnnnn
