tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun	hollow_root	hollow_vowel_letter	ayin_ayin_root	ayin_vowel_letter
64130	Leviticus	19	20	MWT[	מות	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
64171	Leviticus	19	23	BW>[	בוא	TB>W	תבאו	TB>W		impf	-	m	pl	p2	1	0	0	0	1	0	0	0
64211	Leviticus	19	25	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64222	Leviticus	19	26	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64232	Leviticus	19	27	NQP[	נקף	TQPW	תקפו	TQPW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64246	Leviticus	19	28	NTN[	נתן	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64253	Leviticus	19	28	NTN[	נתן	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64278	Leviticus	19	30	JR>[	ירא	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64291	Leviticus	19	31	BQC[	בקשׁ	TBQCW	תבקשׁו	TBQCW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64346	Leviticus	19	35	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64432	Leviticus	20	2	RGM[	רגם	JRGMHW	ירגמהו	JRGM	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
64621	Leviticus	20	11	MWT[	מות	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
64632	Leviticus	20	12	MWT[	מות	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
64635	Leviticus	20	12	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
64647	Leviticus	20	13	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
64650	Leviticus	20	13	MWT[	מות	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
64667	Leviticus	20	14	FRP[	שׂרף	JFRPW	ישׂרפו	JFRPW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
64690	Leviticus	20	15	HRG[	הרג	THRGW	תהרגו	THRGW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64711	Leviticus	20	16	MWT[	מות	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
64787	Leviticus	20	19	NF>[	נשׂא	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
64798	Leviticus	20	20	NF>[	נשׂא	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
64800	Leviticus	20	20	MWT[	מות	JMTW	ימתו	JMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
64857	Leviticus	20	23	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
64865	Leviticus	20	24	JRC[	ירשׁ	TJRCW	תירשׁו	TJRCW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
64960	Leviticus	20	27	MWT[	מות	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
64964	Leviticus	20	27	RGM[	רגם	JRGMW	ירגמו	JRGMW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
65053	Leviticus	21	6	XLL[	חלל	JXLLW	יחללו	JXLLW		impf	-	m	pl	p3	1	0	0	0	0	0	1	0
65072	Leviticus	21	7	LQX[	לקח	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
65079	Leviticus	21	7	LQX[	לקח	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
65378	Leviticus	22	2	XLL[	חלל	JXLLW	יחללו	JXLLW		impf	-	m	pl	p3	1	0	0	0	0	0	1	0
65403	Leviticus	22	3	QDC[	קדשׁ	JQDJCW	יקדישׁו	JQDJCW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
65526	Leviticus	22	9	NF>[	נשׂא	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
65530	Leviticus	22	9	MWT[	מות	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
65533	Leviticus	22	9	XLL[	חלל	JXLLHW	יחללהו	JXLL	HW	impf	-	m	pl	p3	0	1	1	0	0	0	1	0
65564	Leviticus	22	11	>KL[	אכל	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
65632	Leviticus	22	15	XLL[	חלל	JXLLW	יחללו	JXLLW		impf	-	m	pl	p3	1	0	0	0	0	0	1	0
65639	Leviticus	22	15	RWM[	רום	JRJMW	ירימו	JRJMW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
65643	Leviticus	22	16	NF>[	נשׂא	HFJ>W	השׂיאו	HFJ>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
65698	Leviticus	22	18	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
65722	Leviticus	22	20	QRB[	קרב	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65771	Leviticus	22	22	QRB[	קרב	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65778	Leviticus	22	22	NTN[	נתן	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65809	Leviticus	22	24	QRB[	קרב	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65816	Leviticus	22	24	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65823	Leviticus	22	25	QRB[	קרב	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65886	Leviticus	22	29	ZBX[	זבח	TZBXW	תזבחו	TZBXW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65893	Leviticus	22	29	ZBX[	זבח	TZBXW	תזבחו	TZBXW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65917	Leviticus	22	32	XLL[	חלל	TXLLW	תחללו	TXLLW		impf	-	m	pl	p2	1	0	0	0	0	0	1	0
65960	Leviticus	23	2	QR>[	קרא	TQR>W	תקראו	TQR>W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65984	Leviticus	23	3	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
65998	Leviticus	23	4	QR>[	קרא	TQR>W	תקראו	TQR>W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66037	Leviticus	23	6	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66051	Leviticus	23	7	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66070	Leviticus	23	8	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66086	Leviticus	23	10	BW>[	בוא	TB>W	תבאו	TB>W		impf	-	m	pl	p2	1	0	0	0	1	0	0	0
66167	Leviticus	23	14	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66222	Leviticus	23	17	BW>[	בוא	TBJ>W	תביאו	TBJ>W		impf	-	m	pl	p2	1	0	0	0	1	1	0	0
66320	Leviticus	23	21	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66391	Leviticus	23	25	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66436	Leviticus	23	28	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66498	Leviticus	23	31	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66570	Leviticus	23	35	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66573	Leviticus	23	36	QRB[	קרב	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66597	Leviticus	23	36	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66602	Leviticus	23	37	QR>[	קרא	TQR>W	תקראו	TQR>W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66644	Leviticus	23	38	NTN[	נתן	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
66663	Leviticus	23	39	XGG[	חגג	TXGW	תחגו	TXGW		impf	-	m	pl	p2	1	0	0	0	0	0	1	0
66730	Leviticus	23	41	XGG[	חגג	TXGW	תחגו	TXGW		impf	-	m	pl	p2	1	0	0	0	0	0	1	0
66748	Leviticus	23	43	JD<[	ידע	JD<W	ידעו	JD<W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
66788	Leviticus	24	2	LQX[	לקח	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
66914	Leviticus	24	9	>KL[	אכל	>KLHW	אכלהו	>KL	HW	perf	-	unknown	pl	p3	0	1	1	0	0	0	0	0
66967	Leviticus	24	11	BW>[	בוא	JBJ>W	יביאו	JBJ>W		wayq	-	m	pl	p3	1	0	0	0	1	1	0	0
66981	Leviticus	24	12	NWX[	נוח	JNJXHW	יניחהו	JNJX	HW	wayq	-	m	pl	p3	0	1	1	0	1	1	0	0
67009	Leviticus	24	14	SMK[	סמך	SMKW	סמכו	SMKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
67018	Leviticus	24	14	RGM[	רגם	RGMW	רגמו	RGMW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
67045	Leviticus	24	16	RGM[	רגם	JRGMW	ירגמו	JRGMW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
67139	Leviticus	24	23	JY>[	יצא	JWYJ>W	יוציאו	JWYJ>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
67150	Leviticus	24	23	RGM[	רגם	JRGMW	ירגמו	JRGMW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
67156	Leviticus	24	23	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
67181	Leviticus	25	2	BW>[	בוא	TB>W	תבאו	TB>W		impf	-	m	pl	p2	1	0	0	0	1	0	0	0
67328	Leviticus	25	9	<BR[	עבר	T<BJRW	תעבירו	T<BJRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
67362	Leviticus	25	10	CWB[	שׁוב	TCBW	תשׁבו	TCBW		impf	-	m	pl	p2	1	0	0	0	1	0	0	0
67375	Leviticus	25	11	QYR=[	קצר	TQYRW	תקצרו	TQYRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
67392	Leviticus	25	12	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
67401	Leviticus	25	13	CWB[	שׁוב	TCBW	תשׁבו	TCBW		impf	-	m	pl	p2	1	0	0	0	1	0	0	0
67407	Leviticus	25	14	MKR[	מכר	TMKRW	תמכרו	TMKRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
67506	Leviticus	25	20	>MR[	אמר	T>MRW	תאמרו	T>MRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
67562	Leviticus	25	22	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
67587	Leviticus	25	24	NTN[	נתן	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
67915	Leviticus	25	42	MKR[	מכר	JMKRW	ימכרו	JMKRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
67982	Leviticus	25	46	<BD[	עבד	T<BDW	תעבדו	T<BDW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68149	Leviticus	26	1	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68163	Leviticus	26	1	NTN[	נתן	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68178	Leviticus	26	2	JR>[	ירא	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68259	Leviticus	26	7	NPL[	נפל	NPLW	נפלו	NPLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
68266	Leviticus	26	8	RDP[	רדף	RDPW	רדפו	RDPW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
68274	Leviticus	26	8	RDP[	רדף	JRDPW	ירדפו	JRDPW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
68276	Leviticus	26	8	NPL[	נפל	NPLW	נפלו	NPLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
68306	Leviticus	26	10	JY>[	יצא	TWYJ>W	תוציאו	TWYJ>W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68356	Leviticus	26	14	CM<[	שׁמע	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68360	Leviticus	26	14	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68416	Leviticus	26	16	>KL[	אכל	>KLHW	אכלהו	>KL	HW	perf	-	unknown	pl	p3	0	1	1	0	0	0	0	0
68442	Leviticus	26	18	CM<[	שׁמע	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68532	Leviticus	26	23	JSR[	יסר	TWSRW	תוסרו	TWSRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68588	Leviticus	26	26	CWB[	שׁוב	HCJBW	השׁיבו	HCJBW		perf	-	unknown	pl	p3	1	0	0	0	1	1	0	0
68603	Leviticus	26	27	CM<[	שׁמע	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68631	Leviticus	26	29	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
68755	Leviticus	26	36	NPL[	נפל	NPLW	נפלו	NPLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
68807	Leviticus	26	40	JDH[	ידה	HTWDW	התודו	HTWDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
69126	Leviticus	27	9	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
69173	Leviticus	27	11	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
69642	Numbers	1	2	NF>[	נשׂא	F>W	שׂאו	F>W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
69672	Numbers	1	3	PQD[	פקד	TPQDW	תפקדו	TPQDW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
70291	Numbers	1	47	PQD[	פקד	HTPQDW	התפקדו	HTPQDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
70336	Numbers	1	50	NF>[	נשׂא	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
70346	Numbers	1	50	CRT[	שׁרת	JCRTHW	ישׁרתהו	JCRT	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
70358	Numbers	1	51	JRD[	ירד	JWRJDW	יורידו	JWRJDW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
70417	Numbers	1	54	<FH[	עשׂה	J<FW	יעשׂו	J<FW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
70428	Numbers	1	54	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
70878	Numbers	2	33	PQD[	פקד	HTPQDW	התפקדו	HTPQDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
70890	Numbers	2	34	<FH[	עשׂה	J<FW	יעשׂו	J<FW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
71006	Numbers	3	6	CRT[	שׁרת	CRTW	שׁרתו	CRTW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71394	Numbers	3	31	CRT[	שׁרת	JCRTW	ישׁרתו	JCRTW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
71839	Numbers	4	5	JRD[	ירד	HWRDW	הורדו	HWRDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71845	Numbers	4	5	KSH[	כסה	KSW	כסו	KSW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71852	Numbers	4	6	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71866	Numbers	4	6	FJM[	שׂים	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
71877	Numbers	4	7	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71908	Numbers	4	8	KSH[	כסה	KSW	כסו	KSW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71915	Numbers	4	8	FJM[	שׂים	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
71919	Numbers	4	9	LQX[	לקח	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71923	Numbers	4	9	KSH[	כסה	KSW	כסו	KSW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71943	Numbers	4	9	CRT[	שׁרת	JCRTW	ישׁרתו	JCRTW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
71947	Numbers	4	10	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71958	Numbers	4	10	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71971	Numbers	4	11	KSH[	כסה	KSW	כסו	KSW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71978	Numbers	4	11	FJM[	שׂים	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
71982	Numbers	4	12	LQX[	לקח	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
71989	Numbers	4	12	CRT[	שׁרת	JCRTW	ישׁרתו	JCRTW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
71995	Numbers	4	12	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72000	Numbers	4	12	KSH[	כסה	KSW	כסו	KSW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72007	Numbers	4	12	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72022	Numbers	4	14	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72028	Numbers	4	14	CRT[	שׁרת	JCRTW	ישׁרתו	JCRTW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
72056	Numbers	4	14	FJM[	שׂים	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
72081	Numbers	4	15	BW>[	בוא	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
72093	Numbers	4	15	MWT[	מות	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
72159	Numbers	4	19	<FH[	עשׂה	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
72162	Numbers	4	19	XJH[	חיה	XJW	חיו	XJW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72165	Numbers	4	19	MWT[	מות	JMTW	ימתו	JMTW		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
72175	Numbers	4	19	BW>[	בוא	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
72177	Numbers	4	19	FJM[	שׂים	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
72188	Numbers	4	20	BW>[	בוא	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
72197	Numbers	4	20	MWT[	מות	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
72252	Numbers	4	25	NF>[	נשׂא	NF>W	נשׂאו	NF>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72313	Numbers	4	26	<BD[	עבד	<BDW	עבדו	<BDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72431	Numbers	4	32	PQD[	פקד	TPQDW	תפקדו	TPQDW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
72737	Numbers	5	2	CLX[	שׁלח	JCLXW	ישׁלחו	JCLXW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
72755	Numbers	5	3	CLX[	שׁלח	TCLXW	תשׁלחו	TCLXW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
72762	Numbers	5	3	CLX[	שׁלח	TCLXWM	תשׁלחום	TCLXW	M	impf	-	m	pl	p2	1	1	0	0	0	0	0	0
72765	Numbers	5	3	VM>[	טמא	JVM>W	יטמאו	JVM>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
72774	Numbers	5	4	<FH[	עשׂה	J<FW	יעשׂו	J<FW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
72779	Numbers	5	4	CLX[	שׁלח	JCLXW	ישׁלחו	JCLXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
72794	Numbers	5	4	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72812	Numbers	5	6	<FH[	עשׂה	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
72830	Numbers	5	7	JDH[	ידה	HTWDW	התודו	HTWDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72834	Numbers	5	7	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
72891	Numbers	5	9	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
73183	Numbers	5	22	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
73235	Numbers	5	24	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
73306	Numbers	5	27	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
73620	Numbers	6	12	NPL[	נפל	JPLW	יפלו	JPLW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
73853	Numbers	6	23	BRK[	ברך	TBRKW	תברכו	TBRKW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
73878	Numbers	6	27	FJM[	שׂים	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
73922	Numbers	7	2	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
73939	Numbers	7	3	BW>[	בוא	JBJ>W	יביאו	JBJ>W		wayq	-	m	pl	p3	1	0	0	0	1	1	0	0
73962	Numbers	7	3	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
74066	Numbers	7	9	NF>[	נשׂא	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
74068	Numbers	7	10	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
74080	Numbers	7	10	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
74104	Numbers	7	11	QRB[	קרב	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
75345	Numbers	8	7	<BR[	עבר	H<BJRW	העבירו	H<BJRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
75356	Numbers	8	8	LQX[	לקח	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
75400	Numbers	8	10	SMK[	סמך	SMKW	סמכו	SMKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
75432	Numbers	8	12	SMK[	סמך	JSMKW	יסמכו	JSMKW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
75492	Numbers	8	15	BW>[	בוא	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
75632	Numbers	8	20	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
75660	Numbers	8	22	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
75687	Numbers	8	22	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
75778	Numbers	9	2	<FH[	עשׂה	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
75798	Numbers	9	3	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
75809	Numbers	9	3	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
75822	Numbers	9	5	<FH[	עשׂה	J<FW	יעשׂו	J<FW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
75850	Numbers	9	5	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
75875	Numbers	9	6	QRB[	קרב	JQRBW	יקרבו	JQRBW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
75889	Numbers	9	7	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
75970	Numbers	9	11	<FH[	עשׂה	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
75976	Numbers	9	11	>KL[	אכל	J>KLHW	יאכלהו	J>KL	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
75985	Numbers	9	12	CBR[	שׁבר	JCBRW	ישׁברו	JCBRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
75992	Numbers	9	12	<FH[	עשׂה	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
76374	Numbers	10	9	BW>[	בוא	TB>W	תבאו	TB>W		impf	-	m	pl	p2	1	0	0	0	1	0	0	0
