tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun	hollow_root	hollow_vowel_letter	ayin_ayin_root	ayin_vowel_letter
424	Genesis	1	22	ML>[	מלא	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
564	Genesis	1	28	ML>[	מלא	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
569	Genesis	1	28	KBC[	כבשׁ	KBCH	כבשׁה	KBC	H	impv	-	m	pl	p2	0	1	0	0	0	0	0	0
675	Genesis	2	1	KLH[	כלה	JKLW	יכלו	JKLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
1192	Genesis	3	1	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
1224	Genesis	3	3	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
1231	Genesis	3	3	MWT[	מות	TMTWN	תמתון	TMTW		impf	-	m	pl	p2	1	0	0	1	1	0	0	0
1241	Genesis	3	4	MWT[	מות	TMTWN	תמתון	TMTW		impf	-	m	pl	p2	1	0	0	1	1	0	0	0
1303	Genesis	3	7	JD<[	ידע	JD<W	ידעו	JD<W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
1312	Genesis	3	7	<FH[	עשׂה	J<FW	יעשׂו	J<FW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
1316	Genesis	3	8	CM<[	שׁמע	JCM<W	ישׁמעו	JCM<W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
1752	Genesis	4	5	NPL[	נפל	JPLW	יפלו	JPLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
1764	Genesis	4	6	NPL[	נפל	NPLW	נפלו	NPLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
2618	Genesis	6	2	R>H[	ראה	JR>W	יראו	JR>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
2630	Genesis	6	2	LQX[	לקח	JQXW	יקחו	JQXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
2676	Genesis	6	4	BW>[	בוא	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
3004	Genesis	6	20	BW>[	בוא	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
3199	Genesis	7	9	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
3262	Genesis	7	11	PTX[	פתח	NPTXW	נפתחו	NPTXW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
3337	Genesis	7	15	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
3362	Genesis	7	16	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
3386	Genesis	7	17	NF>[	נשׂא	JF>W	ישׂאו	JF>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
3424	Genesis	7	19	KSH[	כסה	JKSW	יכסו	JKSW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
3445	Genesis	7	20	KSH[	כסה	JKSW	יכסו	JKSW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
3495	Genesis	7	22	MWT[	מות	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
3591	Genesis	8	3	CWB[	שׁוב	JCBW	ישׁבו	JCBW		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
3650	Genesis	8	5	R>H[	ראה	NR>W	נראו	NR>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
3939	Genesis	8	19	JY>[	יצא	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
4051	Genesis	9	1	ML>[	מלא	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
4085	Genesis	9	2	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
4108	Genesis	9	4	>KL[	אכל	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
4446	Genesis	9	23	FJM[	שׂים	JFJMW	ישׂימו	JFJMW		wayq	-	m	pl	p3	1	0	0	0	1	1	0	0
4454	Genesis	9	23	KSH[	כסה	JKSW	יכסו	JKSW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
4465	Genesis	9	23	R>H[	ראה	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
4725	Genesis	10	14	JY>[	יצא	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
4779	Genesis	10	18	PWY[	פוץ	NPYW	נפצו	NPYW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
4983	Genesis	11	2	MY>[	מצא	JMY>W	ימצאו	JMY>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
4992	Genesis	11	3	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
5019	Genesis	11	4	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
5055	Genesis	11	5	BNH[	בנה	BNW	בנו	BNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
5093	Genesis	11	7	CM<[	שׁמע	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
5454	Genesis	11	31	JY>[	יצא	JY>W	יצאו	JY>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
5464	Genesis	11	31	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
5525	Genesis	12	3	BRK[	ברך	NBRKW	נברכו	NBRKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
5577	Genesis	12	5	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
5581	Genesis	12	5	JY>[	יצא	JY>W	יצאו	JY>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
5587	Genesis	12	5	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
5717	Genesis	12	12	R>H[	ראה	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
5722	Genesis	12	12	>MR[	אמר	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
5726	Genesis	12	12	HRG[	הרג	HRGW	הרגו	HRGW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
5730	Genesis	12	12	XJH[	חיה	JXJW	יחיו	JXJW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
5752	Genesis	12	14	R>H[	ראה	JR>W	יראו	JR>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
5763	Genesis	12	15	R>H[	ראה	JR>W	יראו	JR>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
5768	Genesis	12	15	HLL[	הלל	JHLLW	יהללו	JHLLW		wayq	-	m	pl	p3	1	0	0	0	0	0	1	0
5856	Genesis	12	20	CLX[	שׁלח	JCLXW	ישׁלחו	JCLXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
6229	Genesis	14	2	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
6266	Genesis	14	4	<BD[	עבד	<BDW	עבדו	<BDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
6287	Genesis	14	5	NKH[	נכה	JKW	יכו	JKW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
6319	Genesis	14	7	CWB[	שׁוב	JCBW	ישׁבו	JCBW		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
6321	Genesis	14	7	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
6327	Genesis	14	7	NKH[	נכה	JKW	יכו	JKW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
6361	Genesis	14	8	<RK[	ערך	J<RKW	יערכו	J<RKW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
6403	Genesis	14	10	NPL[	נפל	JPLW	יפלו	JPLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
6411	Genesis	14	11	LQX[	לקח	JQXW	יקחו	JQXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
6425	Genesis	14	12	LQX[	לקח	JQXW	יקחו	JQXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
6653	Genesis	14	24	>KL[	אכל	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
6668	Genesis	14	24	LQX[	לקח	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
6894	Genesis	15	13	<BD[	עבד	<BDWM	עבדום	<BDW	M	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
6907	Genesis	15	14	<BD[	עבד	J<BDW	יעבדו	J<BDW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
6913	Genesis	15	14	JY>[	יצא	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
6931	Genesis	15	16	CWB[	שׁוב	JCWBW	ישׁובו	JCWBW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
7412	Genesis	17	6	JY>[	יצא	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
7877	Genesis	18	5	<BR[	עבר	T<BRW	תעברו	T<BRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
7885	Genesis	18	5	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
7955	Genesis	18	8	>KL[	אכל	J>KLW	יאכלו	J>KLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
7957	Genesis	18	9	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8113	Genesis	18	18	BRK[	ברך	NBRKW	נברכו	NBRKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
8172	Genesis	18	21	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
8332	Genesis	18	29	MY>[	מצא	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1	0	0	0	0
8353	Genesis	18	30	MY>[	מצא	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1	0	0	0	0
8374	Genesis	18	31	MY>[	מצא	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1	0	0	0	0
8398	Genesis	18	32	MY>[	מצא	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1	0	0	0	0
8425	Genesis	19	1	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
8472	Genesis	19	2	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8487	Genesis	19	3	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
8498	Genesis	19	3	>KL[	אכל	J>KLW	יאכלו	J>KLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8507	Genesis	19	4	SBB[	סבב	NSBW	נסבו	NSBW		perf	-	unknown	pl	p3	1	0	0	0	0	0	1	0
8522	Genesis	19	5	QR>[	קרא	JQR>W	יקראו	JQR>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8526	Genesis	19	5	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8532	Genesis	19	5	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
8565	Genesis	19	8	JD<[	ידע	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
8572	Genesis	19	8	<FH[	עשׂה	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
8586	Genesis	19	8	<FH[	עשׂה	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
8591	Genesis	19	8	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
8596	Genesis	19	9	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8600	Genesis	19	9	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8628	Genesis	19	10	CLX[	שׁלח	JCLXW	ישׁלחו	JCLXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8634	Genesis	19	10	BW>[	בוא	JBJ>W	יביאו	JBJ>W		wayq	-	m	pl	p3	1	0	0	0	1	1	0	0
8644	Genesis	19	10	SGR[	סגר	SGRW	סגרו	SGRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
8653	Genesis	19	11	NKH[	נכה	HKW	הכו	HKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
8669	Genesis	19	12	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8725	Genesis	19	14	JY>[	יצא	Y>W	צאו	Y>W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
8776	Genesis	19	16	XZQ[	חזק	JXZQW	יחזקו	JXZQW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
8795	Genesis	19	16	JY>[	יצא	JY>HW	יצאהו	JY>	HW	wayq	-	m	pl	p3	0	1	1	0	0	0	0	0
8797	Genesis	19	16	NWX[	נוח	JNXHW	ינחהו	JNX	HW	wayq	-	m	pl	p3	0	1	1	0	1	0	0	0
9421	Genesis	20	8	JR>[	ירא	JJR>W	ייראו	JJR>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
9451	Genesis	20	9	<FH[	עשׂה	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
9483	Genesis	20	11	HRG[	הרג	HRGWNJ	הרגוני	HRGW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
9507	Genesis	20	13	T<H[	תעה	HT<W	התעו	HT<W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
9859	Genesis	21	15	KLH[	כלה	JKLW	יכלו	JKLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
10195	Genesis	21	32	CWB[	שׁוב	JCBW	ישׁבו	JCBW		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
10419	Genesis	22	9	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
10622	Genesis	22	18	BRK[	ברך	HTBRKW	התברכו	HTBRKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
10789	Genesis	23	4	NTN[	נתן	TNW	תנו	TNW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
10801	Genesis	23	5	<NH[	ענה	J<NW	יענו	J<NW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
10860	Genesis	23	8	CM<[	שׁמע	CM<WNJ	שׁמעוני	CM<W	NJ	impv	-	m	pl	p2	1	1	0	0	0	0	0	0
11502	Genesis	24	19	KLH[	כלה	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
11544	Genesis	24	22	KLH[	כלה	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
11906	Genesis	24	41	NTN[	נתן	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
12111	Genesis	24	50	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12179	Genesis	24	54	>KL[	אכל	J>KLW	יאכלו	J>KLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12181	Genesis	24	54	CTH[	שׁתה	JCTW	ישׁתו	JCTW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12197	Genesis	24	54	CLX[	שׁלח	CLXNJ	שׁלחני	CLX	NJ	impv	-	m	pl	p2	0	1	0	0	0	0	0	0
12224	Genesis	24	56	CLX[	שׁלח	CLXWNJ	שׁלחוני	CLXW	NJ	impv	-	m	pl	p2	1	1	0	0	0	0	0	0
12230	Genesis	24	57	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12240	Genesis	24	58	QR>[	קרא	JQR>W	יקראו	JQR>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12244	Genesis	24	58	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12257	Genesis	24	59	CLX[	שׁלח	JCLXW	ישׁלחו	JCLXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12272	Genesis	24	60	BRK[	ברך	JBRKW	יברכו	JBRKW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12276	Genesis	24	60	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12553	Genesis	25	9	QBR[	קבר	JQBRW	יקברו	JQBRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12803	Genesis	25	24	ML>[	מלא	JML>W	ימלאו	JML>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12822	Genesis	25	25	QR>[	קרא	JQR>W	יקראו	JQR>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
12849	Genesis	25	27	GDL[	גדל	JGDLW	יגדלו	JGDLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13072	Genesis	26	4	BRK[	ברך	HTBRKW	התברכו	HTBRKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
13098	Genesis	26	7	C>L[	שׁאל	JC>LW	ישׁאלו	JC>LW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13114	Genesis	26	7	HRG[	הרג	JHRGNJ	יהרגני	JHRG	NJ	impf	-	m	pl	p3	0	1	0	0	0	0	0	0
13259	Genesis	26	14	QN>[	קנא	JQN>W	יקנאו	JQN>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13267	Genesis	26	15	XPR=[	חפר	XPRW	חפרו	XPRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
13274	Genesis	26	15	STM[	סתם	STMWM	סתמום	STMW	M	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
13277	Genesis	26	15	ML>[	מלא	JML>WM	ימלאום	JML>W	M	wayq	-	m	pl	p3	1	1	0	0	0	0	0	0
13314	Genesis	26	18	XPR=[	חפר	XPRW	חפרו	XPRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
13320	Genesis	26	18	STM[	סתם	JSTMWM	יסתמום	JSTMW	M	wayq	-	m	pl	p3	1	1	0	0	0	0	0	0
13337	Genesis	26	19	XPR=[	חפר	JXPRW	יחפרו	JXPRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13344	Genesis	26	19	MY>[	מצא	JMY>W	ימצאו	JMY>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13371	Genesis	26	21	XPR=[	חפר	JXPRW	יחפרו	JXPRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13460	Genesis	26	25	KRH[	כרה	JKRW	יכרו	JKRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13490	Genesis	26	27	CLX[	שׁלח	TCLXWNJ	תשׁלחוני	TCLXW	NJ	wayq	-	m	pl	p2	1	1	0	0	0	0	0	0
13494	Genesis	26	28	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13542	Genesis	26	30	>KL[	אכל	J>KLW	יאכלו	J>KLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13544	Genesis	26	30	CTH[	שׁתה	JCTW	ישׁתו	JCTW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
13572	Genesis	26	32	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
13583	Genesis	26	32	XPR=[	חפר	XPRW	חפרו	XPRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
13585	Genesis	26	32	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
14109	Genesis	27	29	<BD[	עבד	J<BDWK	יעבדוך	J<BDW	K	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
14120	Genesis	27	29	XWH[	חוה	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
14387	Genesis	27	41	QRB[	קרב	JQRBW	יקרבו	JQRBW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
14770	Genesis	28	14	BRK[	ברך	NBRKW	נברכו	NBRKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
14981	Genesis	29	2	CQH[	שׁקה	JCQW	ישׁקו	JCQW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
15009	Genesis	29	3	CQH[	שׁקה	HCQW	השׁקו	HCQW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
15014	Genesis	29	3	CWB[	שׁוב	HCJBW	השׁיבו	HCJBW		perf	-	unknown	pl	p3	1	0	0	0	1	1	0	0
15033	Genesis	29	4	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
15047	Genesis	29	5	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
15056	Genesis	29	6	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
15078	Genesis	29	7	CQH[	שׁקה	HCQW	השׁקו	HCQW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
15083	Genesis	29	7	R<H[	רעה	R<W	רעו	R<W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
15085	Genesis	29	8	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
15338	Genesis	29	21	ML>[	מלא	ML>W	מלאו	ML>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
15769	Genesis	30	13	>CR=[	אשׁר	>CRWNJ	אשׁרוני	>CRW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
17109	Genesis	31	38	CKL[	שׁכל	CKLW	שׁכלו	CKLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
17260	Genesis	31	46	LQV[	לקט	LQVW	לקטו	LQVW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
17263	Genesis	31	46	LQX[	לקח	JQXW	יקחו	JQXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
17266	Genesis	31	46	<FH[	עשׂה	J<FW	יעשׂו	J<FW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
17269	Genesis	31	46	>KL[	אכל	J>KLW	יאכלו	J>KLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
17399	Genesis	31	53	CPV[	שׁפט	JCPVW	ישׁפטו	JCPVW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
17425	Genesis	31	54	>KL[	אכל	J>KLW	יאכלו	J>KLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
17501	Genesis	32	5	>MR[	אמר	T>MRWN	תאמרון	T>MRW		impf	-	m	pl	p2	1	0	0	1	0	0	0	0
17540	Genesis	32	7	CWB[	שׁוב	JCBW	ישׁבו	JCBW		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
17757	Genesis	32	17	<BR[	עבר	<BRW	עברו	<BRW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
17762	Genesis	32	17	FJM[	שׂים	TFJMW	תשׂימו	TFJMW		impf	-	m	pl	p2	1	0	0	0	1	1	0	0
18050	Genesis	32	33	>KL[	אכל	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
18201	Genesis	33	7	XWH[	חוה	JCTXWW	ישׁתחוו	JCTXWW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
18209	Genesis	33	7	XWH[	חוה	JCTXWW	ישׁתחוו	JCTXWW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
18314	Genesis	33	13	DPQ[	דפק	DPQWM	דפקום	DPQW	M	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
18318	Genesis	33	13	MWT[	מות	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
18555	Genesis	34	7	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
18562	Genesis	34	7	<YB[	עצב	JT<YBW	יתעצבו	JT<YBW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
18595	Genesis	34	8	NTN[	נתן	TNW	תנו	TNW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
18605	Genesis	34	9	NTN[	נתן	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
18610	Genesis	34	9	LQX[	לקח	TQXW	תקחו	TQXW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
18623	Genesis	34	10	SXR[	סחר	SXRWH	סחרוה	SXRW	H	impv	-	m	pl	p2	1	1	0	0	0	0	0	0
18625	Genesis	34	10	>XZ[	אחז	H>XZW	האחזו	H>XZW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
18641	Genesis	34	11	>MR[	אמר	T>MRW	תאמרו	T>MRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
18654	Genesis	34	12	>MR[	אמר	T>MRW	תאמרו	T>MRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
18657	Genesis	34	12	NTN[	נתן	TNW	תנו	TNW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
18665	Genesis	34	13	<NH[	ענה	J<NW	יענו	J<NW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
18684	Genesis	34	14	>MR[	אמר	J>MRW	יאמרו	J>MRW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
18741	Genesis	34	17	CM<[	שׁמע	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
18813	Genesis	34	21	SXR[	סחר	JSXRW	יסחרו	JSXRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
18875	Genesis	34	24	CM<[	שׁמע	JCM<W	ישׁמעו	JCM<W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
18905	Genesis	34	25	LQX[	לקח	JQXW	יקחו	JQXW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
18917	Genesis	34	25	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
18923	Genesis	34	25	HRG[	הרג	JHRGW	יהרגו	JHRGW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
