	tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun
405848	405848	Genesis	1	22	ML>[	מלא[	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0
405987	405987	Genesis	1	28	ML>[	מלא[	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0
405992	405992	Genesis	1	28	KBC[	כבשׁ[	KBCWH	כבשׁוה	KBCW	H	perf	-	unknown	pl	p3	1	1	0	0
406099	406099	Genesis	2	1	KLH[	כלה[	JKLW	יכלו	JKLW		impf	-	m	pl	p3	1	0	0	0
406617	406617	Genesis	3	1	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
406651	406651	Genesis	3	3	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
406658	406658	Genesis	3	3	MWT[	מות[	TMWTWN	תמותון	TMWTW		impf	-	m	pl	p2	1	0	0	1
406668	406668	Genesis	3	4	MWT[	מות[	TMWTWN	תמותון	TMWTW		impf	-	m	pl	p2	1	0	0	1
406723	406723	Genesis	3	6	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
406729	406729	Genesis	3	7	JD<[	ידע[	JD<W	ידעו	JD<W		impf	-	m	pl	p3	1	0	0	0
406738	406738	Genesis	3	7	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
406742	406742	Genesis	3	8	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
407175	407175	Genesis	4	5	NPL[	נפל[	JPLW	יפלו	JPLW		impf	-	m	pl	p3	1	0	0	0
407187	407187	Genesis	4	6	NPL[	נפל[	NPLW	נפלו	NPLW		perf	-	unknown	pl	p3	1	0	0	0
408030	408030	Genesis	6	2	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
408042	408042	Genesis	6	2	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
408086	408086	Genesis	6	4	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
408416	408416	Genesis	6	20	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
408615	408615	Genesis	7	9	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
408676	408676	Genesis	7	11	PTX[	פתח[	NPTXW	נפתחו	NPTXW		perf	-	unknown	pl	p3	1	0	0	0
408749	408749	Genesis	7	15	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
408776	408776	Genesis	7	16	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
408800	408800	Genesis	7	17	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
408838	408838	Genesis	7	19	KSH[	כסה[	JKSW	יכסו	JKSW		impf	-	m	pl	p3	1	0	0	0
408859	408859	Genesis	7	20	KSH[	כסה[	JKSW	יכסו	JKSW		impf	-	m	pl	p3	1	0	0	0
408905	408905	Genesis	7	22	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
408998	408998	Genesis	8	3	CWB[	שׁוב[	JCBW	ישׁבו	JCBW		impf	-	m	pl	p3	1	0	0	0
409007	409007	Genesis	8	3	CWB[	שׁוב[	CBW	שׁבו	CBW		perf	-	unknown	pl	p3	1	0	0	0
409052	409052	Genesis	8	5	R>H[	ראה[	NR>W	נראו	NR>W		perf	-	unknown	pl	p3	1	0	0	0
409338	409338	Genesis	8	19	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
409446	409446	Genesis	9	1	ML>[	מלא[	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0
409505	409505	Genesis	9	4	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
409840	409840	Genesis	9	23	FJM[	שׂימ[	JFMW	ישׂמו	JFMW		impf	-	m	pl	p3	1	0	0	0
409848	409848	Genesis	9	23	KSH[	כסה[	JKSW	יכסו	JKSW		impf	-	m	pl	p3	1	0	0	0
409859	409859	Genesis	9	23	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
410111	410111	Genesis	10	14	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
410368	410368	Genesis	11	2	MY>[	מצא[	JMY>W	ימצאו	JMY>W		impf	-	m	pl	p3	1	0	0	0
410377	410377	Genesis	11	3	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
410404	410404	Genesis	11	4	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
410439	410439	Genesis	11	5	BNH[	בנה[	BNW	בנו	BNW		perf	-	unknown	pl	p3	1	0	0	0
410979	410979	Genesis	11	31	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
411042	411042	Genesis	12	3	BRK[	ברכ[	NBRKW	נברכו	NBRKW		perf	-	unknown	pl	p3	1	0	0	0
411094	411094	Genesis	12	5	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
411098	411098	Genesis	12	5	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
411104	411104	Genesis	12	5	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
411232	411232	Genesis	12	12	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
411237	411237	Genesis	12	12	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
411241	411241	Genesis	12	12	HRG[	הרג[	HRGW	הרגו	HRGW		perf	-	unknown	pl	p3	1	0	0	0
411245	411245	Genesis	12	12	XJH[	חיה[	JXJW	יחיו	JXJW		impf	-	m	pl	p3	1	0	0	0
411267	411267	Genesis	12	14	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
411278	411278	Genesis	12	15	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
411283	411283	Genesis	12	15	HLL[	הלל[	JHLLW	יהללו	JHLLW		impf	-	m	pl	p3	1	0	0	0
411375	411375	Genesis	12	20	CLX[	שׁלח[	JCLXW	ישׁלחו	JCLXW		impf	-	m	pl	p3	1	0	0	0
411747	411747	Genesis	14	2	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
411785	411785	Genesis	14	4	<BD[	עבד[	<BDW	עבדו	<BDW		perf	-	unknown	pl	p3	1	0	0	0
411807	411807	Genesis	14	5	NKH[	נכה[	JKW	יכו	JKW		impf	-	m	pl	p3	1	0	0	0
411840	411840	Genesis	14	7	CWB[	שׁוב[	JCBW	ישׁבו	JCBW		impf	-	m	pl	p3	1	0	0	0
411842	411842	Genesis	14	7	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
411848	411848	Genesis	14	7	NKH[	נכה[	JKW	יכו	JKW		impf	-	m	pl	p3	1	0	0	0
411882	411882	Genesis	14	8	<RK[	ערכ[	J<RKW	יערכו	J<RKW		impf	-	m	pl	p3	1	0	0	0
411924	411924	Genesis	14	10	NPL[	נפל[	JPLW	יפלו	JPLW		impf	-	m	pl	p3	1	0	0	0
411933	411933	Genesis	14	11	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
411947	411947	Genesis	14	12	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
412180	412180	Genesis	14	24	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
412196	412196	Genesis	14	24	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
412422	412422	Genesis	15	13	<BD[	עבד[	<BDWM	עבדום	<BDW	M	perf	-	unknown	pl	p3	1	1	0	0
412435	412435	Genesis	15	14	<BD[	עבד[	J<BDW	יעבדו	J<BDW		impf	-	m	pl	p3	1	0	0	0
412441	412441	Genesis	15	14	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
412942	412942	Genesis	17	6	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
413388	413388	Genesis	18	3	<BR[	עבר[	T<BRW	תעברו	T<BRW		impf	-	m	pl	p2	1	0	0	0
413413	413413	Genesis	18	5	<BR[	עבר[	T<BRW	תעברו	T<BRW		impf	-	m	pl	p2	1	0	0	0
413421	413421	Genesis	18	5	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
413491	413491	Genesis	18	8	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
413493	413493	Genesis	18	9	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
413644	413644	Genesis	18	18	BRK[	ברכ[	NBRKW	נברכו	NBRKW		perf	-	unknown	pl	p3	1	0	0	0
413704	413704	Genesis	18	21	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
413861	413861	Genesis	18	29	MY>[	מצא[	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1
413882	413882	Genesis	18	30	MY>[	מצא[	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1
413903	413903	Genesis	18	31	MY>[	מצא[	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1
413927	413927	Genesis	18	32	MY>[	מצא[	JMY>WN	ימצאון	JMY>W		impf	-	m	pl	p3	1	0	0	1
413954	413954	Genesis	19	1	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
414000	414000	Genesis	19	2	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
414014	414014	Genesis	19	3	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
414025	414025	Genesis	19	3	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
414033	414033	Genesis	19	4	SBB[	סבב[	NSBW	נסבו	NSBW		perf	-	unknown	pl	p3	1	0	0	0
414048	414048	Genesis	19	5	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
414052	414052	Genesis	19	5	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
414058	414058	Genesis	19	5	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
414076	414076	Genesis	19	6	SGR[	סגר[	SGRW	סגרו	SGRW		perf	-	unknown	pl	p3	1	0	0	0
414091	414091	Genesis	19	8	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
414098	414098	Genesis	19	8	<FH[	עשׂה[	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0
414110	414110	Genesis	19	8	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
414115	414115	Genesis	19	8	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
414120	414120	Genesis	19	9	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
414124	414124	Genesis	19	9	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
414151	414151	Genesis	19	10	CLX[	שׁלח[	JCLXW	ישׁלחו	JCLXW		impf	-	m	pl	p3	1	0	0	0
414157	414157	Genesis	19	10	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
414167	414167	Genesis	19	10	SGR[	סגר[	SGRW	סגרו	SGRW		perf	-	unknown	pl	p3	1	0	0	0
414176	414176	Genesis	19	11	NKH[	נכה[	HKW	הכו	HKW		perf	-	unknown	pl	p3	1	0	0	0
414191	414191	Genesis	19	12	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
414247	414247	Genesis	19	14	JY>[	יצא[	Y>W	צאו	Y>W		impv	-	m	pl	p2	1	0	0	0
414298	414298	Genesis	19	16	XZQ[	חזק[	JXZQW	יחזקו	JXZQW		impf	-	m	pl	p3	1	0	0	0
414939	414939	Genesis	20	8	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
414970	414970	Genesis	20	9	<FH[	עשׂה[	J<FWN	יעשׂון	J<FW		impf	-	m	pl	p3	1	0	0	1
415003	415003	Genesis	20	11	HRG[	הרג[	HRGWNJ	הרגוני	HRGW	NJ	perf	-	unknown	pl	p3	1	1	0	0
415393	415393	Genesis	21	15	KLH[	כלה[	JKLW	יכלו	JKLW		impf	-	m	pl	p3	1	0	0	0
415729	415729	Genesis	21	32	CWB[	שׁוב[	JCBW	ישׁבו	JCBW		impf	-	m	pl	p3	1	0	0	0
415951	415951	Genesis	22	9	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
416152	416152	Genesis	22	18	BRK[	ברכ[	HTBRKW	התברכו	HTBRKW		perf	-	unknown	pl	p3	1	0	0	0
416322	416322	Genesis	23	4	NTN[	נתנ[	TNW	תנו	TNW		impv	-	m	pl	p2	1	0	0	0
416335	416335	Genesis	23	5	<NH[	ענה[	J<NW	יענו	J<NW		impf	-	m	pl	p3	1	0	0	0
416393	416393	Genesis	23	8	CM<[	שׁמע[	CM<WNJ	שׁמעוני	CM<W	NJ	impv	-	m	pl	p2	1	1	0	0
417034	417034	Genesis	24	19	KLH[	כלה[	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0
417077	417077	Genesis	24	22	KLH[	כלה[	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0
417312	417312	Genesis	24	33	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
417439	417439	Genesis	24	41	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
417649	417649	Genesis	24	50	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
417717	417717	Genesis	24	54	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
417719	417719	Genesis	24	54	CTH[	שׁתה[	JCTW	ישׁתו	JCTW		impf	-	m	pl	p3	1	0	0	0
417734	417734	Genesis	24	54	CLX[	שׁלח[	CLXWNJ	שׁלחוני	CLXW	NJ	impv	-	m	pl	p2	1	1	0	0
417738	417738	Genesis	24	55	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
417763	417763	Genesis	24	56	CLX[	שׁלח[	CLXWNJ	שׁלחוני	CLXW	NJ	impv	-	m	pl	p2	1	1	0	0
417769	417769	Genesis	24	57	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
417778	417778	Genesis	24	58	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
417782	417782	Genesis	24	58	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
417795	417795	Genesis	24	59	CLX[	שׁלח[	JCLXW	ישׁלחו	JCLXW		impf	-	m	pl	p3	1	0	0	0
417810	417810	Genesis	24	60	BRK[	ברכ[	JBRKW	יברכו	JBRKW		impf	-	m	pl	p3	1	0	0	0
417814	417814	Genesis	24	60	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
418091	418091	Genesis	25	9	QBR[	קבר[	JQBRW	יקברו	JQBRW		impf	-	m	pl	p3	1	0	0	0
418342	418342	Genesis	25	24	ML>[	מלא[	JML>W	ימלאו	JML>W		impf	-	m	pl	p3	1	0	0	0
418361	418361	Genesis	25	25	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
418376	418376	Genesis	25	26	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
418388	418388	Genesis	25	27	GDL[	גדל[	JGDLW	יגדלו	JGDLW		impf	-	m	pl	p3	1	0	0	0
418607	418607	Genesis	26	4	BRK[	ברכ[	HTBRKW	התברכו	HTBRKW		perf	-	unknown	pl	p3	1	0	0	0
418634	418634	Genesis	26	7	C>L[	שׁאל[	JC>LW	ישׁאלו	JC>LW		impf	-	m	pl	p3	1	0	0	0
418651	418651	Genesis	26	7	HRG[	הרג[	JHRGWNJ	יהרגוני	JHRGW	NJ	impf	-	m	pl	p3	1	1	0	0
418793	418793	Genesis	26	14	QN>[	קנא[	JQN>W	יקנאו	JQN>W		impf	-	m	pl	p3	1	0	0	0
418801	418801	Genesis	26	15	XPR=[	חפר=[	XPRW	חפרו	XPRW		perf	-	unknown	pl	p3	1	0	0	0
418808	418808	Genesis	26	15	STM[	סתמ[	STMWM	סתמום	STMW	M	perf	-	unknown	pl	p3	1	1	0	0
418811	418811	Genesis	26	15	ML>[	מלא[	JML>WM	ימלאום	JML>W	M	impf	-	m	pl	p3	1	1	0	0
418848	418848	Genesis	26	18	XPR=[	חפר=[	XPRW	חפרו	XPRW		perf	-	unknown	pl	p3	1	0	0	0
418853	418853	Genesis	26	18	STM[	סתמ[	JSTMWM	יסתמום	JSTMW	M	impf	-	m	pl	p3	1	1	0	0
418869	418869	Genesis	26	19	XPR=[	חפר=[	JXPRW	יחפרו	JXPRW		impf	-	m	pl	p3	1	0	0	0
418875	418875	Genesis	26	19	MY>[	מצא[	JMY>W	ימצאו	JMY>W		impf	-	m	pl	p3	1	0	0	0
418902	418902	Genesis	26	21	XPR=[	חפר=[	JXPRW	יחפרו	JXPRW		impf	-	m	pl	p3	1	0	0	0
418918	418918	Genesis	26	22	XPR=[	חפר=[	JXPRW	יחפרו	JXPRW		impf	-	m	pl	p3	1	0	0	0
418989	418989	Genesis	26	25	KRH[	כרה[	JKRW	יכרו	JKRW		impf	-	m	pl	p3	1	0	0	0
419019	419019	Genesis	26	27	CLX[	שׁלח[	TCLXWNJ	תשׁלחוני	TCLXW	NJ	impf	-	m	pl	p2	1	1	0	0
419023	419023	Genesis	26	28	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
419071	419071	Genesis	26	30	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
419073	419073	Genesis	26	30	CTH[	שׁתה[	JCTW	ישׁתו	JCTW		impf	-	m	pl	p3	1	0	0	0
419099	419099	Genesis	26	32	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
419110	419110	Genesis	26	32	XPR=[	חפר=[	XPRW	חפרו	XPRW		perf	-	unknown	pl	p3	1	0	0	0
419112	419112	Genesis	26	32	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
419608	419608	Genesis	27	27	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
419637	419637	Genesis	27	29	<BD[	עבד[	J<BDWK	יעבדוך	J<BDW	K	impf	-	m	pl	p3	1	1	0	0
419640	419640	Genesis	27	29	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
419648	419648	Genesis	27	29	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
419916	419916	Genesis	27	41	QRB[	קרב[	JQRBW	יקרבו	JQRBW		impf	-	m	pl	p3	1	0	0	0
420147	420147	Genesis	28	6	YWH[	צוה[	JYWW	יצוו	JYWW		impf	-	m	pl	p3	1	0	0	0
420296	420296	Genesis	28	14	BRK[	ברכ[	NBRKW	נברכו	NBRKW		perf	-	unknown	pl	p3	1	0	0	0
420502	420502	Genesis	29	2	CQH[	שׁקה[	JCQW	ישׁקו	JCQW		impf	-	m	pl	p3	1	0	0	0
420529	420529	Genesis	29	3	CQH[	שׁקה[	HCQW	השׁקו	HCQW		perf	-	unknown	pl	p3	1	0	0	0
420534	420534	Genesis	29	3	CWB[	שׁוב[	HCJBW	השׁיבו	HCJBW		perf	-	unknown	pl	p3	1	0	0	0
420553	420553	Genesis	29	4	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
420567	420567	Genesis	29	5	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
420576	420576	Genesis	29	6	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
420599	420599	Genesis	29	7	CQH[	שׁקה[	HCQW	השׁקו	HCQW		impv	-	m	pl	p2	1	0	0	0
420604	420604	Genesis	29	7	R<H[	רעה[	R<W	רעו	R<W		impv	-	m	pl	p2	1	0	0	0
420606	420606	Genesis	29	8	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
420860	420860	Genesis	29	21	ML>[	מלא[	ML>W	מלאו	ML>W		perf	-	unknown	pl	p3	1	0	0	0
421294	421294	Genesis	30	13	>CR=[	אשׁר=[	>CRWNJ	אשׁרוני	>CRW	NJ	perf	-	unknown	pl	p3	1	1	0	0
422703	422703	Genesis	31	38	CKL[	שׁכל[	CKLW	שׁכלו	CKLW		perf	-	unknown	pl	p3	1	0	0	0
422851	422851	Genesis	31	46	LQV[	לקט[	LQVW	לקטו	LQVW		impv	-	m	pl	p2	1	0	0	0
422854	422854	Genesis	31	46	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
422857	422857	Genesis	31	46	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
422860	422860	Genesis	31	46	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
423015	423015	Genesis	31	54	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
423089	423089	Genesis	32	5	>MR[	אמר[	T>MRWN	תאמרון	T>MRW		impf	-	m	pl	p2	1	0	0	1
423129	423129	Genesis	32	7	CWB[	שׁוב[	JCBW	ישׁבו	JCBW		impf	-	m	pl	p3	1	0	0	0
423346	423346	Genesis	32	17	<BR[	עבר[	<BRW	עברו	<BRW		impv	-	m	pl	p2	1	0	0	0
423351	423351	Genesis	32	17	FJM[	שׂימ[	TFJMW	תשׂימו	TFJMW		impf	-	m	pl	p2	1	0	0	0
423640	423640	Genesis	32	33	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
423790	423790	Genesis	33	7	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
423798	423798	Genesis	33	7	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
423908	423908	Genesis	33	13	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
424142	424142	Genesis	34	7	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
424149	424149	Genesis	34	7	<YB[	עצב[	JT<YBW	יתעצבו	JT<YBW		impf	-	m	pl	p3	1	0	0	0
424182	424182	Genesis	34	8	NTN[	נתנ[	TNW	תנו	TNW		impv	-	m	pl	p2	1	0	0	0
424192	424192	Genesis	34	9	NTN[	נתנ[	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0
424197	424197	Genesis	34	9	LQX[	לקח[	TQXW	תקחו	TQXW		impf	-	m	pl	p2	1	0	0	0
424209	424209	Genesis	34	10	SXR[	סחר[	SXRW	סחרו	SXRW		impv	-	m	pl	p2	1	0	0	0
424211	424211	Genesis	34	10	>XZ[	אחז[	>XZW	אחזו	>XZW		impv	-	m	pl	p2	1	0	0	0
424227	424227	Genesis	34	11	>MR[	אמר[	T>MRW	תאמרו	T>MRW		impf	-	m	pl	p2	1	0	0	0
424240	424240	Genesis	34	12	>MR[	אמר[	T>MRW	תאמרו	T>MRW		impf	-	m	pl	p2	1	0	0	0
424243	424243	Genesis	34	12	NTN[	נתנ[	TNW	תנו	TNW		impv	-	m	pl	p2	1	0	0	0
424251	424251	Genesis	34	13	<NH[	ענה[	J<NW	יענו	J<NW		impf	-	m	pl	p3	1	0	0	0
424265	424265	Genesis	34	13	VM>[	טמא[	VM>W	טמאו	VM>W		perf	-	unknown	pl	p3	1	0	0	0
424270	424270	Genesis	34	14	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
424328	424328	Genesis	34	17	CM<[	שׁמע[	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0
424397	424397	Genesis	34	21	SXR[	סחר[	JSXRW	יסחרו	JSXRW		impf	-	m	pl	p3	1	0	0	0
424459	424459	Genesis	34	24	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
424488	424488	Genesis	34	25	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
424500	424500	Genesis	34	25	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
424506	424506	Genesis	34	25	HRG[	הרג[	JHRGW	יהרגו	JHRGW		impf	-	m	pl	p3	1	0	0	0
424516	424516	Genesis	34	26	HRG[	הרג[	HRGW	הרגו	HRGW		perf	-	unknown	pl	p3	1	0	0	0
424521	424521	Genesis	34	26	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
424528	424528	Genesis	34	26	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
424532	424532	Genesis	34	27	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
424537	424537	Genesis	34	27	BZZ[	בזז[	JBZW	יבזו	JBZW		impf	-	m	pl	p3	1	0	0	0
424541	424541	Genesis	34	27	VM>[	טמא[	VM>W	טמאו	VM>W		perf	-	unknown	pl	p3	1	0	0	0
424561	424561	Genesis	34	28	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
424572	424572	Genesis	34	29	CBH[	שׁבה[	CBW	שׁבו	CBW		perf	-	unknown	pl	p3	1	0	0	0
424574	424574	Genesis	34	29	BZZ[	בזז[	JBZW	יבזו	JBZW		impf	-	m	pl	p3	1	0	0	0
424609	424609	Genesis	34	30	NKH[	נכה[	HKWNJ	הכוני	HKW	NJ	perf	-	unknown	pl	p3	1	1	0	0
424616	424616	Genesis	34	31	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
424620	424620	Genesis	34	31	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
424697	424697	Genesis	35	4	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
