tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	feature	line	column	has_prs	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
363161	MT	Ecclesiastes	11	7	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
363468	MT	Ecclesiastes	12	12	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT			nnnn	nnnn	עשות		infc_qal	-	-	0	0	0	1	nn	nn	nme	W	1
365637	MT	Esther	1	8	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
365795	MT	Esther	1	15	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
366015	MT	Esther	1	22	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
366325	MT	Esther	2	12	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT			nnnn	nnnn	היות		infc_qal	-	-	0	0	0	1	nn	nn	nme	W	1
366751	MT	Esther	3	4	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
366947	MT	Esther	3	11	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
367083	MT	Esther	3	14	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
367113	MT	Esther	3	15	CTH[	CTWT	CT	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	שתות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
367586	MT	Esther	5	2	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		K	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
367672	MT	Esther	5	5	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
367739	MT	Esther	5	8	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
367774	MT	Esther	5	9	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WK	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
368038	MT	Esther	6	4	TLH[	TLWT	TL	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	תלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
368074	MT	Esther	6	6	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
368095	MT	Esther	6	6	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
368342	MT	Esther	7	1	CTH[	CTWT	CT	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	שתות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
368461	MT	Esther	7	5	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
369062	MT	Esther	8	13	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
369462	MT	Esther	9	13	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
369670	MT	Esther	9	21	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
369717	MT	Esther	9	22	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
369742	MT	Esther	9	23	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
369857	MT	Esther	9	27	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
375198	MT	Daniel	8	2	R>H[	R>TJ	R>	CC	CCCM	qal	infc		unknown	unknown	verb	J	T		B	nnnn	nnnn	ראתי		infc_qal	-	-	1	1	0	1	nn	nn	nme		0
375524	MT	Daniel	8	15	R>H[	R>TJ	R>	CC	CCCM	qal	infc		unknown	unknown	verb	J	T		B	nnnn	nnnn	ראתי		infc_qal	-	-	1	1	0	1	nn	nn	nme		0
376355	MT	Daniel	9	25	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
377045	MT	Daniel	11	6	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
377898	MT	Daniel	12	1	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		M	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
378160	MT	Ezra	1	1	KLH[	KLWT	KL	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	כלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
378205	MT	Ezra	1	2	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
378300	MT	Ezra	1	5	<LH[	<LWT	<L	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
378302	MT	Ezra	1	5	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
379578	MT	Ezra	4	3	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
379611	MT	Ezra	4	4	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
381114	MT	Ezra	7	10	<FH[	<FT	<F	CC	CCC	qal	infc		unknown	unknown	verb		T		WL	nnn	nnn	עשת		infc_qal	-	-	0	1	0	1	nn	nn	nme		0
381535	MT	Ezra	7	28	<LH[	<LWT	<L	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
382832	MT	Ezra	10	5	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
383008	MT	Ezra	10	12	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
384015	MT	Nehemiah	2	12	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
384646	MT	Nehemiah	3	19	<LH[	<LT	<L	CC	CCC	qal	infc		unknown	unknown	verb		T			nnn	nnn	עלת		infc_qal	-	-	0	0	0	1	nn	nn	nme		0
385016	MT	Nehemiah	3	38	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
385062	MT	Nehemiah	4	2	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
385094	MT	Nehemiah	4	4	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
385362	MT	Nehemiah	4	15	<LH[	<LWT	<L	CC	CCMC	qal	infc		unknown	unknown	verb		WT		M	nnnn	nnnn	עלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
385671	MT	Nehemiah	5	12	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
385735	MT	Nehemiah	5	14	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
385961	MT	Nehemiah	6	2	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
387511	MT	Nehemiah	8	12	CTH[	CTWT	CT	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	שתות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
387518	MT	Nehemiah	8	12	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
387622	MT	Nehemiah	8	15	<FH[	<FT	<F	CC	CCC	qal	infc		unknown	unknown	verb		T		L	nnn	nnn	עשת		infc_qal	-	-	0	1	0	1	nn	nn	nme		0
388341	MT	Nehemiah	9	24	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
388443	MT	Nehemiah	9	28	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
388907	MT	Nehemiah	10	30	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
390058	MT	Nehemiah	12	27	<FH[	<FT	<F	CC	CCC	qal	infc		unknown	unknown	verb		T		L	nnn	nnn	עשת		infc_qal	-	-	0	1	0	1	nn	nn	nme		0
390692	MT	Nehemiah	13	7	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
391176	MT	Nehemiah	13	27	<FH[	<FT	<F	CC	CCC	qal	infc		unknown	unknown	verb		T		L	nnn	nnn	עשת		infc_qal	-	-	0	1	0	1	nn	nn	nme		0
391341	MT	1_Chronicles	1	10	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
394247	MT	1_Chronicles	6	17	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT			nnnn	nnnn	בנות		infc_qal	-	-	0	0	0	1	nn	nn	nme	W	1
397019	MT	1_Chronicles	11	2	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		B	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
397367	MT	1_Chronicles	11	18	CTH[	CTWTM	CT	CC	CCMCC	qal	infc		unknown	unknown	verb	M	WT		L	nnnnn	nnnnn	שתותם		infc_qal	-	-	1	1	0	1	nn	nn	nme	W	1
397380	MT	1_Chronicles	11	19	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		M	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
397399	MT	1_Chronicles	11	19	CTH[	CTWTM	CT	CC	CCMCC	qal	infc		unknown	unknown	verb	M	WT		L	nnnnn	nnnnn	שתותם		infc_qal	-	-	1	1	0	1	nn	nn	nme	W	1
398534	MT	1_Chronicles	13	4	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
398787	MT	1_Chronicles	14	1	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
399856	MT	1_Chronicles	16	19	HJH[	HJWTKM	HJ	CC	CCMCCC	qal	infc		unknown	unknown	verb	KM	WT		B	nnnnnn	nnnnnn	היותכם		infc_qal	-	-	1	1	0	1	nn	nn	nme	W	1
400345	MT	1_Chronicles	17	6	R<H[	R<WT	R<	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	רעות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
400378	MT	1_Chronicles	17	7	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
400659	MT	1_Chronicles	17	21	PDH[	PDWT	PD	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	פדות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
400747	MT	1_Chronicles	17	25	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
400782	MT	1_Chronicles	17	27	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
401815	MT	1_Chronicles	21	1	MNH[	MNWT	MN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	מנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
402192	MT	1_Chronicles	21	17	MNH[	MNWT	MN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	מנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
402450	MT	1_Chronicles	21	28	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		B	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
402540	MT	1_Chronicles	22	2	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
402598	MT	1_Chronicles	22	5	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
402633	MT	1_Chronicles	22	6	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
402650	MT	1_Chronicles	22	7	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
402775	MT	1_Chronicles	22	13	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
405287	MT	1_Chronicles	27	24	MNH[	MNWT	MN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	מנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
405562	MT	1_Chronicles	28	2	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
405577	MT	1_Chronicles	28	2	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
405606	MT	1_Chronicles	28	4	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
405691	MT	1_Chronicles	28	7	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
405777	MT	1_Chronicles	28	10	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
406040	MT	1_Chronicles	28	20	KLH[	KLWT	KL	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	כלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
406172	MT	1_Chronicles	29	3	RYH[	RYWTJ	RY	CC	CCMCM	qal	infc		unknown	unknown	verb	J	WT		B	nnnnn	nnnnn	רצותי		infc_qal	-	-	1	1	0	1	nn	nn	nme	W	1
406488	MT	1_Chronicles	29	16	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
406565	MT	1_Chronicles	29	19	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
406570	MT	1_Chronicles	29	19	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407238	MT	2_Chronicles	1	18	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407290	MT	2_Chronicles	2	2	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407361	MT	2_Chronicles	2	5	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407393	MT	2_Chronicles	2	6	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407587	MT	2_Chronicles	2	13	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407742	MT	2_Chronicles	3	1	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407770	MT	2_Chronicles	3	2	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
407789	MT	2_Chronicles	3	3	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
408347	MT	2_Chronicles	4	11	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409054	MT	2_Chronicles	6	5	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409057	MT	2_Chronicles	6	5	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409066	MT	2_Chronicles	6	5	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409076	MT	2_Chronicles	6	6	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409084	MT	2_Chronicles	6	6	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409095	MT	2_Chronicles	6	7	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409114	MT	2_Chronicles	6	8	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
409397	MT	2_Chronicles	6	20	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
410324	MT	2_Chronicles	7	11	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
410436	MT	2_Chronicles	7	16	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
410463	MT	2_Chronicles	7	17	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
410718	MT	2_Chronicles	8	6	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
410988	MT	2_Chronicles	8	16	KLH[	KLTW	KL	CC	CCCM	qal	infc		unknown	unknown	verb	W	T			nnnn	nnnn	כלתו		infc_qal	-	-	1	0	0	1	nn	nn	nme		0
411230	MT	2_Chronicles	9	8	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
411853	MT	2_Chronicles	10	6	HJH[	HJTW	HJ	CC	CCCM	qal	infc		unknown	unknown	verb	W	T		B	nnnn	nnnn	היתו		infc_qal	-	-	1	1	0	1	nn	nn	nme		0
412183	MT	2_Chronicles	10	18	<LH[	<LWT	<L	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
412744	MT	2_Chronicles	12	7	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WB	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
413546	MT	2_Chronicles	14	3	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		WL	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
413848	MT	2_Chronicles	15	2	HJH[	HJWTKM	HJ	CC	CCMCCC	qal	infc		unknown	unknown	verb	KM	WT		B	nnnnnn	nnnnnn	היותכם		infc_qal	-	-	1	1	0	1	nn	nn	nme	W	1
414013	MT	2_Chronicles	15	9	R>H[	R>TM	R>	CC	CCCC	qal	infc		unknown	unknown	verb	M	T		B	nnnn	nnnn	ראתם		infc_qal	-	-	1	1	0	1	nn	nn	nme		0
414327	MT	2_Chronicles	16	5	BNH[	BNWT	BN	CC	CCMC	qal	infc		unknown	unknown	verb		WT		M	nnnn	nnnn	בנות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
414968	MT	2_Chronicles	18	2	<LH[	<LWT	<L	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עלות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
415598	MT	2_Chronicles	18	31	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		K	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
415628	MT	2_Chronicles	18	32	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		K	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
416721	MT	2_Chronicles	20	32	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
416778	MT	2_Chronicles	20	35	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
416783	MT	2_Chronicles	20	36	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
417421	MT	2_Chronicles	22	6	R>H[	R>WT	R>	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	ראות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
418073	MT	2_Chronicles	23	16	HJH[	HJWT	HJ	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	היות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
418454	MT	2_Chronicles	24	11	R>H[	R>WTM	R>	CC	CCMCC	qal	infc		unknown	unknown	verb	M	WT		WK	nnnnn	nnnnn	ראותם		infc_qal	-	-	1	1	0	1	nn	nn	nme	W	1
419097	MT	2_Chronicles	25	9	<FH[	<FWT	<F	CC	CCMC	qal	infc		unknown	unknown	verb		WT		L	nnnn	nnnn	עשות		infc_qal	-	-	0	1	0	1	nn	nn	nme	W	1
