tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	feature	line	column	has_prs	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
49	MT	Genesis	1	4	BDL[	JBDL	BDL	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יבדל		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
90	MT	Genesis	1	6	BDL[	MBDJL	BDJL	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מבדיל		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
102	MT	Genesis	1	7	BDL[	JBDL	BDL	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יבדל		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
182	MT	Genesis	1	11	DC>[	TDC>	DC>	CCM	CCCM	hif	impf	sg	f	p3	verb					nnnn	nnnn	תדשא		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last		0
187	MT	Genesis	1	11	ZR<[	MZRJ<	ZRJ<	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מזריע		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
210	MT	Genesis	1	12	ZR<[	MZRJ<	ZRJ<	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מזריע		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
246	MT	Genesis	1	14	BDL[	HBDJL	BDJL	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הבדיל		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
339	MT	Genesis	1	18	BDL[	HBDJL	BDJL	CCMC	CCCMC	hif	infc		unknown	unknown	verb				WL	nnnnn	nnnnn	הבדיל		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
764	MT	Genesis	2	5	MVR[	HMVJR	MVJR	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	המטיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
833	MT	Genesis	2	9	YMX[	JYMX	YMX	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יצמח		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
1079	MT	Genesis	2	21	NPL[	JPL	PL	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יפל		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
1283	MT	Genesis	3	6	FKL[	HFKJL	FKJL	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	השכיל		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
1373	MT	Genesis	3	11	NGD[	HGJD	GJD	CMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
1422	MT	Genesis	3	13	NC>=[	HCJ>NJ	CJ>	CMC	CCMCCM	hif	perf	sg	m	p3	verb	NJ				nnnnnn	nnnnnn	השיאני		hiph_triliteral	-	-	1	0	0	0	nnn	nnn	last	J	1
1534	MT	Genesis	3	18	YMX[	TYMJX	YMJX	CCMC	CCCMC	hif	impf	sg	f	p3	verb					nnnnn	nnnnn	תצמיח		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
1587	MT	Genesis	3	21	LBC[	JLBCM	LBC	CCC	CCCCC	hif	wayq	sg	m	p3	verb	M			W	nnnnn	nnnnn	ילבשם		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
1644	MT	Genesis	3	24	CKN[	JCKN	CKN	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכן		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
2056	MT	Genesis	4	23	>ZN[	H>ZNH	>Z	CC	CCCCM	hif	impv	pl	f	p2	verb					nnnnn	nnnnn	האזנה		hiph_triliteral	-	-	0	0	0	0	nn	nn	last		0
2818	MT	Genesis	6	12	CXT[	HCXJT	CXJT	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השחית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
2846	MT	Genesis	6	13	CXT[	MCXJTM	CXJT	CCMC	CCCMCC	hif	ptca	sg	m	unknown	verb	M				nnnnnn	nnnnnn	משחיתם		hiph_triliteral	-	-	1	0	0	0	nnnn	nnnn	last	J	1
3111	MT	Genesis	7	4	MVR[	MMVJR	MVJR	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	ממטיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
3565	MT	Genesis	8	1	<BR[	J<BR	<BR	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יעבר		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
4430	MT	Genesis	9	22	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
5634	MT	Genesis	12	8	<TQ[	J<TQ	<TQ	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יעתק		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
5697	MT	Genesis	12	11	QRB[	HQRJB	QRJB	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הקריב		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
6038	MT	Genesis	13	9	FM>L[	>FM>JLH	FM>JL	CCCMC	CCCCMCM	hif	impf	sg	unknown	p1	verb				W	nnnnnnn	nnnnnnn	אשמאילה		hiph_triliteral	-	-	0	1	0	0	nnnnn	nnnnn	last	J	1
6446	MT	Genesis	14	13	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
6752	MT	Genesis	15	5	NBV[	HBV	BV	CC	CCC	hif	impv	sg	m	p2	verb					nnn	nnn	הבט		hiph_triliteral	-	-	0	0	0	0	nn	nn	last		0
6772	MT	Genesis	15	6	>MN[	H>MN	>MN	CCC	CCCC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	האמן		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
6858	MT	Genesis	15	11	NCB[	JCB	CB	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	ישב		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
8082	MT	Genesis	18	16	CQP[	JCQPW	CQP	CCC	CCCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	ישקפו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
8306	MT	Genesis	18	28	CXT[	TCXJT	CXJT	CCMC	CCCMC	hif	impf	sg	m	p2	verb				H	nnnnn	nnnnn	תשחית		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
8316	MT	Genesis	18	28	CXT[	>CXJT	CXJT	CCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אשחית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
8380	MT	Genesis	18	31	CXT[	>CXJT	CXJT	CCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אשחית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
8404	MT	Genesis	18	32	CXT[	>CXJT	CXJT	CCMC	CCCMC	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אשחית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
8695	MT	Genesis	19	13	CXT[	MCXTJM	CXT	CCC	CCCCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	משחתים		hiph_triliteral	-	-	0	0	0	1	nnn	nnn	last		0
8732	MT	Genesis	19	14	CXT[	MCXJT	CXJT	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	משחית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
8776	MT	Genesis	19	16	XZQ[	JXZQW	XZQ	CCC	CCCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יחזקו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
8816	MT	Genesis	19	17	NBV[	TBJV	BJV	CMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תביט		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
8845	MT	Genesis	19	19	GDL[	TGDL	GDL	CCC	CCCC	hif	wayq	sg	m	p2	verb				W	nnnn	nnnn	תגדל		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
8942	MT	Genesis	19	24	MVR[	HMVJR	MVJR	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	המטיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
8980	MT	Genesis	19	26	NBV[	TBV	BV	CC	CCC	hif	wayq	sg	f	p3	verb				W	nnn	nnn	תבט		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
8989	MT	Genesis	19	27	CKM[	JCKM	CKM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
9004	MT	Genesis	19	28	CQP[	JCQP	CQP	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישקף		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
9400	MT	Genesis	20	8	CKM[	JCKM	CKM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
9826	MT	Genesis	21	14	CKM[	JCKM	CKM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
9866	MT	Genesis	21	15	CLK[	TCLK	CLK	CCC	CCCC	hif	wayq	sg	f	p3	verb				W	nnnn	nnnn	תשלך		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
9944	MT	Genesis	21	18	XZQ[	HXZJQJ	XZJQ	CCMC	CCCMCM	hif	impv	sg	f	p2	verb				W	nnnnnn	nnnnnn	החזיקי		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
10121	MT	Genesis	21	28	NYB[	JYB	YB	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יצב		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
10273	MT	Genesis	22	3	CKM[	JCKM	CKM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
11142	MT	Genesis	24	3	CB<[	>CBJ<K	CBJ<	CCMC	CCCMCC	hif	impf	sg	unknown	p1	verb	K			W	nnnnnn	nnnnnn	אשביעך		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
11331	MT	Genesis	24	11	BRK=[	JBRK	BRK	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יברך		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
11471	MT	Genesis	24	17	GM>[	HGMJ>JNJ	GMJ>	CCMC	CCCMCMCM	hif	impv	sg	f	p2	verb	NJ				nnnnnnnn	nnnnnnnn	הגמיאיני		hiph_triliteral	-	-	1	0	0	0	nnnn	nnnn	last	J	1
11531	MT	Genesis	24	21	XRC[	MXRJC	XRJC	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מחריש		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
11535	MT	Genesis	24	21	YLX[	HYLJX	YLJX	CCMC	CCCMC	hif	perf	sg	m	p3	verb				H	nnnnn	nnnnn	הצליח		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
11570	MT	Genesis	24	23	NGD[	HGJDJ	GJD	CMC	CCMCM	hif	impv	sg	f	p2	verb					nnnnn	nnnnn	הגידי		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
11644	MT	Genesis	24	28	NGD[	TGD	GD	CC	CCC	hif	wayq	sg	f	p3	verb				W	nnn	nnn	תגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
11828	MT	Genesis	24	37	CB<[	JCB<NJ	CB<	CCC	CCCCCM	hif	wayq	sg	m	p3	verb	NJ			W	nnnnnn	nnnnnn	ישבעני		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
11882	MT	Genesis	24	40	YLX[	HYLJX	YLJX	CCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	הצליח		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
11929	MT	Genesis	24	42	YLX[	MYLJX	YLJX	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
12091	MT	Genesis	24	49	NGD[	HGJDW	GJD	CMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הגידו		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
12096	MT	Genesis	24	49	NGD[	HGJDW	GJD	CMC	CCMCM	hif	impv	pl	m	p2	verb					nnnnn	nnnnn	הגידו		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
12222	MT	Genesis	24	56	YLX[	HYLJX	YLJX	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הצליח		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
12898	MT	Genesis	25	30	L<V[	HL<JVNJ	L<JV	CCMC	CCCMCCM	hif	impv	sg	m	p2	verb	NJ				nnnnnnn	nnnnnnn	הלעיטני		hiph_triliteral	-	-	1	0	0	0	nnnn	nnnn	last	J	1
13133	MT	Genesis	26	8	CQP[	JCQP	CQP	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישקף		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
13383	MT	Genesis	26	22	<TQ[	J<TQ	<TQ	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יעתק		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
13402	MT	Genesis	26	22	RXB[	HRXJB	RXJB	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הרחיב		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
13546	MT	Genesis	26	31	CKM[	JCKJMW	CKJM	CCMC	CCCMCM	hif	wayq	pl	m	p3	verb				W	nnnnnn	nnnnnn	ישכימו		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
13576	MT	Genesis	26	32	NGD[	JGDW	GD	CC	CCCM	hif	wayq	pl	m	p3	verb				W	nnnn	nnnn	יגדו		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
13885	MT	Genesis	27	15	LBC[	TLBC	LBC	CCC	CCCC	hif	wayq	sg	f	p3	verb				W	nnnn	nnnn	תלבש		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
13897	MT	Genesis	27	16	LBC[	HLBJCH	LBJC	CCMC	CCCMCM	hif	perf	sg	f	p3	verb					nnnnnn	nnnnnn	הלבישה		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
14013	MT	Genesis	27	23	NKR[	HKJRW	KJR	CMC	CCMCM	hif	perf	sg	m	p3	verb	W				nnnnn	nnnnn	הכירו		hiph_triliteral	-	-	1	0	0	0	nnn	nnn	last	J	1
14035	MT	Genesis	27	25	NGC[	HGCH	GC	CC	CCCM	hif	impv	sg	m	p2	verb					nnnn	nnnn	הגשה		hiph_triliteral	-	-	0	0	0	0	nn	nn	last		0
14046	MT	Genesis	27	25	NGC[	JGC	GC	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגש		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
14716	MT	Genesis	28	12	NG<[	MGJ<	GJ<	CMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מגיע		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
14848	MT	Genesis	28	18	CKM[	JCKM	CKM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
15173	MT	Genesis	29	12	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
15189	MT	Genesis	29	12	NGD[	TGD	GD	CC	CCC	hif	wayq	sg	f	p3	verb				W	nnn	nnn	תגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
15252	MT	Genesis	29	15	NGD[	HGJDH	GJD	CMC	CCMCM	hif	impv	sg	m	p2	verb					nnnnn	nnnnn	הגידה		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
16290	MT	Genesis	30	40	PRD[	HPRJD	PRJD	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הפריד		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
16346	MT	Genesis	30	42	<VP=[	H<VJP	<VJP	CCMC	CCCMC	hif	infc		unknown	unknown	verb				WB	nnnnn	nnnnn	העטיף		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
16484	MT	Genesis	31	7	XLP[	HXLP	XLP	CCC	CCCC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	החלף		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
16522	MT	Genesis	31	9	NYL[	JYL	YL	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יצל		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
16658	MT	Genesis	31	16	NYL[	HYJL	YJL	CMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הציל		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
16739	MT	Genesis	31	20	NGD[	HGJD	GJD	CMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
16789	MT	Genesis	31	23	DBQ[	JDBQ	DBQ	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ידבק		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
16820	MT	Genesis	31	25	NFG[	JFG	FG	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	ישג		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
16961	MT	Genesis	31	32	NKR[	HKR	KR	CC	CCC	hif	impv	sg	m	p2	verb					nnn	nnn	הכר		hiph_triliteral	-	-	0	0	0	0	nn	nn	last		0
17164	MT	Genesis	31	41	XLP[	TXLP	XLP	CCC	CCCC	hif	wayq	sg	m	p2	verb				W	nnnn	nnnn	תחלף		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
17433	MT	Genesis	32	1	CKM[	JCKM	CKM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
17531	MT	Genesis	32	6	NGD[	HGJD	GJD	CMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הגיד		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last	J	1
17662	MT	Genesis	32	12	NYL[	HYJLNJ	YJL	CMC	CCMCCM	hif	impv	sg	m	p2	verb	NJ				nnnnnn	nnnnnn	הצילני		hiph_triliteral	-	-	1	0	0	0	nnn	nnn	last	J	1
17915	MT	Genesis	32	24	<BR[	J<BRM	<BR	CCC	CCCCC	hif	wayq	sg	m	p3	verb	M			W	nnnnn	nnnnn	יעברם		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
17920	MT	Genesis	32	24	<BR[	J<BR	<BR	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יעבר		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
18002	MT	Genesis	32	30	NGD[	HGJDH	GJD	CMC	CCMCM	hif	impv	sg	m	p2	verb					nnnnn	nnnnn	הגידה		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
18443	MT	Genesis	33	20	NYB[	JYB	YB	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יצב		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
18538	MT	Genesis	34	5	XRC[	HXRC	XRC	CCC	CCCC	hif	perf	sg	m	p3	verb				W	nnnn	nnnn	החרש		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
19012	MT	Genesis	34	30	B>C[	HB>JCNJ	B>JC	CCMC	CCCMCCM	hif	infc		unknown	unknown	verb	NJ			L	nnnnnnn	nnnnnnn	הבאישני		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
19094	MT	Genesis	35	2	XLP[	HXLJPW	XLJP	CCMC	CCCMCM	hif	impv	pl	m	p2	verb				W	nnnnnn	nnnnnn	החליפו		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
19315	MT	Genesis	35	14	NYB[	JYB	YB	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יצב		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
19327	MT	Genesis	35	14	NSK[	JSK	SK	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יסך		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
19412	MT	Genesis	35	20	NYB[	JYB	YB	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יצב		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
20252	MT	Genesis	37	5	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
20466	MT	Genesis	37	16	NGD[	HGJDH	GJD	CMC	CCMCM	hif	impv	sg	m	p2	verb					nnnnn	nnnnn	הגידה		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
20526	MT	Genesis	37	20	CLK[	NCLKHW	CLK	CCC	CCCCCM	hif	impf	pl	unknown	p1	verb	HW			W	nnnnnn	nnnnnn	נשלכהו		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
20545	MT	Genesis	37	21	NYL[	JYLHW	YL	CC	CCCCM	hif	wayq	sg	m	p3	verb	HW			W	nnnnn	nnnnn	יצלהו		hiph_triliteral	-	-	1	1	0	0	nn	nn	last		0
20560	MT	Genesis	37	22	CLK[	HCLJKW	CLJK	CCMC	CCCMCM	hif	impv	pl	m	p2	verb					nnnnnn	nnnnnn	השליכו		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
20577	MT	Genesis	37	22	NYL[	HYJL	YJL	CMC	CCMC	hif	infc		unknown	unknown	verb					nnnn	nnnn	הציל		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
20594	MT	Genesis	37	23	PCV[	JPCJVW	PCJV	CCMC	CCCMCM	hif	wayq	pl	m	p3	verb				W	nnnnnn	nnnnnn	יפשיטו		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
20608	MT	Genesis	37	24	CLK[	JCLKW	CLK	CCC	CCCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	ישלכו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
20772	MT	Genesis	37	32	NKR[	HKR	KR	CC	CCC	hif	impv	sg	m	p2	verb					nnn	nnn	הכר		hiph_triliteral	-	-	0	0	0	0	nn	nn	last		0
20781	MT	Genesis	37	33	NKR[	JKJRH	KJR	CMC	CCMCC	hif	wayq	sg	m	p3	verb	H			W	nnnnn	nnnnn	יכירה		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last	J	1
21319	MT	Genesis	38	25	NKR[	HKR	KR	CC	CCC	hif	impv	sg	m	p2	verb					nnn	nnn	הכר		hiph_triliteral	-	-	0	0	0	0	nn	nn	last		0
21334	MT	Genesis	38	26	NKR[	JKR	KR	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יכר		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
21446	MT	Genesis	39	2	YLX[	MYLJX	YLJX	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
21466	MT	Genesis	39	3	YLX[	MYLJX	YLJX	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
21479	MT	Genesis	39	4	PQD[	JPQDHW	PQD	CCC	CCCCCM	hif	wayq	sg	m	p3	verb	HW			W	nnnnnn	nnnnnn	יפקדהו		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
21493	MT	Genesis	39	5	PQD[	HPQJD	PQJD	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הפקיד		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
21914	MT	Genesis	39	23	YLX[	MYLJX	YLJX	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מצליח		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
22094	MT	Genesis	40	10	BCL[	HBCJLW	BCJL	CCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	הבשילו		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
22525	MT	Genesis	41	9	ZKR[	MZKJR	ZKJR	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מזכיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
22793	MT	Genesis	41	24	NGD[	MGJD	GJD	CMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
22809	MT	Genesis	41	25	NGD[	HGJD	GJD	CMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
22962	MT	Genesis	41	34	PQD[	JPQD	PQD	CCC	CCCC	hif	impf	sg	m	p3	verb				W	nnnn	nnnn	יפקד		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
23114	MT	Genesis	41	42	LBC[	JLBC	LBC	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ילבש		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
23126	MT	Genesis	41	43	RKB[	JRKB	RKB	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ירכב		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
