tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	feature	line	column	has_prs	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
184188	MT	1_Kings	9	21	XRM[	HXRJMM	XRJM	CCMC	CCCMCC	hif	infc		unknown	unknown	verb	M			L	nnnnnn	nnnnnn	החרימם		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
184395	MT	1_Kings	10	3	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
184410	MT	1_Kings	10	3	NGD[	HGJD	GJD	CMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
185162	MT	1_Kings	11	8	QVR[	MQVJRWT	QVJR	CCMC	CCCMCMC	hif	ptca	pl	f	unknown	verb		WT			nnnnnnn	nnnnnnn	מקטירות		hiph_triliteral	-	-	0	0	0	1	nnnn	nnnn	last	J	1
185318	MT	1_Kings	11	16	KRT[	HKRJT	KRJT	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הכרית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
185587	MT	1_Kings	11	28	PQD[	JPQD	PQD	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יפקד		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
185955	MT	1_Kings	12	1	MLK[	HMLJK	MLJK	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	המליך		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
186169	MT	1_Kings	12	10	KBD[	HKBJD	KBJD	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הכביד		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
186188	MT	1_Kings	12	11	<MS[	H<MJS	<MJS	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	העמיס		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
186264	MT	1_Kings	12	14	KBD[	HKBJD	KBJD	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הכביד		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
186431	MT	1_Kings	12	20	MLK[	JMLJKW	MLJK	CCMC	CCCMCM	hif	wayq	pl	m	p3	verb				W	nnnnnn	nnnnnn	ימליכו		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
186451	MT	1_Kings	12	21	QHL[	JQHL	QHL	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יקהל		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
186729	MT	1_Kings	12	32	<MD[	H<MJD	<MJD	CCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	העמיד		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
186775	MT	1_Kings	12	33	QVR[	HQVJR	QVJR	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הקטיר		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
186795	MT	1_Kings	13	1	QVR[	HQVJR	QVJR	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הקטיר		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
186827	MT	1_Kings	13	2	QVR[	MQVRJM	QVR	CCC	CCCCMC	hif	ptca	pl	m	unknown	verb		JM		H	nnnnnn	nnnnnn	מקטרים		hiph_triliteral	-	-	0	1	0	1	nnn	nnn	last		0
187634	MT	1_Kings	13	34	KXD[	HKXJD	KXJD	CCMC	CCCMC	hif	infc		unknown	unknown	verb				WL	nnnnn	nnnnn	הכחיד		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
187637	MT	1_Kings	13	34	CMD[	HCMJD	CMJD	CCMC	CCCMC	hif	infc		unknown	unknown	verb				WL	nnnnn	nnnnn	השמיד		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
187701	MT	1_Kings	14	3	NGD[	JGJD	GJD	CMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
187868	MT	1_Kings	14	9	K<S[	HK<JSNJ	K<JS	CCMC	CCCMCCM	hif	infc		unknown	unknown	verb	NJ			L	nnnnnnn	nnnnnnn	הכעיסני		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
187885	MT	1_Kings	14	10	CTN[	MCTJN	CTJN	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	משתין		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
187980	MT	1_Kings	14	14	KRT[	JKRJT	KRJT	CCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	יכרית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
188032	MT	1_Kings	14	15	K<S[	MK<JSJM	K<JS	CCMC	CCCMCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnnnn	nnnnnnn	מכעיסים		hiph_triliteral	-	-	0	0	0	1	nnnn	nnnn	last	J	1
188047	MT	1_Kings	14	16	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
188281	MT	1_Kings	14	27	PQD[	HPQJD	PQJD	CCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	הפקיד		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
188430	MT	1_Kings	15	4	<MD[	H<MJD	<MJD	CCMC	CCCMC	hif	infc		unknown	unknown	verb				WL	nnnnn	nnnnn	העמיד		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
188551	MT	1_Kings	15	12	<BR[	J<BR	<BR	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יעבר		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
188783	MT	1_Kings	15	22	CM<[	HCMJ<	CMJ<	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השמיע		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
188903	MT	1_Kings	15	26	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
188955	MT	1_Kings	15	29	C>R[	HC>JR	C>JR	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השאיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
188961	MT	1_Kings	15	29	CMD[	HCMDW	CMD	CCC	CCCCM	hif	perf	sg	m	p3	verb	W				nnnnn	nnnnn	השמדו		hiph_triliteral	-	-	1	0	0	0	nnn	nnn	last		0
188980	MT	1_Kings	15	30	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
188986	MT	1_Kings	15	30	K<S[	HK<JS	K<JS	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הכעיס		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
189059	MT	1_Kings	15	34	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
189092	MT	1_Kings	16	2	XV>[	TXV>	XV>	CCM	CCCM	hif	wayq	sg	m	p2	verb				W	nnnn	nnnn	תחטא		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
189097	MT	1_Kings	16	2	K<S[	HK<JSNJ	K<JS	CCMC	CCCMCCM	hif	infc		unknown	unknown	verb	NJ			L	nnnnnnn	nnnnnnn	הכעיסני		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
189101	MT	1_Kings	16	3	B<R[	MB<JR	B<JR	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	מבעיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
189200	MT	1_Kings	16	7	K<S[	HK<JSW	K<JS	CCMC	CCCMCM	hif	infc		unknown	unknown	verb	W			L	nnnnnn	nnnnnn	הכעיסו		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
189289	MT	1_Kings	16	11	C>R[	HC>JR	C>JR	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השאיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
189291	MT	1_Kings	16	11	CTN[	MCTJN	CTJN	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	משתין		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
189299	MT	1_Kings	16	12	CMD[	JCMD	CMD	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישמד		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
189329	MT	1_Kings	16	13	XV>[	HXVJ>W	XVJ>	CCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	החטיאו		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
189333	MT	1_Kings	16	13	K<S[	HK<JS	K<JS	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הכעיס		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
189403	MT	1_Kings	16	16	MLK[	JMLKW	MLK	CCC	CCCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	ימלכו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
189482	MT	1_Kings	16	19	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
189522	MT	1_Kings	16	21	MLK[	HMLJKW	MLJK	CCMC	CCCMCM	hif	infc		unknown	unknown	verb	W			L	nnnnnn	nnnnnn	המליכו		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
189630	MT	1_Kings	16	26	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
189634	MT	1_Kings	16	26	K<S[	HK<JS	K<JS	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הכעיס		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
189776	MT	1_Kings	16	33	K<S[	HK<JS	K<JS	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הכעיס		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
189806	MT	1_Kings	16	34	NYB[	HYJB	YJB	CMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הציב		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
190189	MT	1_Kings	17	18	ZKR[	HZKJR	ZKJR	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הזכיר		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
190218	MT	1_Kings	17	19	CKB[	JCKBHW	CKB	CCC	CCCCCM	hif	wayq	sg	m	p3	verb	HW			W	nnnnnn	nnnnnn	ישכבהו		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
190384	MT	1_Kings	18	4	KRT[	HKRJT	KRJT	CCMC	CCCMC	hif	infc		unknown	unknown	verb				B	nnnnn	nnnnn	הכרית		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
190395	MT	1_Kings	18	4	XB>[	JXBJ>M	XBJ>	CCMC	CCCMCC	hif	wayq	sg	m	p3	verb	M			W	nnnnnn	nnnnnn	יחביאם		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
190435	MT	1_Kings	18	5	KRT[	NKRJT	KRJT	CCMC	CCCMC	hif	impf	pl	unknown	p1	verb					nnnnn	nnnnn	נכרית		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
190475	MT	1_Kings	18	7	NKR[	JKRHW	KR	CC	CCCCM	hif	wayq	sg	m	p3	verb	HW			W	nnnnn	nnnnn	יכרהו		hiph_triliteral	-	-	1	1	0	0	nn	nn	last		0
190530	MT	1_Kings	18	10	CB<[	HCBJ<	CBJ<	CCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	השביע		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
190568	MT	1_Kings	18	12	NGD[	HGJD	GJD	CMC	CCMC	hif	infc		unknown	unknown	verb				L	nnnn	nnnn	הגיד		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last	J	1
190598	MT	1_Kings	18	13	XB>[	>XB>	XB>	CCM	CCCM	hif	wayq	sg	unknown	p1	verb				W	nnnn	nnnn	אחבא		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
190649	MT	1_Kings	18	16	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
191311	MT	1_Kings	18	43	NBV[	HBV	BV	CC	CCC	hif	impv	sg	m	p2	verb					nnn	nnn	הבט		hiph_triliteral	-	-	0	0	0	0	nn	nn	last		0
191317	MT	1_Kings	18	43	NBV[	JBV	BV	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יבט		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
191399	MT	1_Kings	19	1	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
191519	MT	1_Kings	19	6	NBV[	JBV	BV	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יבט		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
191863	MT	1_Kings	19	19	CLK[	JCLK	CLK	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישלך		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
192329	MT	1_Kings	20	17	NGD[	JGJDW	GJD	CMC	CCMCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יגידו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last	J	1
192947	MT	1_Kings	20	41	NKR[	JKR	KR	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יכר		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
193481	MT	1_Kings	21	21	CTN[	MCTJN	CTJN	CCMC	CCCMC	hif	ptca	sg	m	unknown	verb					nnnnn	nnnnn	משתין		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
193511	MT	1_Kings	21	22	XV>[	TXV>	XV>	CCM	CCCM	hif	wayq	sg	m	p2	verb				W	nnnn	nnnn	תחטא		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
193570	MT	1_Kings	21	26	T<B[	JT<B	T<B	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יתעב		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
193900	MT	1_Kings	22	12	YLX[	HYLX	YLX	CCC	CCCC	hif	impv	sg	m	p2	verb				W	nnnn	nnnn	הצלח		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
193980	MT	1_Kings	22	15	YLX[	HYLX	YLX	CCC	CCCC	hif	impv	sg	m	p2	verb				W	nnnn	nnnn	הצלח		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
193998	MT	1_Kings	22	16	CB<[	MCB<K	CB<	CCC	CCCCC	hif	ptca	sg	m	unknown	verb	K				nnnnn	nnnnn	משבעך		hiph_triliteral	-	-	1	0	0	0	nnn	nnn	last		0
194234	MT	1_Kings	22	27	>KL[	H>KJLHW	>KJL	CCMC	CCCMCCM	hif	impv	pl	m	p2	verb	HW			W	nnnnnnn	nnnnnnn	האכילהו		hiph_triliteral	-	-	1	1	0	0	nnnn	nnnn	last	J	1
194598	MT	1_Kings	22	45	CLM[	JCLM	CLM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישלם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
194744	MT	1_Kings	22	53	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
194756	MT	1_Kings	22	54	K<S[	JK<S	K<S	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יכעס		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
195514	MT	2_Kings	2	11	PRD[	JPRDW	PRD	CCC	CCCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יפרדו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
195542	MT	2_Kings	2	12	XZQ[	JXZQ	XZQ	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	יחזק		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
195650	MT	2_Kings	2	16	CLK[	JCLKHW	CLK	CCC	CCCCCM	hif	wayq	sg	m	p3	verb	HW			W	nnnnnn	nnnnnn	ישלכהו		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
195745	MT	2_Kings	2	21	CLK[	JCLK	CLK	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישלך		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
195898	MT	2_Kings	3	3	XV>[	HXVJ>	XVJ>	CCMM	CCCMM	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	החטיא		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
196158	MT	2_Kings	3	14	NBV[	>BJV	BJV	CMC	CCMC	hif	impf	sg	unknown	p1	verb					nnnn	nnnn	אביט		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
196241	MT	2_Kings	3	19	NPL[	TPJLW	PJL	CMC	CCMCM	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תפילו		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
196253	MT	2_Kings	3	19	K>B[	TK>BW	K>B	CCC	CCCCM	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תכאבו		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last		0
196305	MT	2_Kings	3	22	CKM[	JCKJMW	CKJM	CCMC	CCCMCM	hif	wayq	pl	m	p3	verb				W	nnnnnn	nnnnnn	ישכימו		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
196378	MT	2_Kings	3	25	CLK[	JCLJKW	CLJK	CCMC	CCCMCM	hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	ישליכו		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
196392	MT	2_Kings	3	25	NPL[	JPJLW	PJL	CMC	CCMCM	hif	impf	pl	m	p3	verb					nnnnn	nnnnn	יפילו		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
196394	MT	2_Kings	3	25	C>R[	HC>JR	C>JR	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השאיר		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
196423	MT	2_Kings	3	26	BQ<[	HBQJ<	BQJ<	CCMC	CCCMC	hif	infc		unknown	unknown	verb				L	nnnnn	nnnnn	הבקיע		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
196504	MT	2_Kings	4	2	NGD[	HGJDJ	GJD	CMC	CCMCM	hif	impv	sg	f	p2	verb					nnnnn	nnnnn	הגידי		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
196541	MT	2_Kings	4	3	M<V[	TM<JVJ	M<JV	CCMC	CCCMCM	hif	impf	sg	f	p2	verb					nnnnnn	nnnnnn	תמעיטי		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
196563	MT	2_Kings	4	4	NS<[	TSJ<J	SJ<	CMC	CCMCM	hif	impf	sg	f	p2	verb					nnnnn	nnnnn	תסיעי		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
196577	MT	2_Kings	4	5	NGC[	MGCJM	GC	CC	CCCMC	hif	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	מגשים		hiph_triliteral	-	-	0	0	0	1	nn	nn	last		0
196592	MT	2_Kings	4	6	NGC[	HGJCH	GJC	CMC	CCMCM	hif	impv	sg	m	p2	verb					nnnnn	nnnnn	הגישה		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
196609	MT	2_Kings	4	7	NGD[	TGD	GD	CC	CCC	hif	wayq	sg	f	p3	verb				W	nnn	nnn	תגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
196647	MT	2_Kings	4	8	XZQ[	TXZQ	XZQ	CCC	CCCC	hif	wayq	sg	f	p3	verb				W	nnnn	nnnn	תחזק		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
196893	MT	2_Kings	4	21	CKB[	TCKBHW	CKB	CCC	CCCCCM	hif	wayq	sg	f	p3	verb	HW			W	nnnnnn	nnnnnn	תשכבהו		hiph_triliteral	-	-	1	1	0	0	nnn	nnn	last		0
197030	MT	2_Kings	4	27	XZQ[	TXZQ	XZQ	CCC	CCCC	hif	wayq	sg	f	p3	verb				W	nnnn	nnnn	תחזק		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
197051	MT	2_Kings	4	27	<LM[	H<LJM	<LJM	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	העלים		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
197055	MT	2_Kings	4	27	NGD[	HGJD	GJD	CMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
197144	MT	2_Kings	4	31	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
197372	MT	2_Kings	4	41	CLK[	JCLK	CLK	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישלך		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
197523	MT	2_Kings	5	4	NGD[	JGD	GD	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	יגד		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
198234	MT	2_Kings	6	5	NPL[	MPJL	PJL	CMC	CCMC	hif	ptca	sg	m	unknown	verb					nnnn	nnnn	מפיל		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
198270	MT	2_Kings	6	6	CLK[	JCLK	CLK	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישלך		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
198338	MT	2_Kings	6	10	ZHR[	HZHJRH	ZHJR			hif	perf	sg	m	p3	verb	H				nnnnnn	nnnnnn	הזהירה		hiph_triliteral	-	-	1	0	0	0	nnnn	nnnn	last	J	1
198366	MT	2_Kings	6	11	NGD[	TGJDW	GJD	CMC	CCMCM	hif	impf	pl	m	p2	verb					nnnnn	nnnnn	תגידו		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
198391	MT	2_Kings	6	12	NGD[	JGJD	GJD	CMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יגיד		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
198435	MT	2_Kings	6	14	NQP[	JQPW	QP	CC	CCCM	hif	wayq	pl	m	p3	verb				W	nnnn	nnnn	יקפו		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
198440	MT	2_Kings	6	15	CKM[	JCKM	CKM	CCC	CCCC	hif	wayq	sg	m	p3	verb				W	nnnn	nnnn	ישכם		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
198555	MT	2_Kings	6	19	HLK[	>WLJKH	WLJK	MCMC	CMCMCM	hif	impf	sg	unknown	p1	verb				W	nnnnnn	nnnnnn	אוליכה		hiph_triliteral	-	-	0	1	0	0	nnnn	nnnn	last	J	1
198563	MT	2_Kings	6	19	HLK[	JLK	LK	CC	CCC	hif	wayq	sg	m	p3	verb				W	nnn	nnn	ילך		hiph_triliteral	-	-	0	1	0	0	nn	nn	last		0
198784	MT	2_Kings	6	29	XB>[	TXB>	XB>	CCM	CCCM	hif	wayq	sg	f	p3	verb				W	nnnn	nnnn	תחבא		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
199065	MT	2_Kings	7	6	CM<[	HCMJ<	CMJ<	CCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השמיע		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
199154	MT	2_Kings	7	8	VMN[	JVMNW	VMN	CCC	CCCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יטמנו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
199169	MT	2_Kings	7	8	VMN[	JVMNW	VMN	CCC	CCCCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יטמנו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last		0
199204	MT	2_Kings	7	9	NGD[	NGJDH	GJD	CMC	CCMCM	hif	impf	pl	unknown	p1	verb				W	nnnnn	nnnnn	נגידה		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last	J	1
199217	MT	2_Kings	7	10	NGD[	JGJDW	GJD	CMC	CCMCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יגידו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last	J	1
199252	MT	2_Kings	7	11	NGD[	JGJDW	GJD	CMC	CCMCM	hif	wayq	pl	m	p3	verb				W	nnnnn	nnnnn	יגידו		hiph_triliteral	-	-	0	1	0	0	nnn	nnn	last	J	1
199266	MT	2_Kings	7	12	NGD[	>GJDH	GJD	CMC	CCMCM	hif	impf	sg	unknown	p1	verb					nnnnn	nnnnn	אגידה		hiph_triliteral	-	-	0	0	0	0	nnn	nnn	last	J	1
199374	MT	2_Kings	7	15	CLK[	HCLJKW	CLJK	CCMC	CCCMCM	hif	perf	pl	unknown	p3	verb					nnnnnn	nnnnnn	השליכו		hiph_triliteral	-	-	0	0	0	0	nnnn	nnnn	last	J	1
