tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	line	column	has_prs	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
395	MT	Genesis	1	21	RMF[	RMFT	RMF	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T		H	nnnn	nnnn	רמשת		-	-	0	1	0	1	nnn	nnn	first		0
530	MT	Genesis	1	26	RMF[	RMF	RMF	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	רמש		-	-	0	1	0	0	nnn	nnn	first		0
586	MT	Genesis	1	28	RMF[	RMFT	RMF	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T		H	nnnn	nnnn	רמשת		-	-	0	1	0	1	nnn	nnn	first		0
599	MT	Genesis	1	29	ZR<[	ZR<	ZR<	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	זרע		-	-	0	0	0	0	nnn	nnn	first		0
616	MT	Genesis	1	29	ZR<[	ZR<	ZR<	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	זרע		-	-	0	0	0	0	nnn	nnn	first		0
637	MT	Genesis	1	30	RMF[	RWMF	RWMF	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	רומש		-	-	0	0	0	0	nnnn	nnnn	first	W	1
888	MT	Genesis	2	11	SBB[	SBB	SBB	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	סבב		-	-	0	1	0	0	nnn	nnn	first		0
921	MT	Genesis	2	13	SBB[	SWBB	SWBB	CMCC	CMCC	qal	ptca	sg	m	unknown	verb				H	nnnn	nnnn	סובב		-	-	0	1	0	0	nnnn	nnnn	first	W	1
935	MT	Genesis	2	14	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	הלך		-	-	0	1	0	0	nnn	nnn	first		0
1243	MT	Genesis	3	5	JD<[	JD<	JD<	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ידע		-	-	0	0	0	0	nnn	nnn	first		0
1257	MT	Genesis	3	5	JD<[	JD<J	JD<	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	ידעי		-	-	0	0	0	1	nnn	nnn	first		0
1702	MT	Genesis	4	2	<BD[	<BD	<BD	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עבד		-	-	0	0	0	0	nnn	nnn	first		0
1779	MT	Genesis	4	7	RBY[	RBY	RBY	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	רבץ		-	-	0	0	0	0	nnn	nnn	first		0
1821	MT	Genesis	4	9	CMR[	CMR	CMR	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	שמר		-	-	0	1	0	0	nnn	nnn	first		0
1831	MT	Genesis	4	10	Y<Q[	Y<QJM	Y<Q	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	צעקים		-	-	0	0	0	1	nnn	nnn	first		0
1905	MT	Genesis	4	14	MY>[	MY>J	MY>	CCC	CCCM	qal	ptca	sg	m	unknown	verb	J				nnnn	nnnn	מצאי		-	-	1	0	0	0	nnn	nnn	first		0
1913	MT	Genesis	4	15	HRG[	HRG	HRG	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	הרג		-	-	0	0	0	0	nnn	nnn	first		0
1928	MT	Genesis	4	15	MY>[	MY>W	MY>	CCC	CCCM	qal	ptca	sg	m	unknown	verb	W				nnnn	nnnn	מצאו		-	-	1	0	0	0	nnn	nnn	first		0
2011	MT	Genesis	4	20	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
2023	MT	Genesis	4	21	TPF[	TPF	TPF	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	תפש		-	-	0	0	0	0	nnn	nnn	first		0
2034	MT	Genesis	4	22	LVC[	LVC	LVC	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	לטש		-	-	0	0	0	0	nnn	nnn	first		0
2036	MT	Genesis	4	22	XRC=[	XRC	XRC	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	חרש		-	-	0	0	0	0	nnn	nnn	first		0
3193	MT	Genesis	7	8	RMF[	RMF	RMF	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	רמש		-	-	0	0	0	0	nnn	nnn	first		0
3320	MT	Genesis	7	14	RMF[	RMF	RMF	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	רמש		-	-	0	1	0	0	nnn	nnn	first		0
3453	MT	Genesis	7	21	RMF[	RMF	RMF	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	רמש		-	-	0	1	0	0	nnn	nnn	first		0
3474	MT	Genesis	7	21	CRY[	CRY	CRY	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	שרץ		-	-	0	1	0	0	nnn	nnn	first		0
3893	MT	Genesis	8	17	RMF[	RMF	RMF	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	רמש		-	-	0	1	0	0	nnn	nnn	first		0
3933	MT	Genesis	8	19	RMF[	RWMF	RWMF	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	רומש		-	-	0	0	0	0	nnnn	nnnn	first	W	1
4135	MT	Genesis	9	6	CPK[	CPK	CPK	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	שפך		-	-	0	0	0	0	nnn	nnn	first		0
4209	MT	Genesis	9	10	JY>[	JY>J	JY>	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	יצאי		-	-	0	0	0	1	nnn	nnn	first		0
4250	MT	Genesis	9	12	NTN[	NTN	NTN	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	נתן		-	-	0	0	0	0	nnn	nnn	first		0
4375	MT	Genesis	9	18	JY>[	JY>JM	JY>	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	יצאים		-	-	0	1	0	1	nnn	nnn	first		0
5944	MT	Genesis	13	5	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	הלך		-	-	0	1	0	0	nnn	nnn	first		0
5991	MT	Genesis	13	7	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
6339	MT	Genesis	14	7	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	ישב		-	-	0	1	0	0	nnn	nnn	first		0
6438	MT	Genesis	14	12	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
6453	MT	Genesis	14	13	CKN[	CKN	CKN	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	שכן		-	-	0	0	0	0	nnn	nnn	first		0
6704	MT	Genesis	15	2	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	הולך		-	-	0	0	0	0	nnnn	nnnn	first	W	1
6725	MT	Genesis	15	3	JRC[	JWRC	JWRC	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	יורש		-	-	0	0	0	0	nnnn	nnnn	first	W	1
6877	MT	Genesis	15	12	NPL[	NPLT	NPL	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	נפלת		-	-	0	0	0	1	nnn	nnn	first		0
7197	MT	Genesis	16	8	BRX[	BRXT	BRX	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	ברחת		-	-	0	0	0	1	nnn	nnn	first		0
7232	MT	Genesis	16	11	JLD[	JLDT	JLD	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T		W	nnnn	nnnn	ילדת		-	-	0	1	0	1	nnn	nnn	first		0
7267	MT	Genesis	16	13	DBR[	DBR	DBR	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	דבר		-	-	0	1	0	0	nnn	nnn	first		0
7639	MT	Genesis	17	19	JLD[	JLDT	JLD	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	ילדת		-	-	0	0	0	1	nnn	nnn	first		0
7810	MT	Genesis	18	1	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
7949	MT	Genesis	18	8	<MD[	<MD	<MD	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עמד		-	-	0	0	0	0	nnn	nnn	first		0
7985	MT	Genesis	18	10	CM<[	CM<T	CM<	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	שמעת		-	-	0	0	0	1	nnn	nnn	first		0
8088	MT	Genesis	18	16	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	הלך		-	-	0	0	0	0	nnn	nnn	first		0
8190	MT	Genesis	18	22	<MD[	<MD	<MD	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עמד		-	-	0	0	0	0	nnn	nnn	first		0
8254	MT	Genesis	18	25	CPV[	CPV	CPV	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	שפט		-	-	0	1	0	0	nnn	nnn	first		0
8435	MT	Genesis	19	1	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
8720	MT	Genesis	19	14	LQX[	LQXJ	LQX	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	לקחי		-	-	0	0	0	1	nnn	nnn	first		0
8972	MT	Genesis	19	25	JCB[	JCBJ	JCB	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	ישבי		-	-	0	0	0	1	nnn	nnn	first		0
9703	MT	Genesis	21	6	CM<[	CM<	CM<	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	שמע		-	-	0	1	0	0	nnn	nnn	first		0
10893	MT	Genesis	23	10	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
11020	MT	Genesis	23	16	<BR[	<BR	<BR	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עבר		-	-	0	0	0	0	nnn	nnn	first		0
11023	MT	Genesis	23	16	SXR[	SXR	SXR	CCC	CCC	qal	ptca	sg	m	unknown	verb				L	nnn	nnn	סחר		-	-	0	1	0	0	nnn	nnn	first		0
11131	MT	Genesis	24	2	MCL[	MCL	MCL	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	משל		-	-	0	1	0	0	nnn	nnn	first		0
11164	MT	Genesis	24	3	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	יושב		-	-	0	0	0	0	nnnn	nnnn	first	W	1
11350	MT	Genesis	24	11	C>B[	C>BT	C>B	CCC	CCCC	qal	ptca	pl	f	unknown	verb		T		H	nnnn	nnnn	שאבת		-	-	0	1	0	1	nnn	nnn	first		0
11381	MT	Genesis	24	13	JY>[	JY>T	JY>	CCC	CCCC	qal	ptca	pl	f	unknown	verb		T			nnnn	nnnn	יצאת		-	-	0	0	0	1	nnn	nnn	first		0
11706	MT	Genesis	24	30	<MD[	<MD	<MD	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עמד		-	-	0	0	0	0	nnn	nnn	first		0
11843	MT	Genesis	24	37	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
11933	MT	Genesis	24	42	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	הלך		-	-	0	0	0	0	nnn	nnn	first		0
12289	MT	Genesis	24	60	FN>[	FN>JW	FN>	CCC	CCCCC	qal	ptca	pl	m	unknown	verb	W	J			nnnnn	nnnnn	שנאיו		-	-	1	0	0	1	nnn	nnn	first		0
12322	MT	Genesis	24	62	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	יושב		-	-	0	0	0	0	nnnn	nnnn	first	W	1
12373	MT	Genesis	24	65	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	הלך		-	-	0	1	0	0	nnn	nnn	first		0
12832	MT	Genesis	25	26	>XZ[	>XZT	>XZ	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	אחזת		-	-	0	0	0	1	nnn	nnn	first		0
12856	MT	Genesis	25	27	JD<[	JD<	JD<	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ידע		-	-	0	0	0	0	nnn	nnn	first		0
12864	MT	Genesis	25	27	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ישב		-	-	0	0	0	0	nnn	nnn	first		0
12877	MT	Genesis	25	28	>HB[	>HBT	>HB	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	אהבת		-	-	0	0	0	1	nnn	nnn	first		0
12930	MT	Genesis	25	32	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	הולך		-	-	0	0	0	0	nnnn	nnnn	first	W	1
13203	MT	Genesis	26	11	NG<[	NG<	NG<	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	נגע		-	-	0	1	0	0	nnn	nnn	first		0
13707	MT	Genesis	27	5	CM<[	CM<T	CM<	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	שמעת		-	-	0	0	0	1	nnn	nnn	first		0
14124	MT	Genesis	27	29	>RR[	>RRJK	>RR	CCC	CCCMC	qal	ptca	pl	m	unknown	verb	K	J			nnnnn	nnnnn	ארריך		-	-	1	0	0	1	nnn	nnn	first		0
14485	MT	Genesis	27	46	LQX[	LQX	LQX	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	לקח		-	-	0	0	0	0	nnn	nnn	first		0
14725	MT	Genesis	28	12	JRD[	JRDJM	JRD	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM		W	nnnnn	nnnnn	ירדים		-	-	0	1	0	1	nnn	nnn	first		0
14746	MT	Genesis	28	13	CKB[	CKB	CKB	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	שכב		-	-	0	0	0	0	nnn	nnn	first		0
14907	MT	Genesis	28	20	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	הולך		-	-	0	0	0	0	nnnn	nnnn	first	W	1
14973	MT	Genesis	29	2	RBY[	RBYJM	RBY	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	רבצים		-	-	0	0	0	1	nnn	nnn	first		0
16742	MT	Genesis	31	20	BRX[	BRX	BRX	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ברח		-	-	0	0	0	0	nnn	nnn	first		0
17554	MT	Genesis	32	7	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	הלך		-	-	0	0	0	0	nnn	nnn	first		0
17622	MT	Genesis	32	10	>MR[	>MR	>MR	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	אמר		-	-	0	1	0	0	nnn	nnn	first		0
17827	MT	Genesis	32	20	HLK[	HLKJM	HLK	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	הלכים		-	-	0	1	0	1	nnn	nnn	first		0
17859	MT	Genesis	32	21	HLK[	HLKT	HLK	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T		H	nnnn	nnnn	הלכת		-	-	0	1	0	1	nnn	nnn	first		0
18044	MT	Genesis	32	32	YL<[	YL<	YL<	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	צלע		-	-	0	0	0	0	nnn	nnn	first		0
18300	MT	Genesis	33	13	JD<[	JD<	JD<	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	ידע		-	-	0	0	0	0	nnn	nnn	first		0
18883	MT	Genesis	34	24	JY>[	JY>J	JY>	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	יצאי		-	-	0	0	0	1	nnn	nnn	first		0
18891	MT	Genesis	34	24	JY>[	JY>J	JY>	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	יצאי		-	-	0	0	0	1	nnn	nnn	first		0
18903	MT	Genesis	34	25	K>B[	K>BJM	K>B	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	כאבים		-	-	0	0	0	1	nnn	nnn	first		0
19014	MT	Genesis	34	30	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg	m	unknown	verb				B	nnn	nnn	ישב		-	-	0	1	0	0	nnn	nnn	first		0
19866	MT	Genesis	36	20	JCB[	JCBJ	JCB	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	ישבי		-	-	0	0	0	1	nnn	nnn	first		0
20481	MT	Genesis	37	17	>MR[	>MRJM	>MR	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	אמרים		-	-	0	0	0	1	nnn	nnn	first		0
20638	MT	Genesis	37	25	NF>[	NF>JM	NF>	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	נשאים		-	-	0	0	0	1	nnn	nnn	first		0
20644	MT	Genesis	37	25	HLK[	HWLKJM	HWLK	CMCC	CMCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnnn	nnnnnn	הולכים		-	-	0	0	0	1	nnnn	nnnn	first	W	1
20685	MT	Genesis	37	28	SXR[	SXRJM	SXR	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	סחרים		-	-	0	0	0	1	nnn	nnn	first		0
21041	MT	Genesis	38	12	GZZ[	GZZJ	GZZ	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	גזזי		-	-	0	0	0	1	nnn	nnn	first		0
21548	MT	Genesis	39	6	>KL[	>WKL	>WKL	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	אוכל		-	-	0	0	0	0	nnnn	nnnn	first	W	1
22023	MT	Genesis	40	6	Z<P[	Z<PJM	Z<P	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	זעפים		-	-	0	0	0	1	nnn	nnn	first		0
22048	MT	Genesis	40	8	PTR[	PTR	PTR	CCC	CCC	qal	ptca	sg	m	unknown	verb				W	nnn	nnn	פתר		-	-	0	1	0	0	nnn	nnn	first		0
22091	MT	Genesis	40	10	PRX[	PRXT	PRX	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T		K	nnnn	nnnn	פרחת		-	-	0	1	0	1	nnn	nnn	first		0
22240	MT	Genesis	40	17	>KL[	>KL	>KL	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	אכל		-	-	0	0	0	0	nnn	nnn	first		0
22361	MT	Genesis	41	1	XLM[	XLM	XLM	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	חלם		-	-	0	0	0	0	nnn	nnn	first		0
22364	MT	Genesis	41	1	<MD[	<MD	<MD	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עמד		-	-	0	0	0	0	nnn	nnn	first		0
22458	MT	Genesis	41	6	YMX[	YMXWT	YMX	CCC	CCCMC	qal	ptca	pl	f	unknown	verb		WT			nnnnn	nnnnn	צמחות		-	-	0	0	0	1	nnn	nnn	first		0
22509	MT	Genesis	41	8	PTR[	PWTR	PWTR	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	פותר		-	-	0	0	0	0	nnnn	nnnn	first	W	1
22627	MT	Genesis	41	15	PTR[	PTR	PTR	CCC	CCC	qal	ptca	sg	m	unknown	verb				W	nnn	nnn	פתר		-	-	0	1	0	0	nnn	nnn	first		0
22662	MT	Genesis	41	17	<MD[	<MD	<MD	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עמד		-	-	0	0	0	0	nnn	nnn	first		0
22772	MT	Genesis	41	23	YMX[	YMXWT	YMX	CCC	CCCMC	qal	ptca	pl	f	unknown	verb		WT			nnnnn	nnnnn	צמחות		-	-	0	0	0	1	nnn	nnn	first		0
23819	MT	Genesis	42	23	CM<[	CM<	CM<	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	שמע		-	-	0	0	0	0	nnn	nnn	first		0
24774	MT	Genesis	43	32	>KL[	>KLJM	>KL	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	אכלים		-	-	0	1	0	1	nnn	nnn	first		0
25615	MT	Genesis	45	8	MCL[	MCL	MCL	CCC	CCC	qal	ptca	sg	m	unknown	verb				W	nnn	nnn	משל		-	-	0	1	0	0	nnn	nnn	first		0
25888	MT	Genesis	45	23	NF>[	NF>JM	NF>	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	נשאים		-	-	0	0	0	1	nnn	nnn	first		0
25895	MT	Genesis	45	23	NF>[	NF>T	NF>	CCC	CCCC	qal	ptca	pl	f	unknown	verb		T			nnnn	nnnn	נשאת		-	-	0	0	0	1	nnn	nnn	first		0
25942	MT	Genesis	45	26	MCL[	MCL	MCL	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	משל		-	-	0	0	0	0	nnn	nnn	first		0
26387	MT	Genesis	46	26	JY>[	JY>J	JY>	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	יצאי		-	-	0	0	0	1	nnn	nnn	first		0
26851	MT	Genesis	47	14	CBR=[	CBRJM	CBR	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	שברים		-	-	0	0	0	1	nnn	nnn	first		0
27611	MT	Genesis	48	16	G>L[	G>L	G>L	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	גאל		-	-	0	1	0	0	nnn	nnn	first		0
27921	MT	Genesis	49	11	>SR[	>SRJ	>SR	CCC	CCCM	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	אסרי		-	-	0	0	0	0	nnn	nnn	first		0
27968	MT	Genesis	49	14	RBY[	RBY	RBY	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	רבץ		-	-	0	0	0	0	nnn	nnn	first		0
27992	MT	Genesis	49	15	<BD[	<BD	<BD	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	עבד		-	-	0	0	0	0	nnn	nnn	first		0
28009	MT	Genesis	49	17	NCK[	NCK	NCK	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	נשך		-	-	0	1	0	0	nnn	nnn	first		0
28014	MT	Genesis	49	17	RKB[	RKBW	RKB	CCC	CCCM	qal	ptca	sg	m	unknown	verb	W				nnnn	nnnn	רכבו		-	-	1	0	0	0	nnn	nnn	first		0
28040	MT	Genesis	49	21	NTN[	NTN	NTN	CCC	CCC	qal	ptca	sg	m	unknown	verb				H	nnn	nnn	נתן		-	-	0	1	0	0	nnn	nnn	first		0
28096	MT	Genesis	49	25	RBY[	RBYT	RBY	CCC	CCCC	qal	ptca	sg	f	unknown	verb		T			nnnn	nnnn	רבצת		-	-	0	0	0	1	nnn	nnn	first		0
28279	MT	Genesis	50	2	RP>[	RP>JM	RP>	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	רפאים		-	-	0	1	0	1	nnn	nnn	first		0
28287	MT	Genesis	50	2	RP>[	RP>JM	RP>	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	רפאים		-	-	0	1	0	1	nnn	nnn	first		0
28450	MT	Genesis	50	11	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	יושב		-	-	0	0	0	0	nnnn	nnnn	first	W	1
28798	MT	Exodus	1	5	JY>[	JY>J	JY>	CCC	CCCM	qal	ptca	pl	m	unknown	verb		J			nnnn	nnnn	יצאי		-	-	0	0	0	1	nnn	nnn	first		0
28876	MT	Exodus	1	10	FN>[	FN>JNW	FN>	CCC	CCCMCM	qal	ptca	pl	m	unknown	verb	NW	J			nnnnnn	nnnnnn	שנאינו		-	-	1	0	0	1	nnn	nnn	first		0
29197	MT	Exodus	2	5	HLK[	HLKT	HLK	CCC	CCCC	qal	ptca	pl	f	unknown	verb		T			nnnn	nnnn	הלכת		-	-	0	0	0	1	nnn	nnn	first		0
29404	MT	Exodus	2	14	CPV[	CPV	CPV	CCC	CCC	qal	ptca	sg	m	unknown	verb				W	nnn	nnn	שפט		-	-	0	1	0	0	nnn	nnn	first		0
29410	MT	Exodus	2	14	>MR[	>MR	>MR	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	אמר		-	-	0	0	0	0	nnn	nnn	first		0
29632	MT	Exodus	3	1	XTN[	XTNW	XTN	CCC	CCCM	qal	ptca	sg	m	unknown	verb	W				nnnn	nnnn	חתנו		-	-	1	0	0	0	nnn	nnn	first		0
29668	MT	Exodus	3	2	B<R[	B<R	B<R	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	בער		-	-	0	0	0	0	nnn	nnn	first		0
29733	MT	Exodus	3	5	<MD[	<WMD	<WMD	CMCC	CMCC	qal	ptca	sg	m	unknown	verb					nnnn	nnnn	עומד		-	-	0	0	0	0	nnnn	nnnn	first	W	1
29778	MT	Exodus	3	7	NGF[	NGFJW	NGF	CCC	CCCCC	qal	ptca	pl	m	unknown	verb	W	J			nnnnn	nnnnn	נגשיו		-	-	1	0	0	1	nnn	nnn	first		0
29844	MT	Exodus	3	9	LXY[	LXYJM	LXY	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	לחצים		-	-	0	0	0	1	nnn	nnn	first		0
30538	MT	Exodus	4	18	XTN[	XTNW	XTN	CCC	CCCM	qal	ptca	sg	m	unknown	verb	W				nnnn	nnnn	חתנו		-	-	1	0	0	0	nnn	nnn	first		0
30667	MT	Exodus	4	23	HRG[	HRG	HRG	CCC	CCC	qal	ptca	sg	m	unknown	verb					nnn	nnn	הרג		-	-	0	0	0	0	nnn	nnn	first		0
30926	MT	Exodus	5	6	NGF[	NGFJM	NGF	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM		H	nnnnn	nnnnn	נגשים		-	-	0	1	0	1	nnn	nnn	first		0
30932	MT	Exodus	5	6	CVR[	CVRJW	CVR	CCC	CCCCC	qal	ptca	pl	m	unknown	verb	W	J			nnnnn	nnnnn	שטריו		-	-	1	0	0	1	nnn	nnn	first		0
30977	MT	Exodus	5	8	Y<Q[	Y<QJM	Y<Q	CCC	CCCMC	qal	ptca	pl	m	unknown	verb		JM			nnnnn	nnnnn	צעקים		-	-	0	0	0	1	nnn	nnn	first		0
