tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix	rec_signs	cor_signs	heb_g_cons
514325	SP	Deuteronomy	25	5	MWT[	MT	MT				ptca	sg		unknown	verb				H	nn	nn	מת
450379	SP	Exodus	26	36	CZR[	MCZR	CZR				ptcp	sg		unknown	verb					nnnn	nnnn	משזר
450381	SP	Exodus	26	36	RQM[	RQM	RQM				ptca	sg		unknown	verb					nnn	nnn	רקם
484503	SP	Numbers	12	12	MWT[	MT	MT				ptca	sg		unknown	verb				K	nn	nn	מת
515598	SP	Deuteronomy	28	6	BRK[	BRWK	BRWK				ptcp	sg		unknown	verb					nnnn	nnnn	ברוך
515603	SP	Deuteronomy	28	6	BRK[	BRWK	BRWK				ptcp	sg		unknown	verb				W	nnnn	nnnn	ברוך
429284	SP	Genesis	42	16	RGL[	MRGLJM	RGL				ptca	pl		unknown	verb		JM			nnnnnn	nnnnnn	מרגלים
451862	SP	Exodus	29	13	KSH[	MKSH	KSH				ptca	sg		unknown	verb				H	nnnn	nnnn	מכסה
445016	SP	Exodus	18	12	XTN[	XTN	XTN				ptca	sg		unknown	verb					nnn	nnn	חתן
445034	SP	Exodus	18	12	XTN[	XTN	XTN				ptca	sg		unknown	verb					nnn	nnn	חתן
502861	SP	Deuteronomy	4	14	<BR[	<BRJM	<BR				ptca	pl		unknown	verb		JM			nnnnn	nnnnn	עברים
428511	SP	Genesis	41	32	KWN[	NKWN	KWN				ptca	sg		unknown	verb					nnnn	nnnn	נכון
505228	SP	Deuteronomy	7	15	FN>[	FN>JK	FN>				ptca	pl		unknown	verb	K	J			nnnnn	nnnnn	שנאיך
487507	SP	Numbers	16	27	NYB[	NYBJM	YB				ptca	pl		unknown	verb		JM			nnnnn	nnnnn	נצבים
406747	SP	Genesis	3	8	HLK[	MTHLK	HLK				ptca	sg		unknown	verb					nnnnn	nnnnn	מתהלך
476799	SP	Numbers	1	38	JY>[	JY>	JY>				ptca	sg		unknown	verb					nnn	nnn	יצא
515491	SP	Deuteronomy	27	25	>RR[	>RWR	>RWR				ptcp	sg		unknown	verb					nnnn	nnnn	ארור
515492	SP	Deuteronomy	27	25	LQX[	LQX	LQX				ptca	sg		unknown	verb					nnn	nnn	לקח
507732	SP	Deuteronomy	11	30	JCB[	JCB	JCB				ptca	sg		unknown	verb				H	nnn	nnn	ישב
416598	SP	Genesis	23	18	BW>[	B>J	B>				ptca	pl		unknown	verb		J			nnn	nnn	באי
511363	SP	Deuteronomy	19	1	NTN[	NTN	NTN				ptca	sg		unknown	verb					nnn	nnn	נתן
494883	SP	Numbers	28	13	BLL[	BLWLH	BLWL				ptcp	sg		unknown	verb		H			nnnnn	nnnnn	בלולה
516768	SP	Deuteronomy	28	63	BW>[	B>	B>				ptca	sg		unknown	verb					nn	nn	בא
496437	SP	Numbers	31	14	PQD[	PQDJ	PQD				ptcp	pl		unknown	verb		J			nnnn	nnnn	פקדי
496448	SP	Numbers	31	14	BW>[	B>JM	B>				ptca	pl		unknown	verb		JM		H	nnnn	nnnn	באים
419733	SP	Genesis	27	33	YWD[	YD	YD				ptca	sg		unknown	verb				H	nn	nn	צד
419749	SP	Genesis	27	33	BRK[	BRWK	BRWK				ptcp	sg		unknown	verb					nnnn	nnnn	ברוך
443236	SP	Exodus	14	30	MWT[	MT	MT				ptca	sg		unknown	verb					nn	nn	מת
504260	SP	Deuteronomy	5	26	DBR[	MDBR	DBR				ptca	sg		unknown	verb					nnnn	nnnn	מדבר
471243	SP	Leviticus	20	5	ZNH[	ZNJM	ZN				ptca	pl		unknown	verb		JM		H	nnnn	nnnn	זנים
436958	SP	Exodus	6	6	NVH[	NVWJH	NVWJ				ptcp	sg		unknown	verb		H			nnnnn	nnnnn	נטויה
407434	SP	Genesis	4	20	JCB[	JCB	JCB				ptca	sg		unknown	verb					nnn	nnn	ישב
467049	SP	Leviticus	14	3	YR<[	YRW<	YRW<				ptcp	sg		unknown	verb				H	nnnn	nnnn	צרוע
505304	SP	Deuteronomy	7	19	NVH[	NVWJH	NVWJ				ptcp	sg		unknown	verb		H		H	nnnnn	nnnnn	נטויה
411976	SP	Genesis	14	13	CKN[	CKN	CKN				ptca	sg		unknown	verb					nnn	nnn	שכן
457758	SP	Exodus	38	26	<BR[	<BR	<BR				ptca	sg		unknown	verb				H	nnn	nnn	עבר
457761	SP	Exodus	38	26	PQD[	PQDJM	PQD				ptcp	pl		unknown	verb		JM		H	nnnnn	nnnnn	פקדים
486110	SP	Numbers	14	38	HLK[	HLKJM	HLK				ptca	pl		unknown	verb		JM		H	nnnnn	nnnnn	הלכים
492549	SP	Numbers	24	2	CKN[	CKN	CKN				ptca	sg		unknown	verb					nnn	nnn	שכן
489076	SP	Numbers	19	8	FRP[	FRP	FRP				ptca	sg		unknown	verb				WH	nnn	nnn	שרף
510718	SP	Deuteronomy	17	12	<MD[	<MD	<MD				ptca	sg		unknown	verb				H	nnn	nnn	עמד
510728	SP	Deuteronomy	17	12	CPV[	CWPV	CWPV				ptca	sg		unknown	verb				H	nnnn	nnnn	שופט
411461	SP	Genesis	13	5	HLK[	HLK	HLK				ptca	sg		unknown	verb				H	nnn	nnn	הלך
494261	SP	Numbers	27	3	J<D[	NW<DJM	W<D				ptca	pl		unknown	verb		JM		H	nnnnnn	nnnnnn	נועדים
429803	SP	Genesis	43	5	CLX[	MCLX	CLX				ptca	sg		unknown	verb					nnnn	nnnn	משלח
490250	SP	Numbers	21	1	JCB[	JCB	JCB				ptca	sg		unknown	verb					nnn	nnn	ישב
481705	SP	Numbers	7	79	ML>[	ML>JM	ML>				ptca	pl		unknown	verb		JM			nnnnn	nnnnn	מלאים
